Processed Iteration 50,episodic return -154.2150991422246, reward_pressure: 1.0
Processed Iteration 100,episodic return 612.0671816692214, reward_pressure: 1.0
Processed Iteration 150,episodic return 1418.0081134219495, reward_pressure: 1.0
Processed Iteration 200,episodic return 1924.9731304182883, reward_pressure: 1.0
Processed Iteration 250,episodic return 2258.6751471856346, reward_pressure: 0.9951999999999996
Processed Iteration 300,episodic return 2393.023657417497, reward_pressure: 1.0
Processed Iteration 350,episodic return 2471.763961245645, reward_pressure: 0.9983999999999997
Processed Iteration 400,episodic return 2624.3439285143913, reward_pressure: 0.9987999999999999
Processed Iteration 450,episodic return 2602.400882631469, reward_pressure: 0.9859999999999991
Processed Iteration 500,episodic return 2624.647036928107, reward_pressure: 0.9660000000000006
Processed Iteration 550,episodic return 2630.709288004241, reward_pressure: 0.9459999999999998
Processed Iteration 600,episodic return 2585.5435179688707, reward_pressure: 0.9260000000000009
Processed Iteration 650,episodic return 2415.867019623195, reward_pressure: 0.9059999999999991
Processed Iteration 700,episodic return 2466.597526059363, reward_pressure: 0.8860000000000003
Processed Iteration 750,episodic return 2467.155346240966, reward_pressure: 0.8659999999999995
Processed Iteration 800,episodic return 2532.769811809721, reward_pressure: 0.8460000000000005
Processed Iteration 850,episodic return 2489.750282582569, reward_pressure: 0.8260000000000001
Processed Iteration 900,episodic return 2326.3529491638055, reward_pressure: 0.8104000000000003
Processed Iteration 950,episodic return 2471.104014701324, reward_pressure: 0.8155999999999995
Processed Iteration 1000,episodic return 2487.7242412093437, reward_pressure: 0.7956000000000006
Processed Iteration 1050,episodic return 2657.378114842831, reward_pressure: 0.7755999999999998
Processed Iteration 1100,episodic return 2664.1396016317926, reward_pressure: 0.7708000000000006
Processed Iteration 1150,episodic return 2589.6689015797265, reward_pressure: 0.7691999999999989
Processed Iteration 1200,episodic return 2464.5975003793415, reward_pressure: 0.7491999999999996
Processed Iteration 1250,episodic return 2672.411339222801, reward_pressure: 0.7343999999999997
Processed Iteration 1300,episodic return 2539.6420733118716, reward_pressure: 0.7347999999999993
Processed Iteration 1350,episodic return 2827.0438376183615, reward_pressure: 0.7147999999999997
Processed Iteration 1400,episodic return 2600.9704999473965, reward_pressure: 0.6947999999999994
Processed Iteration 1450,episodic return 2723.173822377486, reward_pressure: 0.6747999999999996
Processed Iteration 1500,episodic return 2670.131020358992, reward_pressure: 0.6548000000000002
Processed Iteration 1550,episodic return 2748.358556381996, reward_pressure: 0.6348000000000005
Processed Iteration 1600,episodic return 2848.2886114677995, reward_pressure: 0.6599999999999998
Processed Iteration 1650,episodic return 2813.103484551761, reward_pressure: 0.6735999999999998
Processed Iteration 1700,episodic return 2760.932506012316, reward_pressure: 0.6536000000000002
Processed Iteration 1750,episodic return 2829.0071060354694, reward_pressure: 0.6336000000000005
Processed Iteration 1800,episodic return 2793.2907803045737, reward_pressure: 0.6136000000000003
Processed Iteration 1850,episodic return 2695.762790748714, reward_pressure: 0.5935999999999995
Processed Iteration 1900,episodic return 2688.0448812721793, reward_pressure: 0.5735999999999993
Processed Iteration 1950,episodic return 2807.3925942799847, reward_pressure: 0.5535999999999991
Processed Iteration 2000,episodic return 2709.585645444444, reward_pressure: 0.5335999999999994
