Processed Iteration 50,episodic return 261.50411715365567, reward_pressure: 1.0
Processed Iteration 100,episodic return 496.85799994086193, reward_pressure: 0.990799999999999
Processed Iteration 150,episodic return 795.1599111867265, reward_pressure: 0.9708000000000006
Processed Iteration 200,episodic return 969.0265034118826, reward_pressure: 0.9864000000000002
Processed Iteration 250,episodic return 1081.708085117988, reward_pressure: 1.0
Processed Iteration 300,episodic return 1095.9165219544414, reward_pressure: 1.0
Processed Iteration 350,episodic return 1270.1023705910911, reward_pressure: 1.0
Processed Iteration 400,episodic return 1194.359336130219, reward_pressure: 0.9996
Processed Iteration 450,episodic return 1352.8540104689037, reward_pressure: 1.0
Processed Iteration 500,episodic return 1317.9878108159307, reward_pressure: 1.0
Processed Iteration 550,episodic return 1515.4031404876587, reward_pressure: 1.0
Processed Iteration 600,episodic return 1543.9510158004114, reward_pressure: 1.0
Processed Iteration 650,episodic return 1569.9733126475223, reward_pressure: 1.0
Processed Iteration 700,episodic return 1577.7770541726306, reward_pressure: 0.9815999999999991
Processed Iteration 750,episodic return 1476.758421374176, reward_pressure: 0.9616000000000007
Processed Iteration 800,episodic return 1508.7858094706157, reward_pressure: 0.9415999999999995
Processed Iteration 850,episodic return 1467.655679059685, reward_pressure: 0.9216000000000011
Processed Iteration 900,episodic return 1524.250573511831, reward_pressure: 0.9015999999999993
Processed Iteration 950,episodic return 1575.9166299089964, reward_pressure: 0.8883999999999991
Processed Iteration 1000,episodic return 1557.557778858122, reward_pressure: 0.8932000000000003
Processed Iteration 1050,episodic return 1552.770143442577, reward_pressure: 0.8731999999999993
Processed Iteration 1100,episodic return 1381.4669381359208, reward_pressure: 0.8532000000000005
Processed Iteration 1150,episodic return 1576.2250962610249, reward_pressure: 0.8331999999999999
Processed Iteration 1200,episodic return 1576.2183653646612, reward_pressure: 0.8131999999999997
Processed Iteration 1250,episodic return 1578.9563842841321, reward_pressure: 0.7932000000000007
Processed Iteration 1300,episodic return 1365.536308475874, reward_pressure: 0.7731999999999996
Processed Iteration 1350,episodic return 1349.8364859640849, reward_pressure: 0.7531999999999995
Processed Iteration 1400,episodic return 1494.2392038231, reward_pressure: 0.7331999999999994
Processed Iteration 1450,episodic return 1429.747984431311, reward_pressure: 0.7131999999999996
Processed Iteration 1500,episodic return 1463.962947215041, reward_pressure: 0.6931999999999995
Processed Iteration 1550,episodic return 1301.795231173235, reward_pressure: 0.6731999999999997
Processed Iteration 1600,episodic return 1390.9991635700771, reward_pressure: 0.6532000000000002
Processed Iteration 1650,episodic return 1379.4238980669, reward_pressure: 0.6332000000000005
Processed Iteration 1700,episodic return 1493.633496465916, reward_pressure: 0.6132000000000002
Processed Iteration 1750,episodic return 1418.2241216331033, reward_pressure: 0.5931999999999994
Processed Iteration 1800,episodic return 1480.3472333387485, reward_pressure: 0.5731999999999994
Processed Iteration 1850,episodic return 1442.8557872608733, reward_pressure: 0.5531999999999991
Processed Iteration 1900,episodic return 1521.320974497449, reward_pressure: 0.5331999999999993
Processed Iteration 1950,episodic return 1516.703853355265, reward_pressure: 0.5131999999999998
Processed Iteration 2000,episodic return 1420.7507901764332, reward_pressure: 0.4932000000000001
