Processed Iteration 50,episodic return 38.48849167926713, reward_pressure: 1.0
Processed Iteration 100,episodic return 809.7781868053594, reward_pressure: 1.0
Processed Iteration 150,episodic return 1712.3917919331552, reward_pressure: 1.0
Processed Iteration 200,episodic return 2303.025682514197, reward_pressure: 1.0
Processed Iteration 250,episodic return 2336.8736406443736, reward_pressure: 0.985599999999999
Processed Iteration 300,episodic return 2471.246203278695, reward_pressure: 0.9656000000000006
Processed Iteration 350,episodic return 2527.1413651963962, reward_pressure: 0.9647999999999993
Processed Iteration 400,episodic return 2568.7287107908296, reward_pressure: 0.9736000000000005
Processed Iteration 450,episodic return 2555.4114883902157, reward_pressure: 0.9535999999999997
Processed Iteration 500,episodic return 2696.3698990585663, reward_pressure: 0.9336000000000009
Processed Iteration 550,episodic return 2691.13149462032, reward_pressure: 0.9136
Processed Iteration 600,episodic return 2724.522506170504, reward_pressure: 0.8936000000000003
Processed Iteration 650,episodic return 2771.2774160299928, reward_pressure: 0.8951999999999991
Processed Iteration 700,episodic return 2803.9602398350435, reward_pressure: 0.8848000000000004
Processed Iteration 750,episodic return 2749.170531575234, reward_pressure: 0.8752000000000002
Processed Iteration 800,episodic return 2730.2246127954836, reward_pressure: 0.8695999999999995
Processed Iteration 850,episodic return 2722.896319719027, reward_pressure: 0.8496000000000007
Processed Iteration 900,episodic return 2739.3581539129013, reward_pressure: 0.8296000000000001
Processed Iteration 950,episodic return 2748.1623268426943, reward_pressure: 0.8095999999999997
Processed Iteration 1000,episodic return 2746.2360543975624, reward_pressure: 0.7896000000000006
Processed Iteration 1050,episodic return 2748.6669426303265, reward_pressure: 0.769599999999999
Processed Iteration 1100,episodic return 2729.8263894851366, reward_pressure: 0.7495999999999996
Processed Iteration 1150,episodic return 2764.7566697685675, reward_pressure: 0.7295999999999994
Processed Iteration 1200,episodic return 2799.5344220866436, reward_pressure: 0.7095999999999997
Processed Iteration 1250,episodic return 2752.235632810547, reward_pressure: 0.6895999999999997
Processed Iteration 1300,episodic return 2732.378339227761, reward_pressure: 0.6695999999999998
Processed Iteration 1350,episodic return 2759.6843809657107, reward_pressure: 0.6496000000000002
Processed Iteration 1400,episodic return 2788.708173998698, reward_pressure: 0.6296000000000005
Processed Iteration 1450,episodic return 2702.5699372246127, reward_pressure: 0.6096000000000004
Processed Iteration 1500,episodic return 2671.50775205087, reward_pressure: 0.589599999999999
Processed Iteration 1550,episodic return 2704.2677375569933, reward_pressure: 0.5695999999999993
Processed Iteration 1600,episodic return 2757.910923362795, reward_pressure: 0.5495999999999992
Processed Iteration 1650,episodic return 2726.0097308580675, reward_pressure: 0.5295999999999994
Processed Iteration 1700,episodic return 2548.0682167395867, reward_pressure: 0.5095999999999998
Processed Iteration 1750,episodic return 2703.904416115789, reward_pressure: 0.48960000000000015
Processed Iteration 1800,episodic return 2728.129203026391, reward_pressure: 0.4696
Processed Iteration 1850,episodic return 2817.566083356641, reward_pressure: 0.45079999999999915
Processed Iteration 1900,episodic return 2740.5124290699987, reward_pressure: 0.45879999999999954
Processed Iteration 1950,episodic return 2601.3590356985105, reward_pressure: 0.438799999999999
Processed Iteration 2000,episodic return 2693.6517241191877, reward_pressure: 0.41879999999999945
