Processed Iteration 50,episodic return 129.81734122309317, reward_pressure: 1.0
Processed Iteration 100,episodic return 301.6697589175444, reward_pressure: 1.0
Processed Iteration 150,episodic return 476.09850699233306, reward_pressure: 1.0
Processed Iteration 200,episodic return 893.8026378009365, reward_pressure: 1.0
Processed Iteration 250,episodic return 1152.6527781210757, reward_pressure: 1.0
Processed Iteration 300,episodic return 1159.3010526128505, reward_pressure: 1.0
Processed Iteration 350,episodic return 1227.7922620260294, reward_pressure: 1.0
Processed Iteration 400,episodic return 1322.553445400501, reward_pressure: 0.992399999999999
Processed Iteration 450,episodic return 1278.9087083461643, reward_pressure: 0.9724000000000005
Processed Iteration 500,episodic return 1354.586294161726, reward_pressure: 0.9827999999999997
Processed Iteration 550,episodic return 1369.8328744594705, reward_pressure: 0.9959999999999993
Processed Iteration 600,episodic return 1448.7878336517317, reward_pressure: 0.9900000000000001
Processed Iteration 650,episodic return 1440.8154262236237, reward_pressure: 1.0
Processed Iteration 700,episodic return 1511.7441624046419, reward_pressure: 0.9912000000000002
Processed Iteration 750,episodic return 1499.8289660511302, reward_pressure: 0.9967999999999995
Processed Iteration 800,episodic return 1536.6870721783007, reward_pressure: 0.9984000000000001
Processed Iteration 850,episodic return 1494.2085064957355, reward_pressure: 0.9948000000000001
Processed Iteration 900,episodic return 1524.2306315104347, reward_pressure: 1.0
Processed Iteration 950,episodic return 1544.6185503979455, reward_pressure: 0.9851999999999991
Processed Iteration 1000,episodic return 1574.3377053644758, reward_pressure: 0.9652000000000007
Processed Iteration 1050,episodic return 1464.6295736751042, reward_pressure: 0.9451999999999997
Processed Iteration 1100,episodic return 1393.2100672712238, reward_pressure: 0.9252000000000009
Processed Iteration 1150,episodic return 1460.5763633220433, reward_pressure: 0.9051999999999991
Processed Iteration 1200,episodic return 1417.821699751703, reward_pressure: 0.8852000000000002
Processed Iteration 1250,episodic return 1408.26233691679, reward_pressure: 0.8728000000000002
Processed Iteration 1300,episodic return 1474.024800856174, reward_pressure: 0.8723999999999994
Processed Iteration 1350,episodic return 1374.910700713917, reward_pressure: 0.8788000000000001
Processed Iteration 1400,episodic return 1564.5850218547816, reward_pressure: 0.8752000000000001
Processed Iteration 1450,episodic return 1685.064209310158, reward_pressure: 0.8659999999999995
Processed Iteration 1500,episodic return 1630.3628636411127, reward_pressure: 0.8460000000000005
Processed Iteration 1550,episodic return 1683.4322049972177, reward_pressure: 0.8260000000000001
Processed Iteration 1600,episodic return 1508.2910285613139, reward_pressure: 0.8059999999999998
Processed Iteration 1650,episodic return 1434.117587689724, reward_pressure: 0.7860000000000005
Processed Iteration 1700,episodic return 1541.5441200257815, reward_pressure: 0.7659999999999987
Processed Iteration 1750,episodic return 1643.1428791294766, reward_pressure: 0.7459999999999997
Processed Iteration 1800,episodic return 1568.747033701002, reward_pressure: 0.7259999999999992
Processed Iteration 1850,episodic return 1370.9406656971853, reward_pressure: 0.7143999999999993
Processed Iteration 1900,episodic return 1497.609527276565, reward_pressure: 0.7115999999999997
Processed Iteration 1950,episodic return 1531.4549587820773, reward_pressure: 0.6915999999999995
Processed Iteration 2000,episodic return 1650.3417575701453, reward_pressure: 0.6715999999999996
