Processed Iteration 50,episodic return 224.09668859424676, reward_pressure: 1.0
Processed Iteration 100,episodic return 668.1290420942465, reward_pressure: 1.0
Processed Iteration 150,episodic return 857.5493894456094, reward_pressure: 1.0
Processed Iteration 200,episodic return 1039.824927126127, reward_pressure: 1.0
Processed Iteration 250,episodic return 1207.085282852616, reward_pressure: 1.0
Processed Iteration 300,episodic return 1189.9207663260352, reward_pressure: 1.0
Processed Iteration 350,episodic return 1376.424716206225, reward_pressure: 1.0
Processed Iteration 400,episodic return 1491.052737165399, reward_pressure: 1.0
Processed Iteration 450,episodic return 1407.4743380945065, reward_pressure: 1.0
Processed Iteration 500,episodic return 1539.4308042309456, reward_pressure: 1.0
Processed Iteration 550,episodic return 1487.8609372380206, reward_pressure: 1.0
Processed Iteration 600,episodic return 1532.1674196990998, reward_pressure: 1.0
Processed Iteration 650,episodic return 1584.2450132287531, reward_pressure: 1.0
Processed Iteration 700,episodic return 1666.3969414395795, reward_pressure: 1.0
Processed Iteration 750,episodic return 1611.016278539562, reward_pressure: 1.0
Processed Iteration 800,episodic return 1634.0857680706736, reward_pressure: 1.0
Processed Iteration 850,episodic return 1769.1126252300733, reward_pressure: 1.0
Processed Iteration 900,episodic return 1650.7704909411464, reward_pressure: 1.0
Processed Iteration 950,episodic return 1665.4226633240223, reward_pressure: 1.0
Processed Iteration 1000,episodic return 1596.8211272537937, reward_pressure: 1.0
Processed Iteration 1050,episodic return 1407.9829567744696, reward_pressure: 1.0
Processed Iteration 1100,episodic return 1616.7304500144269, reward_pressure: 1.0
Processed Iteration 1150,episodic return 1733.2551626743964, reward_pressure: 1.0
Processed Iteration 1200,episodic return 1518.285299453444, reward_pressure: 1.0
Processed Iteration 1250,episodic return 1519.983464762046, reward_pressure: 1.0
Processed Iteration 1300,episodic return 1646.1198515909973, reward_pressure: 1.0
Processed Iteration 1350,episodic return 1599.4505269546528, reward_pressure: 1.0
Processed Iteration 1400,episodic return 1537.0250667365556, reward_pressure: 1.0
Processed Iteration 1450,episodic return 1657.226147613771, reward_pressure: 1.0
Processed Iteration 1500,episodic return 1628.9435567891203, reward_pressure: 1.0
Processed Iteration 1550,episodic return 1613.9527912088736, reward_pressure: 1.0
Processed Iteration 1600,episodic return 1633.3741014125087, reward_pressure: 1.0
Processed Iteration 1650,episodic return 1513.760174297129, reward_pressure: 1.0
Processed Iteration 1700,episodic return 1556.3709271424177, reward_pressure: 1.0
Processed Iteration 1750,episodic return 1443.8205063160383, reward_pressure: 1.0
Processed Iteration 1800,episodic return 1594.0208906928297, reward_pressure: 1.0
Processed Iteration 1850,episodic return 1597.772219320918, reward_pressure: 1.0
Processed Iteration 1900,episodic return 1541.590562938714, reward_pressure: 1.0
Processed Iteration 1950,episodic return 1531.88143347542, reward_pressure: 1.0
Processed Iteration 2000,episodic return 1536.5579709389078, reward_pressure: 1.0
