Processed Iteration 50,episodic return -94.7926344486179, reward_pressure: 1.0
Processed Iteration 100,episodic return 962.1124071872581, reward_pressure: 1.0
Processed Iteration 150,episodic return 1924.6252916562742, reward_pressure: 1.0
Processed Iteration 200,episodic return 2230.162368546698, reward_pressure: 1.0
Processed Iteration 250,episodic return 2555.8178473440075, reward_pressure: 1.0
Processed Iteration 300,episodic return 2589.530054962359, reward_pressure: 0.9710000000000008
Processed Iteration 350,episodic return 2439.9190018634426, reward_pressure: 0.920999999999999
Processed Iteration 400,episodic return 2459.5664889815753, reward_pressure: 0.8710000000000008
Processed Iteration 450,episodic return 2347.5101249259046, reward_pressure: 0.8209999999999995
Processed Iteration 500,episodic return 2369.3737291101647, reward_pressure: 0.7710000000000001
Processed Iteration 550,episodic return 2247.646916161705, reward_pressure: 0.721
Processed Iteration 600,episodic return 2358.3704849374944, reward_pressure: 0.670999999999999
Processed Iteration 650,episodic return 2414.533358713869, reward_pressure: 0.6210000000000007
Processed Iteration 700,episodic return 2280.0320743423813, reward_pressure: 0.5710000000000001
Processed Iteration 750,episodic return 2202.7078171835446, reward_pressure: 0.5209999999999998
Processed Iteration 800,episodic return 2387.4914931581134, reward_pressure: 0.47099999999999953
Processed Iteration 850,episodic return 2399.772829140815, reward_pressure: 0.42099999999999954
Processed Iteration 900,episodic return 2481.4159903407185, reward_pressure: 0.3709999999999998
Processed Iteration 950,episodic return 2525.574762061381, reward_pressure: 0.3209999999999993
Processed Iteration 1000,episodic return 2338.2698028132386, reward_pressure: 0.27099999999999985
Processed Iteration 1050,episodic return 2394.74450878203, reward_pressure: 0.22099999999999945
Processed Iteration 1100,episodic return 2432.563928395984, reward_pressure: 0.17099999999999962
Processed Iteration 1150,episodic return 2506.5113510979445, reward_pressure: 0.12099999999999964
Processed Iteration 1200,episodic return 2449.54797424892, reward_pressure: 0.07099999999999976
Processed Iteration 1250,episodic return 2300.5162246738264, reward_pressure: 0.020999999999999873
Processed Iteration 1300,episodic return 2413.7293383400884, reward_pressure: 0.0
Processed Iteration 1350,episodic return 2462.7061926079627, reward_pressure: 0.0
Processed Iteration 1400,episodic return 2519.1601242824254, reward_pressure: 0.0
Processed Iteration 1450,episodic return 2523.833063767938, reward_pressure: 0.0
Processed Iteration 1500,episodic return 2397.8267596635815, reward_pressure: 0.0
Processed Iteration 1550,episodic return 2384.689963167327, reward_pressure: 0.0
Processed Iteration 1600,episodic return 2435.878930130451, reward_pressure: 0.0
Processed Iteration 1650,episodic return 2464.8573255301544, reward_pressure: 0.0
Processed Iteration 1700,episodic return 2447.9994511913064, reward_pressure: 0.0
Processed Iteration 1750,episodic return 2443.098021496324, reward_pressure: 0.0
Processed Iteration 1800,episodic return 2475.9874304847162, reward_pressure: 0.0
Processed Iteration 1850,episodic return 2496.650486275053, reward_pressure: 0.0
Processed Iteration 1900,episodic return 2332.7831203423534, reward_pressure: 0.0
Processed Iteration 1950,episodic return 2427.4497628406666, reward_pressure: 0.0
Processed Iteration 2000,episodic return 2437.2065292846773, reward_pressure: 0.0
