Processed Iteration 50,episodic return 16.116250392394655, reward_pressure: 1.0
Processed Iteration 100,episodic return 580.1646177461998, reward_pressure: 1.0
Processed Iteration 150,episodic return 1126.901038433223, reward_pressure: 1.0
Processed Iteration 200,episodic return 1787.8585678123627, reward_pressure: 1.0
Processed Iteration 250,episodic return 2279.260228789041, reward_pressure: 1.0
Processed Iteration 300,episodic return 2531.5008091024224, reward_pressure: 1.0
Processed Iteration 350,episodic return 2611.2025920559518, reward_pressure: 1.0
Processed Iteration 400,episodic return 2603.4824598233854, reward_pressure: 0.9850000000000009
Processed Iteration 450,episodic return 2608.525060402938, reward_pressure: 0.9679999999999996
Processed Iteration 500,episodic return 2706.7927525964637, reward_pressure: 0.982000000000001
Processed Iteration 550,episodic return 2766.095692976328, reward_pressure: 0.9319999999999992
Processed Iteration 600,episodic return 2816.8940566712013, reward_pressure: 0.9390000000000006
Processed Iteration 650,episodic return 2707.94126580208, reward_pressure: 0.9109999999999991
Processed Iteration 700,episodic return 2773.831128129897, reward_pressure: 0.8610000000000008
Processed Iteration 750,episodic return 2721.9540999845863, reward_pressure: 0.8109999999999998
Processed Iteration 800,episodic return 2615.4719877338603, reward_pressure: 0.7609999999999999
Processed Iteration 850,episodic return 2792.0796685825253, reward_pressure: 0.7109999999999999
Processed Iteration 900,episodic return 2868.7058206950246, reward_pressure: 0.6799999999999997
Processed Iteration 950,episodic return 2737.054071660366, reward_pressure: 0.7199999999999995
Processed Iteration 1000,episodic return 2798.3747362952495, reward_pressure: 0.7300000000000001
Processed Iteration 1050,episodic return 2675.2279603157426, reward_pressure: 0.6799999999999992
Processed Iteration 1100,episodic return 2681.510276096206, reward_pressure: 0.6300000000000003
Processed Iteration 1150,episodic return 2733.3775915440638, reward_pressure: 0.5800000000000002
Processed Iteration 1200,episodic return 2749.338035483489, reward_pressure: 0.5299999999999997
Processed Iteration 1250,episodic return 2665.859203708936, reward_pressure: 0.47999999999999965
Processed Iteration 1300,episodic return 2657.8116349354823, reward_pressure: 0.42999999999999927
Processed Iteration 1350,episodic return 2733.362271639282, reward_pressure: 0.38
Processed Iteration 1400,episodic return 2760.4562660260335, reward_pressure: 0.3299999999999994
Processed Iteration 1450,episodic return 2752.478552281007, reward_pressure: 0.2799999999999998
Processed Iteration 1500,episodic return 2809.2824529895715, reward_pressure: 0.22999999999999957
Processed Iteration 1550,episodic return 2808.5027884747274, reward_pressure: 0.17999999999999963
Processed Iteration 1600,episodic return 2592.063537039751, reward_pressure: 0.12999999999999962
Processed Iteration 1650,episodic return 2603.306281672626, reward_pressure: 0.07999999999999972
Processed Iteration 1700,episodic return 2617.988614859954, reward_pressure: 0.0299999999999998
Processed Iteration 1750,episodic return 2552.59889150247, reward_pressure: 0.0
Processed Iteration 1800,episodic return 2523.698455878378, reward_pressure: 0.0
Processed Iteration 1850,episodic return 2654.2728572168403, reward_pressure: 0.0
Processed Iteration 1900,episodic return 2553.53913135367, reward_pressure: 0.0
Processed Iteration 1950,episodic return 2538.4210137147857, reward_pressure: 0.0
Processed Iteration 2000,episodic return 2577.6751387136355, reward_pressure: 0.0
