Processed Iteration 50,episodic return 131.77794941852525, reward_pressure: 1.0
Processed Iteration 100,episodic return 177.80479295182835, reward_pressure: 1.0
Processed Iteration 150,episodic return 237.56553598936455, reward_pressure: 1.0
Processed Iteration 200,episodic return 263.54573175623335, reward_pressure: 0.9610000000000006
Processed Iteration 250,episodic return 271.020092820947, reward_pressure: 0.9109999999999991
Processed Iteration 300,episodic return 292.5410432239141, reward_pressure: 0.8750000000000001
Processed Iteration 350,episodic return 291.79359124826794, reward_pressure: 0.8859999999999999
Processed Iteration 400,episodic return 322.09683521024044, reward_pressure: 0.8809999999999991
Processed Iteration 450,episodic return 361.43954938065275, reward_pressure: 0.9400000000000006
Processed Iteration 500,episodic return 375.55164843783746, reward_pressure: 0.9990000000000001
Processed Iteration 550,episodic return 404.6771678005544, reward_pressure: 0.991
Processed Iteration 600,episodic return 425.10471749596064, reward_pressure: 0.9670000000000007
Processed Iteration 650,episodic return 493.07231106271354, reward_pressure: 0.9400000000000004
Processed Iteration 700,episodic return 909.5684459426697, reward_pressure: 0.9940000000000001
Processed Iteration 750,episodic return 604.4850311638952, reward_pressure: 0.9750000000000009
Processed Iteration 800,episodic return 675.5063791412692, reward_pressure: 0.9249999999999992
Processed Iteration 850,episodic return 873.4890907740217, reward_pressure: 0.8750000000000006
Processed Iteration 900,episodic return 1754.1869434036112, reward_pressure: 0.8880000000000002
Processed Iteration 950,episodic return 3605.3998033101816, reward_pressure: 0.991
Processed Iteration 1000,episodic return 1391.604106781187, reward_pressure: 0.9590000000000006
Processed Iteration 1050,episodic return 404.2323476874127, reward_pressure: 0.9089999999999993
Processed Iteration 1100,episodic return 1059.4799936510435, reward_pressure: 0.8590000000000008
Processed Iteration 1150,episodic return 2111.18991797302, reward_pressure: 0.8089999999999997
Processed Iteration 1200,episodic return 5840.428407451021, reward_pressure: 0.964
Processed Iteration 1250,episodic return 3725.832480027323, reward_pressure: 0.991
Processed Iteration 1300,episodic return 6041.2847784831365, reward_pressure: 0.9750000000000009
Processed Iteration 1350,episodic return 6122.039873849331, reward_pressure: 0.9759999999999998
Processed Iteration 1400,episodic return 2609.9224272871193, reward_pressure: 0.9740000000000009
Processed Iteration 1450,episodic return 7194.3443917851455, reward_pressure: 0.923999999999999
Processed Iteration 1500,episodic return 3630.5719787908706, reward_pressure: 0.8740000000000007
Processed Iteration 1550,episodic return 6439.19145657901, reward_pressure: 0.8239999999999996
Processed Iteration 1600,episodic return 6887.474863216007, reward_pressure: 0.774
Processed Iteration 1650,episodic return 8141.822843169636, reward_pressure: 0.7899999999999998
Processed Iteration 1700,episodic return 7913.471846084625, reward_pressure: 0.7599999999999999
Processed Iteration 1750,episodic return 8253.916477778159, reward_pressure: 0.7099999999999997
Processed Iteration 1800,episodic return 6040.395506144078, reward_pressure: 0.6599999999999993
Processed Iteration 1850,episodic return 6658.71611820294, reward_pressure: 0.6100000000000004
Processed Iteration 1900,episodic return 7559.957807644107, reward_pressure: 0.5599999999999999
Processed Iteration 1950,episodic return 8444.956999052472, reward_pressure: 0.5099999999999999
Processed Iteration 2000,episodic return 8067.945303336828, reward_pressure: 0.45999999999999935
