Processed Iteration 50,episodic return 159.56092936905924, reward_pressure: 1.0
Processed Iteration 100,episodic return 395.94754073610636, reward_pressure: 1.0
Processed Iteration 150,episodic return 912.8560942103755, reward_pressure: 1.0
Processed Iteration 200,episodic return 1001.275634266987, reward_pressure: 0.9769999999999996
Processed Iteration 250,episodic return 1057.5490289252725, reward_pressure: 1.0
Processed Iteration 300,episodic return 1122.5689675817052, reward_pressure: 1.0
Processed Iteration 350,episodic return 1061.3020646480943, reward_pressure: 0.9940000000000003
Processed Iteration 400,episodic return 1112.1261227395466, reward_pressure: 0.9789999999999998
Processed Iteration 450,episodic return 1223.6427083529252, reward_pressure: 1.0
Processed Iteration 500,episodic return 1197.722843004327, reward_pressure: 0.9889999999999998
Processed Iteration 550,episodic return 1156.0535065354568, reward_pressure: 1.0
Processed Iteration 600,episodic return 1219.4062583265245, reward_pressure: 0.9710000000000008
Processed Iteration 650,episodic return 1285.3718964229674, reward_pressure: 0.920999999999999
Processed Iteration 700,episodic return 1271.4225995718489, reward_pressure: 0.9480000000000007
Processed Iteration 750,episodic return 1264.8195880097026, reward_pressure: 0.9019999999999991
Processed Iteration 800,episodic return 1244.9807026562119, reward_pressure: 0.8520000000000008
Processed Iteration 850,episodic return 1220.4996275599892, reward_pressure: 0.8019999999999997
Processed Iteration 900,episodic return 1276.2814482612578, reward_pressure: 0.7519999999999999
Processed Iteration 950,episodic return 1355.8285779863018, reward_pressure: 0.7019999999999997
Processed Iteration 1000,episodic return 1399.5026437921958, reward_pressure: 0.6629999999999996
Processed Iteration 1050,episodic return 1367.390617305024, reward_pressure: 0.6889999999999992
Processed Iteration 1100,episodic return 1329.6084063386515, reward_pressure: 0.6429999999999996
Processed Iteration 1150,episodic return 1368.9941108007013, reward_pressure: 0.6459999999999994
Processed Iteration 1200,episodic return 1407.3835969186757, reward_pressure: 0.6549999999999996
Processed Iteration 1250,episodic return 1283.3997527655647, reward_pressure: 0.7759999999999998
Processed Iteration 1300,episodic return 1438.3645091524456, reward_pressure: 0.765
Processed Iteration 1350,episodic return 1351.923950162443, reward_pressure: 0.7149999999999999
Processed Iteration 1400,episodic return 1456.3138124930365, reward_pressure: 0.7239999999999998
Processed Iteration 1450,episodic return 1536.2787175112535, reward_pressure: 0.723
Processed Iteration 1500,episodic return 1412.58498550751, reward_pressure: 0.6729999999999989
Processed Iteration 1550,episodic return 1479.8976783762014, reward_pressure: 0.6230000000000007
Processed Iteration 1600,episodic return 1461.7328926641221, reward_pressure: 0.6039999999999995
Processed Iteration 1650,episodic return 1470.4896316598297, reward_pressure: 0.6369999999999999
Processed Iteration 1700,episodic return 1404.8587861981682, reward_pressure: 0.5870000000000002
Processed Iteration 1750,episodic return 1373.3665163333465, reward_pressure: 0.5369999999999997
Processed Iteration 1800,episodic return 1323.2914251677985, reward_pressure: 0.48699999999999977
Processed Iteration 1850,episodic return 1363.6694720343557, reward_pressure: 0.43699999999999917
Processed Iteration 1900,episodic return 1377.0936339105406, reward_pressure: 0.3870000000000002
Processed Iteration 1950,episodic return 1238.8439970997804, reward_pressure: 0.3709999999999997
Processed Iteration 2000,episodic return 1380.8813412744096, reward_pressure: 0.3859999999999995
