Processed Iteration 50,episodic return -168.46616648128244, reward_pressure: 1.0
Processed Iteration 100,episodic return 387.66422339793496, reward_pressure: 1.0
Processed Iteration 150,episodic return 644.4809691588042, reward_pressure: 1.0
Processed Iteration 200,episodic return 769.0692012997526, reward_pressure: 1.0
Processed Iteration 250,episodic return 859.1155776191415, reward_pressure: 1.0
Processed Iteration 300,episodic return 893.9606605491703, reward_pressure: 1.0
Processed Iteration 350,episodic return 959.7367855841214, reward_pressure: 1.0
Processed Iteration 400,episodic return 964.049937299339, reward_pressure: 0.9960000000000001
Processed Iteration 450,episodic return 971.5934699586805, reward_pressure: 1.0
Processed Iteration 500,episodic return 971.0611576105127, reward_pressure: 0.985599999999999
Processed Iteration 550,episodic return 967.4210271777163, reward_pressure: 0.9656000000000006
Processed Iteration 600,episodic return 988.3820594133923, reward_pressure: 0.9524000000000008
Processed Iteration 650,episodic return 985.1087329537597, reward_pressure: 0.9531999999999996
Processed Iteration 700,episodic return 986.8900681106129, reward_pressure: 0.9332000000000008
Processed Iteration 750,episodic return 986.3301735768209, reward_pressure: 0.9131999999999999
Processed Iteration 800,episodic return 996.4836782125806, reward_pressure: 0.8932000000000003
Processed Iteration 850,episodic return 973.8372271473569, reward_pressure: 0.8731999999999993
Processed Iteration 900,episodic return 996.4400257187983, reward_pressure: 0.8532000000000005
Processed Iteration 950,episodic return 1019.6123352828523, reward_pressure: 0.8392000000000007
Processed Iteration 1000,episodic return 1037.750992838911, reward_pressure: 0.8360000000000002
Processed Iteration 1050,episodic return 1054.3893441586222, reward_pressure: 0.8512000000000002
Processed Iteration 1100,episodic return 1065.5323700161832, reward_pressure: 0.8963999999999992
Processed Iteration 1150,episodic return 1064.6619099164643, reward_pressure: 0.8836000000000002
Processed Iteration 1200,episodic return 1020.375650934377, reward_pressure: 0.8635999999999996
Processed Iteration 1250,episodic return 1043.4656860127109, reward_pressure: 0.8456000000000004
Processed Iteration 1300,episodic return 1054.6275028564216, reward_pressure: 0.8579999999999999
Processed Iteration 1350,episodic return 1076.2797985144273, reward_pressure: 0.8380000000000003
Processed Iteration 1400,episodic return 1040.0969518719494, reward_pressure: 0.8179999999999998
Processed Iteration 1450,episodic return 1093.1859816906708, reward_pressure: 0.802
Processed Iteration 1500,episodic return 1045.4561955142717, reward_pressure: 0.8179999999999998
Processed Iteration 1550,episodic return 1052.9672865051275, reward_pressure: 0.7980000000000002
Processed Iteration 1600,episodic return 1063.6752504849742, reward_pressure: 0.7780000000000001
Processed Iteration 1650,episodic return 1080.8113636597914, reward_pressure: 0.7579999999999992
Processed Iteration 1700,episodic return 1081.4487393951347, reward_pressure: 0.7379999999999992
Processed Iteration 1750,episodic return 1067.4729478488944, reward_pressure: 0.7179999999999995
Processed Iteration 1800,episodic return 1056.8117106188872, reward_pressure: 0.6979999999999994
Processed Iteration 1850,episodic return 1066.3103348893271, reward_pressure: 0.6779999999999995
Processed Iteration 1900,episodic return 1032.4693740456728, reward_pressure: 0.6580000000000001
Processed Iteration 1950,episodic return 1055.3915275573452, reward_pressure: 0.6380000000000003
Processed Iteration 2000,episodic return 1089.3937349930627, reward_pressure: 0.6180000000000001
