Processed Iteration 50,episodic return -144.64238198475664, reward_pressure: 1.0
Processed Iteration 100,episodic return 636.6869593882049, reward_pressure: 1.0
Processed Iteration 150,episodic return 1745.978187296206, reward_pressure: 1.0
Processed Iteration 200,episodic return 2598.068992098889, reward_pressure: 1.0
Processed Iteration 250,episodic return 2963.704910274344, reward_pressure: 1.0
Processed Iteration 300,episodic return 3300.569951892861, reward_pressure: 1.0
Processed Iteration 350,episodic return 3322.9876007544876, reward_pressure: 0.9590000000000006
Processed Iteration 400,episodic return 3376.461248884923, reward_pressure: 0.9089999999999993
Processed Iteration 450,episodic return 3382.7234830118755, reward_pressure: 0.8989999999999992
Processed Iteration 500,episodic return 3415.1651922435844, reward_pressure: 0.8600000000000009
Processed Iteration 550,episodic return 3529.712879943849, reward_pressure: 0.8490000000000003
Processed Iteration 600,episodic return 3474.914938302979, reward_pressure: 0.8899999999999997
Processed Iteration 650,episodic return 3465.730183451119, reward_pressure: 0.8399999999999999
Processed Iteration 700,episodic return 3459.268382896865, reward_pressure: 0.7900000000000003
Processed Iteration 750,episodic return 3479.3010155804977, reward_pressure: 0.7400000000000003
Processed Iteration 800,episodic return 3424.4548408772744, reward_pressure: 0.6899999999999993
Processed Iteration 850,episodic return 3334.3693392794294, reward_pressure: 0.6399999999999997
Processed Iteration 900,episodic return 3415.286793532804, reward_pressure: 0.6149999999999995
Processed Iteration 950,episodic return 3431.4131725683424, reward_pressure: 0.635
Processed Iteration 1000,episodic return 3315.0511111264586, reward_pressure: 0.5850000000000002
Processed Iteration 1050,episodic return 3385.1307762869355, reward_pressure: 0.5349999999999997
Processed Iteration 1100,episodic return 3487.1833648127404, reward_pressure: 0.4849999999999997
Processed Iteration 1150,episodic return 3372.966542626301, reward_pressure: 0.43499999999999917
Processed Iteration 1200,episodic return 3458.4697744546324, reward_pressure: 0.38999999999999985
Processed Iteration 1250,episodic return 3462.4194048960217, reward_pressure: 0.39499999999999985
Processed Iteration 1300,episodic return 3495.1268754055427, reward_pressure: 0.3449999999999997
Processed Iteration 1350,episodic return 3488.5150815096044, reward_pressure: 0.3429999999999997
Processed Iteration 1400,episodic return 3571.2115743601103, reward_pressure: 0.30699999999999933
Processed Iteration 1450,episodic return 3560.046576220808, reward_pressure: 0.2569999999999999
Processed Iteration 1500,episodic return 3540.0761767688687, reward_pressure: 0.20699999999999946
Processed Iteration 1550,episodic return 3594.9443268508076, reward_pressure: 0.21799999999999983
Processed Iteration 1600,episodic return 3429.9497853703706, reward_pressure: 0.2249999999999995
Processed Iteration 1650,episodic return 3487.0351585359954, reward_pressure: 0.17499999999999966
Processed Iteration 1700,episodic return 3554.533221518228, reward_pressure: 0.12499999999999963
Processed Iteration 1750,episodic return 3526.6129129197566, reward_pressure: 0.07499999999999975
Processed Iteration 1800,episodic return 3523.4165507451526, reward_pressure: 0.024999999999999842
Processed Iteration 1850,episodic return 3518.2805560983693, reward_pressure: 0.0
Processed Iteration 1900,episodic return 3507.4728019742474, reward_pressure: 0.0
Processed Iteration 1950,episodic return 3602.2004805875345, reward_pressure: 0.0
Processed Iteration 2000,episodic return 3562.2564740788216, reward_pressure: 0.0
