Processed Iteration 50,episodic return 172.39203880100666, reward_pressure: 1.0
Processed Iteration 100,episodic return 693.3329052887905, reward_pressure: 1.0
Processed Iteration 150,episodic return 1033.7296655308592, reward_pressure: 1.0
Processed Iteration 200,episodic return 1047.6268097013462, reward_pressure: 0.9540000000000006
Processed Iteration 250,episodic return 1053.899127705629, reward_pressure: 0.9039999999999992
Processed Iteration 300,episodic return 1057.936467463219, reward_pressure: 0.8540000000000008
Processed Iteration 350,episodic return 1062.87483291494, reward_pressure: 0.8039999999999998
Processed Iteration 400,episodic return 1072.4781880808475, reward_pressure: 0.7539999999999999
Processed Iteration 450,episodic return 1081.3871462200373, reward_pressure: 0.7479999999999996
Processed Iteration 500,episodic return 1077.9833261699687, reward_pressure: 0.7790000000000002
Processed Iteration 550,episodic return 1079.9492050276403, reward_pressure: 0.7379999999999997
Processed Iteration 600,episodic return 1096.3295676096413, reward_pressure: 0.7749999999999997
Processed Iteration 650,episodic return 1087.9106982900564, reward_pressure: 0.7750000000000001
Processed Iteration 700,episodic return 1084.3977171086483, reward_pressure: 0.725
Processed Iteration 750,episodic return 1091.5591767328535, reward_pressure: 0.674999999999999
Processed Iteration 800,episodic return 1094.3082246107638, reward_pressure: 0.6250000000000006
Processed Iteration 850,episodic return 1096.1543743923025, reward_pressure: 0.6389999999999992
Processed Iteration 900,episodic return 1090.2831407838448, reward_pressure: 0.6110000000000005
Processed Iteration 950,episodic return 1092.4786981184789, reward_pressure: 0.5609999999999998
Processed Iteration 1000,episodic return 1085.8504097868527, reward_pressure: 0.5109999999999999
Processed Iteration 1050,episodic return 1026.569321039906, reward_pressure: 0.46099999999999935
Processed Iteration 1100,episodic return 1048.196014257711, reward_pressure: 0.4429999999999994
Processed Iteration 1150,episodic return 1043.1752139038424, reward_pressure: 0.41899999999999965
Processed Iteration 1200,episodic return 1097.4797558965279, reward_pressure: 0.44899999999999934
Processed Iteration 1250,episodic return 1012.6614787493813, reward_pressure: 0.39899999999999963
Processed Iteration 1300,episodic return 987.778489265855, reward_pressure: 0.3489999999999997
Processed Iteration 1350,episodic return 982.4682745646066, reward_pressure: 0.2989999999999994
Processed Iteration 1400,episodic return 1009.568848905723, reward_pressure: 0.24899999999999983
Processed Iteration 1450,episodic return 966.2117690030119, reward_pressure: 0.19899999999999948
Processed Iteration 1500,episodic return 1066.1407205755777, reward_pressure: 0.2319999999999997
Processed Iteration 1550,episodic return 1129.3828366161365, reward_pressure: 0.39699999999999974
Processed Iteration 1600,episodic return 1188.8273399374766, reward_pressure: 0.3699999999999997
Processed Iteration 1650,episodic return 1230.739758789744, reward_pressure: 0.5489999999999999
Processed Iteration 1700,episodic return 1286.7720527348931, reward_pressure: 0.7259999999999998
Processed Iteration 1750,episodic return 1333.8859083415225, reward_pressure: 0.7740000000000004
Processed Iteration 1800,episodic return 1363.9040688981386, reward_pressure: 0.9090000000000004
Processed Iteration 1850,episodic return 1324.9711802871816, reward_pressure: 0.9990000000000001
Processed Iteration 1900,episodic return 1385.0827221744196, reward_pressure: 0.9510000000000006
Processed Iteration 1950,episodic return 1358.7021744941785, reward_pressure: 0.981
Processed Iteration 2000,episodic return 1323.9198568698664, reward_pressure: 0.9630000000000006
