Processed Iteration 50,episodic return -15.321935376890792, reward_pressure: 1.0
Processed Iteration 100,episodic return 418.19209196217656, reward_pressure: 1.0
Processed Iteration 150,episodic return 616.8796546423331, reward_pressure: 1.0
Processed Iteration 200,episodic return 828.4363390350019, reward_pressure: 1.0
Processed Iteration 250,episodic return 932.914052421301, reward_pressure: 1.0
Processed Iteration 300,episodic return 1004.3584438532207, reward_pressure: 1.0
Processed Iteration 350,episodic return 972.2791629100946, reward_pressure: 0.987599999999999
Processed Iteration 400,episodic return 1020.8029197454701, reward_pressure: 0.9739999999999993
Processed Iteration 450,episodic return 1004.2169702040234, reward_pressure: 0.9736000000000005
Processed Iteration 500,episodic return 1020.6407439278424, reward_pressure: 0.9535999999999997
Processed Iteration 550,episodic return 1006.547433130462, reward_pressure: 0.9336000000000009
Processed Iteration 600,episodic return 1011.8457042374688, reward_pressure: 0.9136
Processed Iteration 650,episodic return 997.6193025214988, reward_pressure: 0.8936000000000003
Processed Iteration 700,episodic return 992.4861666864277, reward_pressure: 0.8735999999999994
Processed Iteration 750,episodic return 1019.0729499190909, reward_pressure: 0.8536000000000005
Processed Iteration 800,episodic return 1057.2965553807546, reward_pressure: 0.8672000000000001
Processed Iteration 850,episodic return 1024.6397863163356, reward_pressure: 0.8683999999999995
Processed Iteration 900,episodic return 1034.017781813199, reward_pressure: 0.8484000000000006
Processed Iteration 950,episodic return 1028.1094061471392, reward_pressure: 0.8284
Processed Iteration 1000,episodic return 1001.8296282208731, reward_pressure: 0.8083999999999998
Processed Iteration 1050,episodic return 975.6006521371048, reward_pressure: 0.7884000000000008
Processed Iteration 1100,episodic return 972.4270032007344, reward_pressure: 0.7683999999999988
Processed Iteration 1150,episodic return 975.491088980959, reward_pressure: 0.7483999999999996
Processed Iteration 1200,episodic return 934.3821924582867, reward_pressure: 0.7283999999999995
Processed Iteration 1250,episodic return 888.8789348933674, reward_pressure: 0.7083999999999996
Processed Iteration 1300,episodic return 922.9043718429161, reward_pressure: 0.6883999999999996
Processed Iteration 1350,episodic return 936.8937244832197, reward_pressure: 0.6683999999999998
Processed Iteration 1400,episodic return 936.0679438658792, reward_pressure: 0.6484000000000003
Processed Iteration 1450,episodic return 972.4216606173596, reward_pressure: 0.6284000000000005
Processed Iteration 1500,episodic return 971.9520037345751, reward_pressure: 0.6084000000000003
Processed Iteration 1550,episodic return 943.4156922113636, reward_pressure: 0.588399999999999
Processed Iteration 1600,episodic return 984.2372970736042, reward_pressure: 0.5683999999999992
Processed Iteration 1650,episodic return 968.47433174574, reward_pressure: 0.5483999999999992
Processed Iteration 1700,episodic return 963.5898306645513, reward_pressure: 0.5283999999999994
Processed Iteration 1750,episodic return 978.9893387129353, reward_pressure: 0.5083999999999999
Processed Iteration 1800,episodic return 963.3423845052197, reward_pressure: 0.48840000000000017
Processed Iteration 1850,episodic return 1008.094543870631, reward_pressure: 0.4684
Processed Iteration 1900,episodic return 936.5460316867535, reward_pressure: 0.4483999999999989
Processed Iteration 1950,episodic return 948.5586221305986, reward_pressure: 0.42839999999999934
Processed Iteration 2000,episodic return 956.7841653817445, reward_pressure: 0.40839999999999904
