Processed Iteration 50,episodic return 218.6769435037583, reward_pressure: 1.0
Processed Iteration 100,episodic return 431.1427386255065, reward_pressure: 1.0
Processed Iteration 150,episodic return 782.9837516174055, reward_pressure: 1.0
Processed Iteration 200,episodic return 1066.9545853408833, reward_pressure: 1.0
Processed Iteration 250,episodic return 1247.8295147861818, reward_pressure: 1.0
Processed Iteration 300,episodic return 1315.4591586396512, reward_pressure: 1.0
Processed Iteration 350,episodic return 1428.129936352915, reward_pressure: 1.0
Processed Iteration 400,episodic return 1487.5383471310813, reward_pressure: 1.0
Processed Iteration 450,episodic return 1567.7148571942491, reward_pressure: 1.0
Processed Iteration 500,episodic return 1647.576610072247, reward_pressure: 1.0
Processed Iteration 550,episodic return 1481.747452303183, reward_pressure: 1.0
Processed Iteration 600,episodic return 1572.2495201454678, reward_pressure: 1.0
Processed Iteration 650,episodic return 1559.963803392499, reward_pressure: 1.0
Processed Iteration 700,episodic return 1588.9631897693087, reward_pressure: 1.0
Processed Iteration 750,episodic return 1573.4424536007145, reward_pressure: 1.0
Processed Iteration 800,episodic return 1521.0706399187534, reward_pressure: 1.0
Processed Iteration 850,episodic return 1549.326960688636, reward_pressure: 1.0
Processed Iteration 900,episodic return 1520.326257088934, reward_pressure: 1.0
Processed Iteration 950,episodic return 1535.3427307047098, reward_pressure: 1.0
Processed Iteration 1000,episodic return 1445.0370085772433, reward_pressure: 1.0
Processed Iteration 1050,episodic return 1539.0830932440817, reward_pressure: 1.0
Processed Iteration 1100,episodic return 1528.1808291862812, reward_pressure: 1.0
Processed Iteration 1150,episodic return 1623.2590307632913, reward_pressure: 1.0
Processed Iteration 1200,episodic return 1560.9194147938563, reward_pressure: 1.0
Processed Iteration 1250,episodic return 1490.9150340346494, reward_pressure: 1.0
Processed Iteration 1300,episodic return 1519.7593847532896, reward_pressure: 1.0
Processed Iteration 1350,episodic return 1486.8561568507605, reward_pressure: 1.0
Processed Iteration 1400,episodic return 1526.635636729502, reward_pressure: 1.0
Processed Iteration 1450,episodic return 1580.0789720825744, reward_pressure: 1.0
Processed Iteration 1500,episodic return 1506.1511884504218, reward_pressure: 1.0
Processed Iteration 1550,episodic return 1328.812966874732, reward_pressure: 1.0
Processed Iteration 1600,episodic return 1432.314836580026, reward_pressure: 1.0
Processed Iteration 1650,episodic return 1417.837747005649, reward_pressure: 1.0
Processed Iteration 1700,episodic return 1512.7801305503851, reward_pressure: 1.0
Processed Iteration 1750,episodic return 1445.6385367554647, reward_pressure: 1.0
Processed Iteration 1800,episodic return 1549.32593032425, reward_pressure: 1.0
Processed Iteration 1850,episodic return 1491.0577197527664, reward_pressure: 1.0
Processed Iteration 1900,episodic return 1497.4512133130079, reward_pressure: 1.0
Processed Iteration 1950,episodic return 1418.1855347414655, reward_pressure: 1.0
Processed Iteration 2000,episodic return 1480.6366866654132, reward_pressure: 1.0
