Processed Iteration 50,episodic return -101.9809912822325, reward_pressure: 1.0
Processed Iteration 100,episodic return 668.6820969150435, reward_pressure: 1.0
Processed Iteration 150,episodic return 1545.3819090249763, reward_pressure: 1.0
Processed Iteration 200,episodic return 2308.604734415958, reward_pressure: 1.0
Processed Iteration 250,episodic return 2914.1256740063695, reward_pressure: 1.0
Processed Iteration 300,episodic return 3789.6555539558785, reward_pressure: 1.0
Processed Iteration 350,episodic return 3943.3511699007895, reward_pressure: 1.0
Processed Iteration 400,episodic return 4078.1542096839135, reward_pressure: 1.0
Processed Iteration 450,episodic return 4349.452730975708, reward_pressure: 0.9964
Processed Iteration 500,episodic return 4301.375260325106, reward_pressure: 0.984799999999999
Processed Iteration 550,episodic return 4173.268970260438, reward_pressure: 0.9648000000000007
Processed Iteration 600,episodic return 4324.35280736078, reward_pressure: 0.9751999999999991
Processed Iteration 650,episodic return 4268.149910119932, reward_pressure: 0.9691999999999997
Processed Iteration 700,episodic return 3893.8259290382957, reward_pressure: 0.9756
Processed Iteration 750,episodic return 4201.505103391564, reward_pressure: 0.9556
Processed Iteration 800,episodic return 4170.625237512897, reward_pressure: 0.9356000000000004
Processed Iteration 850,episodic return 4224.751986712698, reward_pressure: 0.9156000000000003
Processed Iteration 900,episodic return 4273.83033336123, reward_pressure: 0.8956000000000001
Processed Iteration 950,episodic return 4248.146239079476, reward_pressure: 0.8755999999999995
Processed Iteration 1000,episodic return 4207.648762366615, reward_pressure: 0.8556000000000004
Processed Iteration 1050,episodic return 4310.641023217213, reward_pressure: 0.8355999999999999
Processed Iteration 1100,episodic return 4397.085223876995, reward_pressure: 0.8155999999999995
Processed Iteration 1150,episodic return 4138.859793572961, reward_pressure: 0.7956000000000006
Processed Iteration 1200,episodic return 4318.658057966081, reward_pressure: 0.7755999999999998
Processed Iteration 1250,episodic return 4317.787699154996, reward_pressure: 0.7555999999999995
Processed Iteration 1300,episodic return 4164.892481663399, reward_pressure: 0.7355999999999994
Processed Iteration 1350,episodic return 4334.016495840332, reward_pressure: 0.7155999999999996
Processed Iteration 1400,episodic return 4337.806972979761, reward_pressure: 0.6955999999999994
Processed Iteration 1450,episodic return 4306.118956052675, reward_pressure: 0.6755999999999996
Processed Iteration 1500,episodic return 4461.1743719199385, reward_pressure: 0.6556000000000002
Processed Iteration 1550,episodic return 4479.282385222983, reward_pressure: 0.6356000000000005
Processed Iteration 1600,episodic return 4467.910714724947, reward_pressure: 0.6156000000000001
Processed Iteration 1650,episodic return 4353.240387302159, reward_pressure: 0.5955999999999997
Processed Iteration 1700,episodic return 4412.033802924039, reward_pressure: 0.5755999999999993
Processed Iteration 1750,episodic return 4560.0407912647615, reward_pressure: 0.5555999999999991
Processed Iteration 1800,episodic return 4452.37852704329, reward_pressure: 0.5355999999999993
Processed Iteration 1850,episodic return 4619.448011560211, reward_pressure: 0.5155999999999996
Processed Iteration 1900,episodic return 4573.351102677949, reward_pressure: 0.49560000000000004
Processed Iteration 1950,episodic return 4598.126304323679, reward_pressure: 0.47560000000000024
Processed Iteration 2000,episodic return 4637.890892097164, reward_pressure: 0.455599999999999
