Processed Iteration 50,episodic return 150.81347753153736, reward_pressure: 1.0
Processed Iteration 100,episodic return 302.70493860499914, reward_pressure: 0.9970000000000002
Processed Iteration 150,episodic return 763.5901362857464, reward_pressure: 0.995
Processed Iteration 200,episodic return 1033.980514232144, reward_pressure: 1.0
Processed Iteration 250,episodic return 1066.187440361925, reward_pressure: 1.0
Processed Iteration 300,episodic return 1115.7290766754388, reward_pressure: 1.0
Processed Iteration 350,episodic return 1181.644173445883, reward_pressure: 1.0
Processed Iteration 400,episodic return 1243.0125603883284, reward_pressure: 1.0
Processed Iteration 450,episodic return 1274.9661030098332, reward_pressure: 1.0
Processed Iteration 500,episodic return 1303.6315347692953, reward_pressure: 1.0
Processed Iteration 550,episodic return 1329.1118644100204, reward_pressure: 0.9859999999999998
Processed Iteration 600,episodic return 1373.2538351931269, reward_pressure: 0.9980000000000001
Processed Iteration 650,episodic return 1384.769743345256, reward_pressure: 1.0
Processed Iteration 700,episodic return 1344.9740870909654, reward_pressure: 1.0
Processed Iteration 750,episodic return 1295.0004208913183, reward_pressure: 0.9860000000000008
Processed Iteration 800,episodic return 1361.4678322308882, reward_pressure: 0.9729999999999999
Processed Iteration 850,episodic return 1397.4066014862503, reward_pressure: 0.9890000000000002
Processed Iteration 900,episodic return 1434.413665108292, reward_pressure: 0.9920000000000004
Processed Iteration 950,episodic return 1384.9696076424577, reward_pressure: 0.9419999999999998
Processed Iteration 1000,episodic return 1369.776242059009, reward_pressure: 0.8919999999999996
Processed Iteration 1050,episodic return 1268.868365642541, reward_pressure: 0.8420000000000001
Processed Iteration 1100,episodic return 1412.624727118585, reward_pressure: 0.7920000000000001
Processed Iteration 1150,episodic return 1319.8157979929688, reward_pressure: 0.7929999999999998
Processed Iteration 1200,episodic return 1361.0576877516519, reward_pressure: 0.7879999999999997
Processed Iteration 1250,episodic return 1401.2685080397828, reward_pressure: 0.769
Processed Iteration 1300,episodic return 1422.2269532784464, reward_pressure: 0.7309999999999997
Processed Iteration 1350,episodic return 1537.4351226673164, reward_pressure: 0.7380000000000002
Processed Iteration 1400,episodic return 1394.1369540367537, reward_pressure: 0.6879999999999993
Processed Iteration 1450,episodic return 1256.5245429973395, reward_pressure: 0.6379999999999998
Processed Iteration 1500,episodic return 1264.1189002661192, reward_pressure: 0.5880000000000003
Processed Iteration 1550,episodic return 1349.2210142115714, reward_pressure: 0.5379999999999998
Processed Iteration 1600,episodic return 1293.1887346001413, reward_pressure: 0.48799999999999977
Processed Iteration 1650,episodic return 1219.0385151900819, reward_pressure: 0.43799999999999917
Processed Iteration 1700,episodic return 1329.022010835416, reward_pressure: 0.3880000000000001
Processed Iteration 1750,episodic return 1435.9415662782255, reward_pressure: 0.39999999999999963
Processed Iteration 1800,episodic return 1497.8791444231454, reward_pressure: 0.3519999999999996
Processed Iteration 1850,episodic return 1399.8922281812143, reward_pressure: 0.4209999999999996
Processed Iteration 1900,episodic return 1442.3052635286824, reward_pressure: 0.4289999999999993
Processed Iteration 1950,episodic return 1438.4378578619499, reward_pressure: 0.4699999999999997
Processed Iteration 2000,episodic return 1447.7993651957588, reward_pressure: 0.4749999999999996
