Processed Iteration 50,episodic return 94.61476012149915, reward_pressure: 1.0
Processed Iteration 100,episodic return 305.8551401462257, reward_pressure: 1.0
Processed Iteration 150,episodic return 316.0624567329072, reward_pressure: 0.9843999999999992
Processed Iteration 200,episodic return 661.1574002516714, reward_pressure: 0.998
Processed Iteration 250,episodic return 920.1777726224766, reward_pressure: 1.0
Processed Iteration 300,episodic return 944.6360991320112, reward_pressure: 1.0
Processed Iteration 350,episodic return 1157.2832184996184, reward_pressure: 1.0
Processed Iteration 400,episodic return 1206.279548750563, reward_pressure: 1.0
Processed Iteration 450,episodic return 1213.3876511515557, reward_pressure: 1.0
Processed Iteration 500,episodic return 1318.3441755175058, reward_pressure: 1.0
Processed Iteration 550,episodic return 1297.355551957258, reward_pressure: 0.9980000000000001
Processed Iteration 600,episodic return 1309.2993410436843, reward_pressure: 0.992399999999999
Processed Iteration 650,episodic return 1377.6406102505437, reward_pressure: 0.9976
Processed Iteration 700,episodic return 1413.3530897727621, reward_pressure: 0.9976
Processed Iteration 750,episodic return 1428.8688624997862, reward_pressure: 1.0
Processed Iteration 800,episodic return 1499.1667185591289, reward_pressure: 0.984799999999999
Processed Iteration 850,episodic return 1487.4818938180774, reward_pressure: 0.9672000000000002
Processed Iteration 900,episodic return 1478.8297063091168, reward_pressure: 0.9892000000000002
Processed Iteration 950,episodic return 1549.5851096182432, reward_pressure: 1.0
Processed Iteration 1000,episodic return 1473.4282042485638, reward_pressure: 0.9959999999999993
Processed Iteration 1050,episodic return 1435.7125503802592, reward_pressure: 0.9996
Processed Iteration 1100,episodic return 1451.893858719516, reward_pressure: 0.9968
Processed Iteration 1150,episodic return 1510.8979978757882, reward_pressure: 0.9835999999999991
Processed Iteration 1200,episodic return 1499.4864520974559, reward_pressure: 0.9636000000000007
Processed Iteration 1250,episodic return 1522.0870239168296, reward_pressure: 0.9435999999999996
Processed Iteration 1300,episodic return 1499.5949175391063, reward_pressure: 0.923600000000001
Processed Iteration 1350,episodic return 1481.8045150637367, reward_pressure: 0.9144000000000005
Processed Iteration 1400,episodic return 1428.3415014071838, reward_pressure: 0.9391999999999997
Processed Iteration 1450,episodic return 1498.0132192274043, reward_pressure: 0.9355999999999995
Processed Iteration 1500,episodic return 1466.4720056479518, reward_pressure: 0.924400000000001
Processed Iteration 1550,episodic return 1555.3973391214531, reward_pressure: 0.916400000000001
Processed Iteration 1600,episodic return 1520.1689916754372, reward_pressure: 0.9079999999999991
Processed Iteration 1650,episodic return 1551.1226206167942, reward_pressure: 0.8880000000000003
Processed Iteration 1700,episodic return 1478.4108697699714, reward_pressure: 0.8679999999999995
Processed Iteration 1750,episodic return 1551.3163360152969, reward_pressure: 0.8480000000000006
Processed Iteration 1800,episodic return 1564.5584022356013, reward_pressure: 0.8280000000000001
Processed Iteration 1850,episodic return 1505.379552010298, reward_pressure: 0.8079999999999997
Processed Iteration 1900,episodic return 1543.8282158453585, reward_pressure: 0.7880000000000007
Processed Iteration 1950,episodic return 1458.2466318591678, reward_pressure: 0.7679999999999987
Processed Iteration 2000,episodic return 1543.799790023901, reward_pressure: 0.7479999999999996
