Processed Iteration 50,episodic return -101.76202617723482, reward_pressure: 1.0
Processed Iteration 100,episodic return 365.32942402775893, reward_pressure: 1.0
Processed Iteration 150,episodic return 530.2779535132147, reward_pressure: 1.0
Processed Iteration 200,episodic return 594.3906381546149, reward_pressure: 1.0
Processed Iteration 250,episodic return 737.7816402843523, reward_pressure: 1.0
Processed Iteration 300,episodic return 839.6379032993628, reward_pressure: 1.0
Processed Iteration 350,episodic return 868.0545260090921, reward_pressure: 1.0
Processed Iteration 400,episodic return 844.5769272203627, reward_pressure: 1.0
Processed Iteration 450,episodic return 880.0680514346355, reward_pressure: 0.9580000000000005
Processed Iteration 500,episodic return 915.1893313748617, reward_pressure: 0.9390000000000006
Processed Iteration 550,episodic return 914.4689614998156, reward_pressure: 0.918999999999999
Processed Iteration 600,episodic return 896.6131932015586, reward_pressure: 0.8750000000000006
Processed Iteration 650,episodic return 879.9289953059728, reward_pressure: 0.9250000000000006
Processed Iteration 700,episodic return 932.3857690189875, reward_pressure: 0.986
Processed Iteration 750,episodic return 942.51702351557, reward_pressure: 0.9640000000000007
Processed Iteration 800,episodic return 942.7997569550422, reward_pressure: 0.913999999999999
Processed Iteration 850,episodic return 912.2622603038908, reward_pressure: 0.8640000000000009
Processed Iteration 900,episodic return 914.1436219576635, reward_pressure: 0.8139999999999996
Processed Iteration 950,episodic return 934.2193633180534, reward_pressure: 0.7639999999999999
Processed Iteration 1000,episodic return 888.8666497807324, reward_pressure: 0.714
Processed Iteration 1050,episodic return 952.6091874334617, reward_pressure: 0.6639999999999993
Processed Iteration 1100,episodic return 927.2205721796356, reward_pressure: 0.6909999999999996
Processed Iteration 1150,episodic return 909.9243777399246, reward_pressure: 0.6589999999999994
Processed Iteration 1200,episodic return 926.6986758400499, reward_pressure: 0.6090000000000004
Processed Iteration 1250,episodic return 937.0288048978744, reward_pressure: 0.5589999999999999
Processed Iteration 1300,episodic return 952.4323354122307, reward_pressure: 0.5089999999999999
Processed Iteration 1350,episodic return 937.508201175046, reward_pressure: 0.45899999999999935
Processed Iteration 1400,episodic return 958.9956276358427, reward_pressure: 0.4249999999999997
Processed Iteration 1450,episodic return 951.4333010731192, reward_pressure: 0.4339999999999992
Processed Iteration 1500,episodic return 943.5218912720093, reward_pressure: 0.38400000000000006
Processed Iteration 1550,episodic return 961.8154596989214, reward_pressure: 0.33399999999999946
Processed Iteration 1600,episodic return 930.2152140649134, reward_pressure: 0.2839999999999997
Processed Iteration 1650,episodic return 945.5339259456237, reward_pressure: 0.23399999999999962
Processed Iteration 1700,episodic return 921.1098338612708, reward_pressure: 0.18399999999999966
Processed Iteration 1750,episodic return 923.9117011823328, reward_pressure: 0.1339999999999996
Processed Iteration 1800,episodic return 870.5993292811478, reward_pressure: 0.0839999999999997
Processed Iteration 1850,episodic return 919.166430331934, reward_pressure: 0.033999999999999767
Processed Iteration 1900,episodic return 932.3023597322789, reward_pressure: 0.0
Processed Iteration 1950,episodic return 914.1315806507876, reward_pressure: 0.0
Processed Iteration 2000,episodic return 918.5045121259766, reward_pressure: 0.0
