Processed Iteration 50,episodic return -20.123615543174083, reward_pressure: 1.0
Processed Iteration 100,episodic return 458.9861321324823, reward_pressure: 1.0
Processed Iteration 150,episodic return 625.514685850898, reward_pressure: 1.0
Processed Iteration 200,episodic return 771.4254207644127, reward_pressure: 1.0
Processed Iteration 250,episodic return 841.8693315591793, reward_pressure: 0.9980000000000001
Processed Iteration 300,episodic return 916.0809419016937, reward_pressure: 1.0
Processed Iteration 350,episodic return 934.2764379592418, reward_pressure: 0.9835999999999991
Processed Iteration 400,episodic return 925.0916943601759, reward_pressure: 0.9636000000000007
Processed Iteration 450,episodic return 938.4403564168257, reward_pressure: 0.9540000000000002
Processed Iteration 500,episodic return 962.0275353348093, reward_pressure: 0.9940000000000001
Processed Iteration 550,episodic return 955.7179496417325, reward_pressure: 0.9859999999999991
Processed Iteration 600,episodic return 986.8774518770598, reward_pressure: 0.9660000000000006
Processed Iteration 650,episodic return 1001.8721244852603, reward_pressure: 0.9459999999999998
Processed Iteration 700,episodic return 985.8380631927049, reward_pressure: 0.9260000000000009
Processed Iteration 750,episodic return 1012.029137441815, reward_pressure: 0.9059999999999991
Processed Iteration 800,episodic return 1032.3780993909193, reward_pressure: 0.8860000000000003
Processed Iteration 850,episodic return 1043.1155706554375, reward_pressure: 0.8663999999999996
Processed Iteration 900,episodic return 1039.9771385339386, reward_pressure: 0.8796
Processed Iteration 950,episodic return 1041.577776257801, reward_pressure: 0.8595999999999995
Processed Iteration 1000,episodic return 1015.6151965344351, reward_pressure: 0.8396000000000005
Processed Iteration 1050,episodic return 1071.1486315836387, reward_pressure: 0.8196000000000001
Processed Iteration 1100,episodic return 1040.586979832688, reward_pressure: 0.8028000000000002
Processed Iteration 1150,episodic return 1072.475837091834, reward_pressure: 0.8171999999999997
Processed Iteration 1200,episodic return 1015.7105378849675, reward_pressure: 0.7972000000000002
Processed Iteration 1250,episodic return 1060.2887108092857, reward_pressure: 0.7772
Processed Iteration 1300,episodic return 1002.7827986704267, reward_pressure: 0.7571999999999994
Processed Iteration 1350,episodic return 1067.6770101509442, reward_pressure: 0.7371999999999993
Processed Iteration 1400,episodic return 1071.8394917386775, reward_pressure: 0.7171999999999996
Processed Iteration 1450,episodic return 1065.9394891521667, reward_pressure: 0.6971999999999994
Processed Iteration 1500,episodic return 1066.094553234309, reward_pressure: 0.6771999999999996
Processed Iteration 1550,episodic return 1082.2758302791426, reward_pressure: 0.6572000000000001
Processed Iteration 1600,episodic return 1047.8054191079073, reward_pressure: 0.6372000000000004
Processed Iteration 1650,episodic return 1071.654128275645, reward_pressure: 0.6172000000000001
Processed Iteration 1700,episodic return 975.1731900620979, reward_pressure: 0.5972
Processed Iteration 1750,episodic return 1008.0494734534586, reward_pressure: 0.5771999999999993
Processed Iteration 1800,episodic return 1071.7694916754451, reward_pressure: 0.557199999999999
Processed Iteration 1850,episodic return 1077.2454936063102, reward_pressure: 0.5371999999999992
Processed Iteration 1900,episodic return 1060.9060045625658, reward_pressure: 0.5171999999999997
Processed Iteration 1950,episodic return 1035.0455835175603, reward_pressure: 0.4972
Processed Iteration 2000,episodic return 1081.480417029833, reward_pressure: 0.4772000000000002
