Processed Iteration 50,episodic return -24.997648991761945, reward_pressure: 1.0
Processed Iteration 100,episodic return 716.1268374775582, reward_pressure: 1.0
Processed Iteration 150,episodic return 1610.3317563530968, reward_pressure: 1.0
Processed Iteration 200,episodic return 2061.8367585030214, reward_pressure: 1.0
Processed Iteration 250,episodic return 2030.397455215503, reward_pressure: 0.985599999999999
Processed Iteration 300,episodic return 2096.5175325455352, reward_pressure: 0.9656000000000006
Processed Iteration 350,episodic return 2113.437757334462, reward_pressure: 0.9596000000000007
Processed Iteration 400,episodic return 2087.9505071691406, reward_pressure: 0.9799999999999991
Processed Iteration 450,episodic return 2311.685504940975, reward_pressure: 0.9636000000000001
Processed Iteration 500,episodic return 2519.579678465751, reward_pressure: 1.0
Processed Iteration 550,episodic return 2526.6626450513413, reward_pressure: 1.0
Processed Iteration 600,episodic return 2552.330588794123, reward_pressure: 0.9916000000000003
Processed Iteration 650,episodic return 2525.217687375697, reward_pressure: 0.9919999999999989
Processed Iteration 700,episodic return 2527.6866880003195, reward_pressure: 0.9720000000000004
Processed Iteration 750,episodic return 2582.7017502761205, reward_pressure: 0.9519999999999997
Processed Iteration 800,episodic return 2584.765986393563, reward_pressure: 0.9320000000000008
Processed Iteration 850,episodic return 2598.9284156728045, reward_pressure: 0.9119999999999997
Processed Iteration 900,episodic return 2732.563419605239, reward_pressure: 0.8920000000000003
Processed Iteration 950,episodic return 2707.2275666115315, reward_pressure: 0.8719999999999994
Processed Iteration 1000,episodic return 2866.255602253724, reward_pressure: 0.881999999999999
Processed Iteration 1050,episodic return 2834.9725820307067, reward_pressure: 0.9180000000000009
Processed Iteration 1100,episodic return 2855.7179902565467, reward_pressure: 0.9391999999999997
Processed Iteration 1150,episodic return 2791.1920568316405, reward_pressure: 0.9192000000000009
Processed Iteration 1200,episodic return 2754.737360280581, reward_pressure: 0.8991999999999993
Processed Iteration 1250,episodic return 2794.1992394743393, reward_pressure: 0.8792
Processed Iteration 1300,episodic return 2855.175241574547, reward_pressure: 0.8591999999999996
Processed Iteration 1350,episodic return 2893.8594055309445, reward_pressure: 0.8392000000000004
Processed Iteration 1400,episodic return 2880.499621900102, reward_pressure: 0.8192
Processed Iteration 1450,episodic return 2855.7996586378495, reward_pressure: 0.8140000000000002
Processed Iteration 1500,episodic return 2759.477453477288, reward_pressure: 0.8072
Processed Iteration 1550,episodic return 2784.6825288412515, reward_pressure: 0.8188
Processed Iteration 1600,episodic return 2776.0610303935937, reward_pressure: 0.7988
Processed Iteration 1650,episodic return 2798.070044035166, reward_pressure: 0.7788000000000003
Processed Iteration 1700,episodic return 2819.072673317093, reward_pressure: 0.7587999999999991
Processed Iteration 1750,episodic return 2873.774629022249, reward_pressure: 0.7387999999999993
Processed Iteration 1800,episodic return 2936.341010275739, reward_pressure: 0.7187999999999994
Processed Iteration 1850,episodic return 2876.8793527866715, reward_pressure: 0.6987999999999995
Processed Iteration 1900,episodic return 2809.432957736337, reward_pressure: 0.6787999999999995
Processed Iteration 1950,episodic return 2855.0896214607, reward_pressure: 0.6588
Processed Iteration 2000,episodic return 2821.0291962561528, reward_pressure: 0.6388000000000004
