Processed Iteration 50,episodic return 122.97610181357452, reward_pressure: 1.0
Processed Iteration 100,episodic return 408.1036002964374, reward_pressure: 1.0
Processed Iteration 150,episodic return 871.9785189124888, reward_pressure: 1.0
Processed Iteration 200,episodic return 1005.4518782687888, reward_pressure: 0.9860000000000008
Processed Iteration 250,episodic return 1030.9695850857158, reward_pressure: 0.9679999999999996
Processed Iteration 300,episodic return 1048.1159078279804, reward_pressure: 1.0
Processed Iteration 350,episodic return 1061.004760236001, reward_pressure: 1.0
Processed Iteration 400,episodic return 1068.1007641031138, reward_pressure: 0.9919999999999999
Processed Iteration 450,episodic return 1081.8343161120656, reward_pressure: 1.0
Processed Iteration 500,episodic return 1091.8993802031991, reward_pressure: 1.0
Processed Iteration 550,episodic return 1091.6973620171523, reward_pressure: 1.0
Processed Iteration 600,episodic return 1099.7935425044577, reward_pressure: 0.9870000000000005
Processed Iteration 650,episodic return 1098.045649717333, reward_pressure: 0.9950000000000003
Processed Iteration 700,episodic return 1101.2111229542104, reward_pressure: 0.9450000000000002
Processed Iteration 750,episodic return 1101.4165618945603, reward_pressure: 0.8949999999999995
Processed Iteration 800,episodic return 1100.0496633296295, reward_pressure: 0.8450000000000003
Processed Iteration 850,episodic return 1097.928487697587, reward_pressure: 0.795
Processed Iteration 900,episodic return 1103.1199719684384, reward_pressure: 0.7450000000000001
Processed Iteration 950,episodic return 1103.2628938328735, reward_pressure: 0.7069999999999994
Processed Iteration 1000,episodic return 1102.7835876776132, reward_pressure: 0.7709999999999997
Processed Iteration 1050,episodic return 1102.7132756685196, reward_pressure: 0.7790000000000002
Processed Iteration 1100,episodic return 1105.0544447973618, reward_pressure: 0.7290000000000001
Processed Iteration 1150,episodic return 1104.9204502112575, reward_pressure: 0.8360000000000006
Processed Iteration 1200,episodic return 1103.6579713242195, reward_pressure: 0.8059999999999998
Processed Iteration 1250,episodic return 1104.5715756569202, reward_pressure: 0.7559999999999999
Processed Iteration 1300,episodic return 1104.8416634988462, reward_pressure: 0.7949999999999998
Processed Iteration 1350,episodic return 1107.823529639145, reward_pressure: 0.993
Processed Iteration 1400,episodic return 1105.558044139346, reward_pressure: 0.9550000000000005
Processed Iteration 1450,episodic return 1103.6862121437227, reward_pressure: 0.9049999999999991
Processed Iteration 1500,episodic return 1105.0838126866993, reward_pressure: 0.8550000000000008
Processed Iteration 1550,episodic return 1106.1214906798657, reward_pressure: 0.8049999999999997
Processed Iteration 1600,episodic return 1104.3790778353862, reward_pressure: 0.7549999999999999
Processed Iteration 1650,episodic return 1105.4483460418237, reward_pressure: 0.7049999999999997
Processed Iteration 1700,episodic return 1106.747344270414, reward_pressure: 0.6549999999999992
Processed Iteration 1750,episodic return 1107.0939640823738, reward_pressure: 0.6050000000000004
Processed Iteration 1800,episodic return 1108.3460621711238, reward_pressure: 0.5549999999999999
Processed Iteration 1850,episodic return 1108.6518362744466, reward_pressure: 0.5049999999999999
Processed Iteration 1900,episodic return 1111.1156252743945, reward_pressure: 0.45499999999999935
Processed Iteration 1950,episodic return 1110.6405958107725, reward_pressure: 0.40499999999999964
Processed Iteration 2000,episodic return 1110.2312650449378, reward_pressure: 0.3549999999999997
Processed Iteration 2050,episodic return 1110.9697404484862, reward_pressure: 0.3049999999999994
Processed Iteration 2100,episodic return 1112.1577772307298, reward_pressure: 0.25499999999999984
Processed Iteration 2150,episodic return 1118.6183917169844, reward_pressure: 0.3959999999999997
Processed Iteration 2200,episodic return 1111.7400458926177, reward_pressure: 0.3529999999999998
Processed Iteration 2250,episodic return 1110.5976407838873, reward_pressure: 0.3029999999999994
Processed Iteration 2300,episodic return 1111.9824129321607, reward_pressure: 0.2529999999999999
Processed Iteration 2350,episodic return 1079.8701603431794, reward_pressure: 0.25199999999999945
Processed Iteration 2400,episodic return 1131.2502051675683, reward_pressure: 0.32499999999999973
Processed Iteration 2450,episodic return 1188.3539854575113, reward_pressure: 0.3249999999999993
Processed Iteration 2500,episodic return 1213.4214009192644, reward_pressure: 0.2909999999999997
Processed Iteration 2550,episodic return 1293.3554753976853, reward_pressure: 0.3979999999999997
Processed Iteration 2600,episodic return 1362.1373497185643, reward_pressure: 0.3709999999999997
Processed Iteration 2650,episodic return 1342.8415501206418, reward_pressure: 0.3789999999999999
Processed Iteration 2700,episodic return 1420.8105391881286, reward_pressure: 0.39099999999999985
Processed Iteration 2750,episodic return 1481.134564544743, reward_pressure: 0.47099999999999964
Processed Iteration 2800,episodic return 1537.2067490340903, reward_pressure: 0.6009999999999994
Processed Iteration 2850,episodic return 1528.7837797649481, reward_pressure: 0.6869999999999992
Processed Iteration 2900,episodic return 1497.116936803414, reward_pressure: 0.6369999999999999
Processed Iteration 2950,episodic return 1547.6851158273957, reward_pressure: 0.5870000000000002
Processed Iteration 3000,episodic return 1667.1191463286052, reward_pressure: 0.5489999999999999
