Processed Iteration 50,episodic return -148.03828817961244, reward_pressure: 1.0
Processed Iteration 100,episodic return 393.2386634934379, reward_pressure: 1.0
Processed Iteration 150,episodic return 1096.376216055472, reward_pressure: 1.0
Processed Iteration 200,episodic return 1664.2238714222808, reward_pressure: 1.0
Processed Iteration 250,episodic return 1867.8741587633144, reward_pressure: 1.0
Processed Iteration 300,episodic return 2221.326156195555, reward_pressure: 0.9819999999999999
Processed Iteration 350,episodic return 2174.8717950318023, reward_pressure: 1.0
Processed Iteration 400,episodic return 2287.920549003865, reward_pressure: 0.9770000000000009
Processed Iteration 450,episodic return 2406.570962603482, reward_pressure: 0.9269999999999992
Processed Iteration 500,episodic return 2414.6349601304787, reward_pressure: 0.8770000000000004
Processed Iteration 550,episodic return 2556.6836259811926, reward_pressure: 0.8749999999999994
Processed Iteration 600,episodic return 2632.8534247732873, reward_pressure: 0.8760000000000006
Processed Iteration 650,episodic return 2412.0202789480277, reward_pressure: 0.8989999999999992
Processed Iteration 700,episodic return 2354.341625098246, reward_pressure: 0.8490000000000006
Processed Iteration 750,episodic return 2625.542933773996, reward_pressure: 0.8390000000000006
Processed Iteration 800,episodic return 2732.664548834784, reward_pressure: 0.8989999999999992
Processed Iteration 850,episodic return 2603.8408286416316, reward_pressure: 0.8490000000000006
Processed Iteration 900,episodic return 2417.6641903930886, reward_pressure: 0.7989999999999998
Processed Iteration 950,episodic return 2550.564963807165, reward_pressure: 0.7489999999999999
Processed Iteration 1000,episodic return 2654.088176258736, reward_pressure: 0.6989999999999996
Processed Iteration 1050,episodic return 2681.386439630822, reward_pressure: 0.6489999999999992
Processed Iteration 1100,episodic return 2720.705474811404, reward_pressure: 0.5990000000000004
Processed Iteration 1150,episodic return 2852.9576132108523, reward_pressure: 0.5489999999999999
Processed Iteration 1200,episodic return 2859.412768465985, reward_pressure: 0.5419999999999999
Processed Iteration 1250,episodic return 2696.962776694914, reward_pressure: 0.5079999999999999
Processed Iteration 1300,episodic return 2646.341245015397, reward_pressure: 0.4579999999999994
Processed Iteration 1350,episodic return 2699.116990189654, reward_pressure: 0.4079999999999997
Processed Iteration 1400,episodic return 2585.0737440698613, reward_pressure: 0.3579999999999998
Processed Iteration 1450,episodic return 2548.7495813050027, reward_pressure: 0.3079999999999994
Processed Iteration 1500,episodic return 2513.949636659038, reward_pressure: 0.25799999999999984
Processed Iteration 1550,episodic return 2554.2785985722494, reward_pressure: 0.20799999999999944
Processed Iteration 1600,episodic return 2497.17999249162, reward_pressure: 0.15799999999999953
Processed Iteration 1650,episodic return 2565.4145002290393, reward_pressure: 0.10799999999999965
Processed Iteration 1700,episodic return 2527.8687144657333, reward_pressure: 0.0579999999999997
Processed Iteration 1750,episodic return 2427.2353830373577, reward_pressure: 0.00799999999999995
Processed Iteration 1800,episodic return 2360.4074591599347, reward_pressure: 0.0
Processed Iteration 1850,episodic return 2415.3472831170416, reward_pressure: 0.0
Processed Iteration 1900,episodic return 2385.2028465395388, reward_pressure: 0.0
Processed Iteration 1950,episodic return 2393.8257641723785, reward_pressure: 0.0
Processed Iteration 2000,episodic return 2433.0334570390555, reward_pressure: 0.0
