Processed Iteration 50,episodic return 147.11679427799578, reward_pressure: 1.0
Processed Iteration 100,episodic return 384.7754630747736, reward_pressure: 1.0
Processed Iteration 150,episodic return 902.0541681741648, reward_pressure: 1.0
Processed Iteration 200,episodic return 1004.4092427890964, reward_pressure: 0.985599999999999
Processed Iteration 250,episodic return 1009.0922418673769, reward_pressure: 0.9656000000000006
Processed Iteration 300,episodic return 1012.0303600377083, reward_pressure: 0.9455999999999998
Processed Iteration 350,episodic return 1013.986189734829, reward_pressure: 0.925600000000001
Processed Iteration 400,episodic return 1014.2273900771305, reward_pressure: 0.9055999999999992
Processed Iteration 450,episodic return 1017.5495846723138, reward_pressure: 0.8856000000000003
Processed Iteration 500,episodic return 1048.3389352099325, reward_pressure: 0.9760000000000001
Processed Iteration 550,episodic return 1073.9464064263163, reward_pressure: 1.0
Processed Iteration 600,episodic return 1078.7816305867452, reward_pressure: 1.0
Processed Iteration 650,episodic return 1081.0744584885597, reward_pressure: 1.0
Processed Iteration 700,episodic return 1082.6045192002216, reward_pressure: 1.0
Processed Iteration 750,episodic return 1081.7651864412123, reward_pressure: 0.993599999999999
Processed Iteration 800,episodic return 1082.5445947626738, reward_pressure: 0.9736000000000005
Processed Iteration 850,episodic return 1082.5463572150445, reward_pressure: 0.9535999999999997
Processed Iteration 900,episodic return 1082.2461635253892, reward_pressure: 0.9576000000000007
Processed Iteration 950,episodic return 1081.729553540144, reward_pressure: 0.9500000000000006
Processed Iteration 1000,episodic return 1082.3986484178897, reward_pressure: 0.9747999999999992
Processed Iteration 1050,episodic return 1082.972696232786, reward_pressure: 0.9652000000000007
Processed Iteration 1100,episodic return 1083.0991160910464, reward_pressure: 0.9492000000000003
Processed Iteration 1150,episodic return 1083.727649874856, reward_pressure: 0.9560000000000001
Processed Iteration 1200,episodic return 1083.8230261329177, reward_pressure: 0.9611999999999992
Processed Iteration 1250,episodic return 1082.7531881024945, reward_pressure: 0.9728000000000004
Processed Iteration 1300,episodic return 1083.6448038708625, reward_pressure: 0.9527999999999998
Processed Iteration 1350,episodic return 1083.912875286965, reward_pressure: 0.9328000000000009
Processed Iteration 1400,episodic return 1082.789388873795, reward_pressure: 0.9127999999999998
Processed Iteration 1450,episodic return 1082.4169969588775, reward_pressure: 0.8928000000000003
Processed Iteration 1500,episodic return 1081.708592903569, reward_pressure: 0.8727999999999995
Processed Iteration 1550,episodic return 1081.6340391892516, reward_pressure: 0.8748000000000001
Processed Iteration 1600,episodic return 1083.1607230568036, reward_pressure: 0.8651999999999995
Processed Iteration 1650,episodic return 1081.0271836626519, reward_pressure: 0.8452000000000006
Processed Iteration 1700,episodic return 1081.796320794564, reward_pressure: 0.8252000000000002
Processed Iteration 1750,episodic return 1084.0521448166112, reward_pressure: 0.8076000000000002
Processed Iteration 1800,episodic return 1084.4029288960667, reward_pressure: 0.8175999999999998
Processed Iteration 1850,episodic return 1086.9303812310436, reward_pressure: 0.8580000000000002
Processed Iteration 1900,episodic return 1089.5184447098918, reward_pressure: 0.8760000000000001
Processed Iteration 1950,episodic return 1096.7330137874408, reward_pressure: 0.9392000000000003
Processed Iteration 2000,episodic return 1144.5760104836547, reward_pressure: 1.0
Processed Iteration 2050,episodic return 1201.3951966083525, reward_pressure: 1.0
Processed Iteration 2100,episodic return 1315.9986960496542, reward_pressure: 1.0
Processed Iteration 2150,episodic return 1368.0544848416403, reward_pressure: 1.0
Processed Iteration 2200,episodic return 1384.851575505052, reward_pressure: 1.0
Processed Iteration 2250,episodic return 1377.6383916540174, reward_pressure: 1.0
Processed Iteration 2300,episodic return 1553.9586514339455, reward_pressure: 1.0
Processed Iteration 2350,episodic return 1617.446848436241, reward_pressure: 1.0
Processed Iteration 2400,episodic return 1547.7745352680308, reward_pressure: 0.9883999999999991
Processed Iteration 2450,episodic return 1508.916145344657, reward_pressure: 0.9684000000000006
Processed Iteration 2500,episodic return 1514.6727499347498, reward_pressure: 0.9483999999999998
Processed Iteration 2550,episodic return 1467.2982465050923, reward_pressure: 0.9284000000000009
Processed Iteration 2600,episodic return 1460.076806219588, reward_pressure: 0.9083999999999992
Processed Iteration 2650,episodic return 1468.4694329567167, reward_pressure: 0.8884000000000004
Processed Iteration 2700,episodic return 1356.2841434898771, reward_pressure: 0.8683999999999995
Processed Iteration 2750,episodic return 1367.687766105998, reward_pressure: 0.8484000000000006
Processed Iteration 2800,episodic return 1424.110472783789, reward_pressure: 0.8284
Processed Iteration 2850,episodic return 1264.555369754531, reward_pressure: 0.8083999999999998
Processed Iteration 2900,episodic return 1219.8809656002277, reward_pressure: 0.7884000000000008
Processed Iteration 2950,episodic return 1370.5719221987122, reward_pressure: 0.7683999999999988
Processed Iteration 3000,episodic return 1211.8531831375303, reward_pressure: 0.7483999999999996
