Processed Iteration 50,episodic return -160.1752177149363, reward_pressure: 1.0
Processed Iteration 100,episodic return 263.74374458282523, reward_pressure: 1.0
Processed Iteration 150,episodic return 603.528706594916, reward_pressure: 1.0
Processed Iteration 200,episodic return 777.168188926078, reward_pressure: 1.0
Processed Iteration 250,episodic return 814.3019566562439, reward_pressure: 1.0
Processed Iteration 300,episodic return 870.8924459168843, reward_pressure: 1.0
Processed Iteration 350,episodic return 918.4323325961101, reward_pressure: 0.9900000000000005
Processed Iteration 400,episodic return 951.3907755194166, reward_pressure: 0.9749999999999998
Processed Iteration 450,episodic return 977.7495091698302, reward_pressure: 1.0
Processed Iteration 500,episodic return 980.5904832514394, reward_pressure: 0.988
Processed Iteration 550,episodic return 991.4752663880724, reward_pressure: 0.9620000000000006
Processed Iteration 600,episodic return 1010.2588789989278, reward_pressure: 0.9420000000000006
Processed Iteration 650,episodic return 1035.6993164144758, reward_pressure: 0.919999999999999
Processed Iteration 700,episodic return 1010.5335978677659, reward_pressure: 0.8700000000000009
Processed Iteration 750,episodic return 1008.822246956177, reward_pressure: 0.8879999999999991
Processed Iteration 800,episodic return 1021.4255982336758, reward_pressure: 0.8620000000000009
Processed Iteration 850,episodic return 1024.7925178305318, reward_pressure: 0.8320000000000007
Processed Iteration 900,episodic return 996.0992665322602, reward_pressure: 0.8299999999999997
Processed Iteration 950,episodic return 1016.704361381364, reward_pressure: 0.7800000000000001
Processed Iteration 1000,episodic return 972.8062454698324, reward_pressure: 0.7300000000000001
Processed Iteration 1050,episodic return 955.204528847205, reward_pressure: 0.6799999999999992
Processed Iteration 1100,episodic return 968.5510212165625, reward_pressure: 0.6300000000000003
Processed Iteration 1150,episodic return 986.506415346348, reward_pressure: 0.5800000000000002
Processed Iteration 1200,episodic return 958.5582622533531, reward_pressure: 0.5299999999999997
Processed Iteration 1250,episodic return 989.6999804254937, reward_pressure: 0.47999999999999965
Processed Iteration 1300,episodic return 998.2121280168291, reward_pressure: 0.42999999999999927
Processed Iteration 1350,episodic return 977.9942445303094, reward_pressure: 0.38
Processed Iteration 1400,episodic return 991.5017195274879, reward_pressure: 0.3299999999999994
Processed Iteration 1450,episodic return 999.4149443446944, reward_pressure: 0.2799999999999998
Processed Iteration 1500,episodic return 955.7222208613007, reward_pressure: 0.22999999999999957
Processed Iteration 1550,episodic return 897.266058834909, reward_pressure: 0.17999999999999963
Processed Iteration 1600,episodic return 942.2671278164868, reward_pressure: 0.12999999999999962
Processed Iteration 1650,episodic return 929.8613154068252, reward_pressure: 0.07999999999999972
Processed Iteration 1700,episodic return 991.7005736179849, reward_pressure: 0.0299999999999998
Processed Iteration 1750,episodic return 984.819508069802, reward_pressure: 0.0
Processed Iteration 1800,episodic return 999.1630597250613, reward_pressure: 0.0
Processed Iteration 1850,episodic return 1032.9272049529648, reward_pressure: 0.03700000000000002
Processed Iteration 1900,episodic return 970.5398871523829, reward_pressure: 0.013000000000000001
Processed Iteration 1950,episodic return 983.7473114563508, reward_pressure: 0.0
Processed Iteration 2000,episodic return 988.077097615704, reward_pressure: 0.001
