Processed Iteration 50,episodic return -104.26886254208122, reward_pressure: 1.0
Processed Iteration 100,episodic return 836.1030018386268, reward_pressure: 1.0
Processed Iteration 150,episodic return 1601.5969042418424, reward_pressure: 1.0
Processed Iteration 200,episodic return 2410.1044505542877, reward_pressure: 1.0
Processed Iteration 250,episodic return 3146.506138374518, reward_pressure: 1.0
Processed Iteration 300,episodic return 3795.3327895542775, reward_pressure: 1.0
Processed Iteration 350,episodic return 4158.637320067592, reward_pressure: 1.0
Processed Iteration 400,episodic return 4249.106128095642, reward_pressure: 0.9959999999999997
Processed Iteration 450,episodic return 3889.0581186245854, reward_pressure: 0.9951999999999992
Processed Iteration 500,episodic return 4162.306536552954, reward_pressure: 0.9912000000000001
Processed Iteration 550,episodic return 4175.852732896188, reward_pressure: 0.988799999999999
Processed Iteration 600,episodic return 4300.5977574336775, reward_pressure: 0.9688000000000005
Processed Iteration 650,episodic return 4222.34374581961, reward_pressure: 0.9487999999999999
Processed Iteration 700,episodic return 4259.090211280392, reward_pressure: 0.967199999999999
Processed Iteration 750,episodic return 3930.9774228807864, reward_pressure: 0.9672000000000005
Processed Iteration 800,episodic return 4156.203992337002, reward_pressure: 0.9471999999999998
Processed Iteration 850,episodic return 4166.135128024509, reward_pressure: 0.927200000000001
Processed Iteration 900,episodic return 4178.494971408855, reward_pressure: 0.9071999999999991
Processed Iteration 950,episodic return 4243.904503385768, reward_pressure: 0.8872000000000004
Processed Iteration 1000,episodic return 4081.5933780270425, reward_pressure: 0.8671999999999995
Processed Iteration 1050,episodic return 4240.891764795038, reward_pressure: 0.8472000000000005
Processed Iteration 1100,episodic return 4226.993371522344, reward_pressure: 0.8272000000000002
Processed Iteration 1150,episodic return 4008.31480753526, reward_pressure: 0.8071999999999997
Processed Iteration 1200,episodic return 4069.4690390378473, reward_pressure: 0.7872000000000007
Processed Iteration 1250,episodic return 3807.2965077560802, reward_pressure: 0.7747999999999999
Processed Iteration 1300,episodic return 4154.091241492134, reward_pressure: 0.7723999999999994
Processed Iteration 1350,episodic return 4033.8846152063925, reward_pressure: 0.7523999999999995
Processed Iteration 1400,episodic return 4269.777986031067, reward_pressure: 0.7323999999999994
Processed Iteration 1450,episodic return 4156.1057683048, reward_pressure: 0.7123999999999997
Processed Iteration 1500,episodic return 4302.781325674538, reward_pressure: 0.6923999999999996
Processed Iteration 1550,episodic return 4205.5850979319775, reward_pressure: 0.6723999999999997
Processed Iteration 1600,episodic return 4373.150442955883, reward_pressure: 0.6524000000000002
Processed Iteration 1650,episodic return 4463.057186839734, reward_pressure: 0.6324000000000005
Processed Iteration 1700,episodic return 3674.5392697916536, reward_pressure: 0.6124000000000003
Processed Iteration 1750,episodic return 4071.9258966758803, reward_pressure: 0.5923999999999993
Processed Iteration 1800,episodic return 4130.319587724674, reward_pressure: 0.5723999999999994
Processed Iteration 1850,episodic return 3944.6158240988593, reward_pressure: 0.5523999999999991
Processed Iteration 1900,episodic return 3905.0121043091417, reward_pressure: 0.5323999999999994
Processed Iteration 1950,episodic return 3783.8896770885885, reward_pressure: 0.5123999999999997
Processed Iteration 2000,episodic return 4298.762203197627, reward_pressure: 0.4924000000000001
