Processed Iteration 50,episodic return -80.24511197905287, reward_pressure: 1.0
Processed Iteration 100,episodic return 456.9843676176627, reward_pressure: 1.0
Processed Iteration 150,episodic return 771.5136337777677, reward_pressure: 1.0
Processed Iteration 200,episodic return 830.9102805534206, reward_pressure: 1.0
Processed Iteration 250,episodic return 871.8908435682171, reward_pressure: 1.0
Processed Iteration 300,episodic return 888.4631666374884, reward_pressure: 1.0
Processed Iteration 350,episodic return 954.9172780414729, reward_pressure: 1.0
Processed Iteration 400,episodic return 989.2314465919553, reward_pressure: 1.0
Processed Iteration 450,episodic return 986.8903140672013, reward_pressure: 1.0
Processed Iteration 500,episodic return 1001.9629755406661, reward_pressure: 0.9769999999999998
Processed Iteration 550,episodic return 979.0664810416641, reward_pressure: 0.978000000000001
Processed Iteration 600,episodic return 986.6666949882657, reward_pressure: 0.9279999999999992
Processed Iteration 650,episodic return 1016.987858549132, reward_pressure: 0.8780000000000004
Processed Iteration 700,episodic return 1031.0165109121801, reward_pressure: 0.8989999999999992
Processed Iteration 750,episodic return 1045.2814078788022, reward_pressure: 0.8909999999999992
Processed Iteration 800,episodic return 1050.4843344283206, reward_pressure: 0.9490000000000005
Processed Iteration 850,episodic return 964.6641194128202, reward_pressure: 0.8989999999999992
Processed Iteration 900,episodic return 1009.1560374518178, reward_pressure: 0.8490000000000006
Processed Iteration 950,episodic return 1028.7737932935224, reward_pressure: 0.7989999999999998
Processed Iteration 1000,episodic return 1018.7585774379322, reward_pressure: 0.7489999999999999
Processed Iteration 1050,episodic return 1011.1874316354708, reward_pressure: 0.6989999999999996
Processed Iteration 1100,episodic return 1027.8639990717702, reward_pressure: 0.6489999999999992
Processed Iteration 1150,episodic return 957.2203339471911, reward_pressure: 0.5990000000000004
Processed Iteration 1200,episodic return 985.8826014608063, reward_pressure: 0.5489999999999999
Processed Iteration 1250,episodic return 993.52115301341, reward_pressure: 0.4989999999999999
Processed Iteration 1300,episodic return 953.234426423553, reward_pressure: 0.44899999999999934
Processed Iteration 1350,episodic return 991.2036444343648, reward_pressure: 0.39899999999999963
Processed Iteration 1400,episodic return 964.8455928369168, reward_pressure: 0.3489999999999997
Processed Iteration 1450,episodic return 1012.8302132283151, reward_pressure: 0.2989999999999994
Processed Iteration 1500,episodic return 991.6906623409973, reward_pressure: 0.24899999999999983
Processed Iteration 1550,episodic return 937.9651108223189, reward_pressure: 0.19899999999999948
Processed Iteration 1600,episodic return 1009.1036817005121, reward_pressure: 0.14899999999999955
Processed Iteration 1650,episodic return 994.0651334769569, reward_pressure: 0.09899999999999967
Processed Iteration 1700,episodic return 996.0900208614153, reward_pressure: 0.04899999999999968
Processed Iteration 1750,episodic return 987.5085068959412, reward_pressure: 0.008
Processed Iteration 1800,episodic return 976.342321983709, reward_pressure: 0.04200000000000001
Processed Iteration 1850,episodic return 966.6829928192269, reward_pressure: 0.0
Processed Iteration 1900,episodic return 983.1148642909097, reward_pressure: 0.0
Processed Iteration 1950,episodic return 1008.6750274344714, reward_pressure: 0.0
Processed Iteration 2000,episodic return 983.9563490726593, reward_pressure: 0.0
