Processed Iteration 50,episodic return -123.68604271786637, reward_pressure: 1.0
Processed Iteration 100,episodic return 892.4226926811133, reward_pressure: 1.0
Processed Iteration 150,episodic return 1393.3671984028072, reward_pressure: 1.0
Processed Iteration 200,episodic return 1997.7070174169774, reward_pressure: 1.0
Processed Iteration 250,episodic return 2447.6873292946875, reward_pressure: 1.0
Processed Iteration 300,episodic return 2984.905423558092, reward_pressure: 1.0
Processed Iteration 350,episodic return 3434.640298826931, reward_pressure: 1.0
Processed Iteration 400,episodic return 3943.879601295615, reward_pressure: 1.0
Processed Iteration 450,episodic return 4253.961383320783, reward_pressure: 1.0
Processed Iteration 500,episodic return 4057.4824341629774, reward_pressure: 0.9690000000000007
Processed Iteration 550,episodic return 4344.506395037364, reward_pressure: 0.9229999999999994
Processed Iteration 600,episodic return 4461.730761224655, reward_pressure: 0.99
Processed Iteration 650,episodic return 4570.253684169242, reward_pressure: 0.998
Processed Iteration 700,episodic return 4535.200652760574, reward_pressure: 0.9710000000000008
Processed Iteration 750,episodic return 4524.084305129429, reward_pressure: 0.920999999999999
Processed Iteration 800,episodic return 4349.542782650296, reward_pressure: 0.8710000000000008
Processed Iteration 850,episodic return 4275.145593588068, reward_pressure: 0.8209999999999995
Processed Iteration 900,episodic return 4231.323684247161, reward_pressure: 0.7710000000000001
Processed Iteration 950,episodic return 4251.320243783427, reward_pressure: 0.721
Processed Iteration 1000,episodic return 4193.580791774891, reward_pressure: 0.670999999999999
Processed Iteration 1050,episodic return 3985.5781590381007, reward_pressure: 0.6210000000000007
Processed Iteration 1100,episodic return 4206.592001151882, reward_pressure: 0.5710000000000001
Processed Iteration 1150,episodic return 4235.649299972394, reward_pressure: 0.5209999999999998
Processed Iteration 1200,episodic return 4231.456175575048, reward_pressure: 0.47099999999999953
Processed Iteration 1250,episodic return 4277.334782558658, reward_pressure: 0.42099999999999954
Processed Iteration 1300,episodic return 4102.339805740656, reward_pressure: 0.3709999999999998
Processed Iteration 1350,episodic return 4003.405791990621, reward_pressure: 0.3209999999999993
Processed Iteration 1400,episodic return 4294.00447457388, reward_pressure: 0.27099999999999985
Processed Iteration 1450,episodic return 4324.450651779601, reward_pressure: 0.22099999999999945
Processed Iteration 1500,episodic return 4216.979279827708, reward_pressure: 0.17099999999999962
Processed Iteration 1550,episodic return 4301.992795511807, reward_pressure: 0.12099999999999964
Processed Iteration 1600,episodic return 4273.0073124810415, reward_pressure: 0.07099999999999976
Processed Iteration 1650,episodic return 4272.346879706717, reward_pressure: 0.020999999999999873
Processed Iteration 1700,episodic return 4344.373811201021, reward_pressure: 0.0
Processed Iteration 1750,episodic return 4352.668292403382, reward_pressure: 0.0
Processed Iteration 1800,episodic return 4311.433286985469, reward_pressure: 0.0
Processed Iteration 1850,episodic return 4331.60452370851, reward_pressure: 0.0
Processed Iteration 1900,episodic return 4307.867146495186, reward_pressure: 0.0
Processed Iteration 1950,episodic return 4319.645807727395, reward_pressure: 0.0
Processed Iteration 2000,episodic return 4319.7148598997555, reward_pressure: 0.0
