Processed Iteration 50,episodic return -71.95299169290321, reward_pressure: 1.0
Processed Iteration 100,episodic return 942.4195467569012, reward_pressure: 1.0
Processed Iteration 150,episodic return 2137.734287114402, reward_pressure: 1.0
Processed Iteration 200,episodic return 2551.1091072742656, reward_pressure: 1.0
Processed Iteration 250,episodic return 2682.2796050960987, reward_pressure: 1.0
Processed Iteration 300,episodic return 3054.2575530470176, reward_pressure: 1.0
Processed Iteration 350,episodic return 3482.400943703558, reward_pressure: 1.0
Processed Iteration 400,episodic return 3483.7143917439216, reward_pressure: 1.0
Processed Iteration 450,episodic return 3498.196196750144, reward_pressure: 0.984799999999999
Processed Iteration 500,episodic return 3465.650125392989, reward_pressure: 0.9648000000000007
Processed Iteration 550,episodic return 3403.10259598426, reward_pressure: 0.9447999999999998
Processed Iteration 600,episodic return 3369.108850962216, reward_pressure: 0.9248000000000011
Processed Iteration 650,episodic return 3374.4178740194707, reward_pressure: 0.9047999999999992
Processed Iteration 700,episodic return 3395.852400393938, reward_pressure: 0.8848000000000004
Processed Iteration 750,episodic return 3424.5000059989957, reward_pressure: 0.8647999999999996
Processed Iteration 800,episodic return 3412.8551054272125, reward_pressure: 0.8448000000000008
Processed Iteration 850,episodic return 3425.745221691488, reward_pressure: 0.8248000000000002
Processed Iteration 900,episodic return 3435.951963213528, reward_pressure: 0.8047999999999997
Processed Iteration 950,episodic return 3403.5069707301845, reward_pressure: 0.7848000000000005
Processed Iteration 1000,episodic return 3432.6128152409574, reward_pressure: 0.7647999999999988
Processed Iteration 1050,episodic return 3501.71709148199, reward_pressure: 0.7447999999999996
Processed Iteration 1100,episodic return 3499.619926371423, reward_pressure: 0.7247999999999992
Processed Iteration 1150,episodic return 3547.5782901352086, reward_pressure: 0.7047999999999998
Processed Iteration 1200,episodic return 3437.471417272762, reward_pressure: 0.6847999999999997
Processed Iteration 1250,episodic return 3500.2320523460185, reward_pressure: 0.6723999999999998
Processed Iteration 1300,episodic return 3493.1736706533666, reward_pressure: 0.6723999999999997
Processed Iteration 1350,episodic return 3581.096354090962, reward_pressure: 0.6688
Processed Iteration 1400,episodic return 3531.1976766565094, reward_pressure: 0.6711999999999998
Processed Iteration 1450,episodic return 3559.5832457723754, reward_pressure: 0.6512000000000002
Processed Iteration 1500,episodic return 3489.4186195527877, reward_pressure: 0.6312000000000005
Processed Iteration 1550,episodic return 3572.5987653935804, reward_pressure: 0.6112000000000003
Processed Iteration 1600,episodic return 3604.483085154069, reward_pressure: 0.5911999999999991
Processed Iteration 1650,episodic return 3584.3826258334734, reward_pressure: 0.5711999999999994
Processed Iteration 1700,episodic return 3500.1337866958643, reward_pressure: 0.5511999999999992
Processed Iteration 1750,episodic return 3597.762127634578, reward_pressure: 0.5311999999999995
Processed Iteration 1800,episodic return 3640.78223613, reward_pressure: 0.5111999999999998
Processed Iteration 1850,episodic return 3653.92901166166, reward_pressure: 0.49120000000000014
Processed Iteration 1900,episodic return 3665.6944893818213, reward_pressure: 0.4712000000000001
Processed Iteration 1950,episodic return 3655.257104451716, reward_pressure: 0.45119999999999894
Processed Iteration 2000,episodic return 3608.8240372172154, reward_pressure: 0.4311999999999992
