Processed Iteration 50,episodic return 112.21670062988001, reward_pressure: 1.0
Processed Iteration 100,episodic return 134.56686799188367, reward_pressure: 1.0
Processed Iteration 150,episodic return 130.75602160110523, reward_pressure: 1.0
Processed Iteration 200,episodic return 155.43127207501516, reward_pressure: 0.9749999999999998
Processed Iteration 250,episodic return 148.18070717222625, reward_pressure: 0.982000000000001
Processed Iteration 300,episodic return 131.98817168090366, reward_pressure: 0.9319999999999992
Processed Iteration 350,episodic return 119.78936807603972, reward_pressure: 0.8820000000000001
Processed Iteration 400,episodic return 163.21077924655003, reward_pressure: 0.8430000000000005
Processed Iteration 450,episodic return 210.82758454069216, reward_pressure: 0.8389999999999997
Processed Iteration 500,episodic return 218.24840833224852, reward_pressure: 0.8420000000000001
Processed Iteration 550,episodic return 207.52261692353824, reward_pressure: 0.9210000000000005
Processed Iteration 600,episodic return 188.4877205164379, reward_pressure: 0.9289999999999992
Processed Iteration 650,episodic return 201.95867158318148, reward_pressure: 0.8790000000000003
Processed Iteration 700,episodic return 232.43746807800756, reward_pressure: 0.8590000000000001
Processed Iteration 750,episodic return 236.24714383726985, reward_pressure: 0.8889999999999998
Processed Iteration 800,episodic return 224.10939762051123, reward_pressure: 0.8389999999999997
Processed Iteration 850,episodic return 230.34979446533032, reward_pressure: 0.7890000000000004
Processed Iteration 900,episodic return 209.30383262479424, reward_pressure: 0.7390000000000003
Processed Iteration 950,episodic return 164.32098536421182, reward_pressure: 0.6889999999999992
Processed Iteration 1000,episodic return 184.36331349431057, reward_pressure: 0.6389999999999998
Processed Iteration 1050,episodic return 164.55172402736633, reward_pressure: 0.5890000000000003
Processed Iteration 1100,episodic return 173.17532308100698, reward_pressure: 0.5389999999999998
Processed Iteration 1150,episodic return 170.89835854341356, reward_pressure: 0.48899999999999977
Processed Iteration 1200,episodic return 184.26317337517594, reward_pressure: 0.4389999999999992
Processed Iteration 1250,episodic return 164.57053681385005, reward_pressure: 0.3890000000000002
Processed Iteration 1300,episodic return 151.53053691930822, reward_pressure: 0.33899999999999963
Processed Iteration 1350,episodic return 159.24829505770987, reward_pressure: 0.2889999999999996
Processed Iteration 1400,episodic return 142.5296217439915, reward_pressure: 0.2389999999999997
Processed Iteration 1450,episodic return 125.33688597443903, reward_pressure: 0.18899999999999967
Processed Iteration 1500,episodic return 153.35679540971157, reward_pressure: 0.13899999999999957
Processed Iteration 1550,episodic return 123.82511509212765, reward_pressure: 0.08899999999999969
Processed Iteration 1600,episodic return 118.69132237567077, reward_pressure: 0.03899999999999973
Processed Iteration 1650,episodic return 73.97953617811434, reward_pressure: 0.0
Processed Iteration 1700,episodic return 104.55049249089973, reward_pressure: 0.0
Processed Iteration 1750,episodic return 116.81570433042542, reward_pressure: 0.0
Processed Iteration 1800,episodic return 110.01286009379906, reward_pressure: 0.0
Processed Iteration 1850,episodic return 114.94026476025289, reward_pressure: 0.0
Processed Iteration 1900,episodic return 97.8270789745637, reward_pressure: 0.0
Processed Iteration 1950,episodic return 114.48622030441906, reward_pressure: 0.0
Processed Iteration 2000,episodic return 93.87759629705577, reward_pressure: 0.0
