Processed Iteration 50,episodic return -56.362336823071864, reward_pressure: 1.0
Processed Iteration 100,episodic return 390.11398948995, reward_pressure: 1.0
Processed Iteration 150,episodic return 546.3179051747226, reward_pressure: 1.0
Processed Iteration 200,episodic return 778.6400530934949, reward_pressure: 1.0
Processed Iteration 250,episodic return 840.8546553007494, reward_pressure: 1.0
Processed Iteration 300,episodic return 859.673798490861, reward_pressure: 0.9919999999999989
Processed Iteration 350,episodic return 908.7639495532126, reward_pressure: 0.9904000000000002
Processed Iteration 400,episodic return 971.9388663288593, reward_pressure: 1.0
Processed Iteration 450,episodic return 1008.4621524482977, reward_pressure: 1.0
Processed Iteration 500,episodic return 1011.0544177722455, reward_pressure: 0.9895999999999993
Processed Iteration 550,episodic return 1007.8327257092861, reward_pressure: 0.9983999999999997
Processed Iteration 600,episodic return 974.6071565941586, reward_pressure: 0.9783999999999995
Processed Iteration 650,episodic return 975.7827988814565, reward_pressure: 0.9584000000000005
Processed Iteration 700,episodic return 1006.3872923238109, reward_pressure: 0.9383999999999999
Processed Iteration 750,episodic return 1002.979100510784, reward_pressure: 0.9184000000000008
Processed Iteration 800,episodic return 1005.9405811078988, reward_pressure: 0.9092000000000006
Processed Iteration 850,episodic return 989.3851192335959, reward_pressure: 0.9363999999999996
Processed Iteration 900,episodic return 958.3099181732276, reward_pressure: 0.923600000000001
Processed Iteration 950,episodic return 983.4985972631813, reward_pressure: 0.9035999999999992
Processed Iteration 1000,episodic return 984.9552718129718, reward_pressure: 0.8836000000000002
Processed Iteration 1050,episodic return 1006.2312521882932, reward_pressure: 0.8635999999999996
Processed Iteration 1100,episodic return 1021.5219764189926, reward_pressure: 0.8436000000000007
Processed Iteration 1150,episodic return 1005.3070099314116, reward_pressure: 0.8236000000000001
Processed Iteration 1200,episodic return 942.4792014531266, reward_pressure: 0.8035999999999999
Processed Iteration 1250,episodic return 992.1438081334419, reward_pressure: 0.7836000000000004
Processed Iteration 1300,episodic return 980.4883233575255, reward_pressure: 0.7635999999999987
Processed Iteration 1350,episodic return 964.3511721692126, reward_pressure: 0.7435999999999996
Processed Iteration 1400,episodic return 960.5755953222247, reward_pressure: 0.7235999999999991
Processed Iteration 1450,episodic return 951.1058073071146, reward_pressure: 0.7035999999999997
Processed Iteration 1500,episodic return 1003.931456576392, reward_pressure: 0.6835999999999998
Processed Iteration 1550,episodic return 963.5074297413595, reward_pressure: 0.6636
Processed Iteration 1600,episodic return 974.3452978081755, reward_pressure: 0.6436000000000003
Processed Iteration 1650,episodic return 953.5943462487998, reward_pressure: 0.6236000000000002
Processed Iteration 1700,episodic return 996.0620645603581, reward_pressure: 0.6124000000000003
Processed Iteration 1750,episodic return 1046.6318887520672, reward_pressure: 0.6112000000000003
Processed Iteration 1800,episodic return 1061.794311890413, reward_pressure: 0.6128000000000002
Processed Iteration 1850,episodic return 1028.5986516819823, reward_pressure: 0.6172000000000002
Processed Iteration 1900,episodic return 1050.4220232228652, reward_pressure: 0.6363999999999999
Processed Iteration 1950,episodic return 1048.3136362316338, reward_pressure: 0.6544000000000001
Processed Iteration 2000,episodic return 1071.5387366503048, reward_pressure: 0.6344000000000005
