Processed Iteration 50,episodic return -81.89003190211913, reward_pressure: 1.0
Processed Iteration 100,episodic return 303.4836578981424, reward_pressure: 1.0
Processed Iteration 150,episodic return 535.3618465588795, reward_pressure: 1.0
Processed Iteration 200,episodic return 660.8940406040706, reward_pressure: 1.0
Processed Iteration 250,episodic return 820.3421332086386, reward_pressure: 1.0
Processed Iteration 300,episodic return 1650.6155051002559, reward_pressure: 1.0
Processed Iteration 350,episodic return 2404.8101436587795, reward_pressure: 1.0
Processed Iteration 400,episodic return 2650.161567879207, reward_pressure: 1.0
Processed Iteration 450,episodic return 2894.15718460162, reward_pressure: 0.995
Processed Iteration 500,episodic return 3114.066751409625, reward_pressure: 1.0
Processed Iteration 550,episodic return 3152.450270326286, reward_pressure: 0.9700000000000009
Processed Iteration 600,episodic return 3380.977448100663, reward_pressure: 0.9509999999999995
Processed Iteration 650,episodic return 3488.8186983104915, reward_pressure: 1.0
Processed Iteration 700,episodic return 3558.7456229234544, reward_pressure: 1.0
Processed Iteration 750,episodic return 3451.9287651768727, reward_pressure: 0.9730000000000009
Processed Iteration 800,episodic return 3656.2729791665306, reward_pressure: 0.9229999999999992
Processed Iteration 850,episodic return 3758.32343378747, reward_pressure: 0.8730000000000007
Processed Iteration 900,episodic return 3664.5122796194714, reward_pressure: 0.8229999999999995
Processed Iteration 950,episodic return 3743.9077258812904, reward_pressure: 0.7730000000000001
Processed Iteration 1000,episodic return 3748.601768225841, reward_pressure: 0.723
Processed Iteration 1050,episodic return 3841.011097268237, reward_pressure: 0.7139999999999992
Processed Iteration 1100,episodic return 3935.426111193391, reward_pressure: 0.7880000000000003
Processed Iteration 1150,episodic return 3946.3679255984903, reward_pressure: 0.7380000000000002
Processed Iteration 1200,episodic return 3608.8629107030283, reward_pressure: 0.6879999999999993
Processed Iteration 1250,episodic return 3772.7865471244754, reward_pressure: 0.6379999999999998
Processed Iteration 1300,episodic return 3722.633895090089, reward_pressure: 0.5880000000000003
Processed Iteration 1350,episodic return 3626.9357340687416, reward_pressure: 0.5379999999999998
Processed Iteration 1400,episodic return 3700.992605473603, reward_pressure: 0.48799999999999977
Processed Iteration 1450,episodic return 3824.323851007286, reward_pressure: 0.43799999999999917
Processed Iteration 1500,episodic return 3853.1285800743617, reward_pressure: 0.3880000000000001
Processed Iteration 1550,episodic return 3787.0879049315135, reward_pressure: 0.3379999999999995
Processed Iteration 1600,episodic return 3770.0938695286113, reward_pressure: 0.2879999999999996
Processed Iteration 1650,episodic return 3767.1490404986957, reward_pressure: 0.23799999999999968
Processed Iteration 1700,episodic return 3722.6485991030822, reward_pressure: 0.1879999999999997
Processed Iteration 1750,episodic return 3740.457896989621, reward_pressure: 0.13799999999999957
Processed Iteration 1800,episodic return 3714.0514530916444, reward_pressure: 0.08799999999999969
Processed Iteration 1850,episodic return 3758.7857831824203, reward_pressure: 0.037999999999999735
Processed Iteration 1900,episodic return 3630.9955110071123, reward_pressure: 0.0
Processed Iteration 1950,episodic return 3385.662076347903, reward_pressure: 0.0
Processed Iteration 2000,episodic return 3656.4595112248785, reward_pressure: 0.0
