Processed Iteration 50,episodic return 107.62532970444012, reward_pressure: 1.0
Processed Iteration 100,episodic return 151.25709352160808, reward_pressure: 1.0
Processed Iteration 150,episodic return 189.804003722864, reward_pressure: 1.0
Processed Iteration 200,episodic return 223.4549376423691, reward_pressure: 0.9940000000000003
Processed Iteration 250,episodic return 241.5520017476435, reward_pressure: 0.997
Processed Iteration 300,episodic return 272.64024682174505, reward_pressure: 0.9729999999999999
Processed Iteration 350,episodic return 273.35214671637726, reward_pressure: 1.0
Processed Iteration 400,episodic return 266.3516662552914, reward_pressure: 0.9650000000000007
Processed Iteration 450,episodic return 271.4920789089327, reward_pressure: 0.995
Processed Iteration 500,episodic return 267.5433134258073, reward_pressure: 0.9550000000000005
Processed Iteration 550,episodic return 287.24182593910984, reward_pressure: 0.9049999999999991
Processed Iteration 600,episodic return 302.12332271470444, reward_pressure: 0.8550000000000008
Processed Iteration 650,episodic return 321.54733453654677, reward_pressure: 0.8100000000000002
Processed Iteration 700,episodic return 367.7111612772754, reward_pressure: 0.8450000000000003
Processed Iteration 750,episodic return 346.3896375001499, reward_pressure: 0.795
Processed Iteration 800,episodic return 402.9281888947984, reward_pressure: 0.7450000000000001
Processed Iteration 850,episodic return 416.17811465337604, reward_pressure: 0.7609999999999997
Processed Iteration 900,episodic return 862.9524904440656, reward_pressure: 0.8809999999999991
Processed Iteration 950,episodic return 837.3598097018601, reward_pressure: 0.9360000000000006
Processed Iteration 1000,episodic return 585.635803163644, reward_pressure: 0.913999999999999
Processed Iteration 1050,episodic return 493.3710019175986, reward_pressure: 0.9390000000000006
Processed Iteration 1100,episodic return 1061.1444532837513, reward_pressure: 0.9350000000000006
Processed Iteration 1150,episodic return 901.5362000795545, reward_pressure: 0.925999999999999
Processed Iteration 1200,episodic return 808.7435734944166, reward_pressure: 0.8760000000000006
Processed Iteration 1250,episodic return 1602.8384855552636, reward_pressure: 0.8689999999999997
Processed Iteration 1300,episodic return 1081.2199727631041, reward_pressure: 0.8790000000000003
Processed Iteration 1350,episodic return 977.342421581706, reward_pressure: 0.8289999999999996
Processed Iteration 1400,episodic return 870.0811455778572, reward_pressure: 0.7790000000000002
Processed Iteration 1450,episodic return 1704.299855594628, reward_pressure: 0.7809999999999998
Processed Iteration 1500,episodic return 3064.137202453354, reward_pressure: 0.769
Processed Iteration 1550,episodic return 3424.67055472333, reward_pressure: 0.8220000000000008
Processed Iteration 1600,episodic return 6604.883272044803, reward_pressure: 0.9140000000000005
Processed Iteration 1650,episodic return 4508.513935763671, reward_pressure: 0.9309999999999993
Processed Iteration 1700,episodic return 4128.784271733909, reward_pressure: 0.8810000000000002
Processed Iteration 1750,episodic return 7314.589500876955, reward_pressure: 0.8840000000000008
Processed Iteration 1800,episodic return 4105.814979291736, reward_pressure: 0.9359999999999994
Processed Iteration 1850,episodic return 5250.239554339949, reward_pressure: 0.9460000000000006
Processed Iteration 1900,episodic return 6627.949956281785, reward_pressure: 0.9320000000000006
Processed Iteration 1950,episodic return 3655.9164840447233, reward_pressure: 0.9289999999999996
Processed Iteration 2000,episodic return 5987.450374730247, reward_pressure: 0.943
