Processed Iteration 50,episodic return 137.03399088953182, reward_pressure: 1.0
Processed Iteration 100,episodic return 379.5429067994506, reward_pressure: 1.0
Processed Iteration 150,episodic return 588.8442747179248, reward_pressure: 1.0
Processed Iteration 200,episodic return 937.2089718932848, reward_pressure: 1.0
Processed Iteration 250,episodic return 1023.1478985940051, reward_pressure: 0.966
Processed Iteration 300,episodic return 1045.323125585244, reward_pressure: 1.0
Processed Iteration 350,episodic return 1067.1717110026145, reward_pressure: 1.0
Processed Iteration 400,episodic return 1081.2982658512497, reward_pressure: 1.0
Processed Iteration 450,episodic return 1095.7375602386028, reward_pressure: 1.0
Processed Iteration 500,episodic return 1101.4534874184078, reward_pressure: 1.0
Processed Iteration 550,episodic return 1104.224290446518, reward_pressure: 1.0
Processed Iteration 600,episodic return 1104.8177251760503, reward_pressure: 0.9839999999999998
Processed Iteration 650,episodic return 1103.7720895009934, reward_pressure: 0.978000000000001
Processed Iteration 700,episodic return 1101.5057942503552, reward_pressure: 0.9279999999999992
Processed Iteration 750,episodic return 1104.1546178911863, reward_pressure: 0.8780000000000004
Processed Iteration 800,episodic return 1105.443227312718, reward_pressure: 0.8279999999999997
Processed Iteration 850,episodic return 1105.4751420196321, reward_pressure: 0.9260000000000005
Processed Iteration 900,episodic return 1104.529654836303, reward_pressure: 0.9420000000000007
Processed Iteration 950,episodic return 1103.479962679425, reward_pressure: 0.916999999999999
Processed Iteration 1000,episodic return 1102.3447834147703, reward_pressure: 0.867000000000001
Processed Iteration 1050,episodic return 1103.452294825555, reward_pressure: 0.8169999999999996
Processed Iteration 1100,episodic return 1104.2567745288, reward_pressure: 0.767
Processed Iteration 1150,episodic return 1105.5959831092944, reward_pressure: 0.7169999999999999
Processed Iteration 1200,episodic return 1107.309473340513, reward_pressure: 0.6669999999999991
Processed Iteration 1250,episodic return 1106.1392392725745, reward_pressure: 0.6170000000000004
Processed Iteration 1300,episodic return 1107.9248810546733, reward_pressure: 0.567
Processed Iteration 1350,episodic return 1107.416260736267, reward_pressure: 0.5390000000000001
Processed Iteration 1400,episodic return 1107.9139201957184, reward_pressure: 0.6269999999999992
Processed Iteration 1450,episodic return 1106.1421261950566, reward_pressure: 0.6999999999999997
Processed Iteration 1500,episodic return 1106.3560760339515, reward_pressure: 0.6499999999999992
Processed Iteration 1550,episodic return 1108.7123629920495, reward_pressure: 0.607
Processed Iteration 1600,episodic return 1109.160352529383, reward_pressure: 0.6429999999999996
Processed Iteration 1650,episodic return 1107.5659246043783, reward_pressure: 0.5930000000000003
Processed Iteration 1700,episodic return 1108.3817431034677, reward_pressure: 0.5429999999999998
Processed Iteration 1750,episodic return 1109.9055802187142, reward_pressure: 0.583
Processed Iteration 1800,episodic return 1109.6658736404343, reward_pressure: 0.6419999999999996
Processed Iteration 1850,episodic return 1110.5072772723388, reward_pressure: 0.5920000000000003
Processed Iteration 1900,episodic return 1109.7181725197997, reward_pressure: 0.5900000000000004
Processed Iteration 1950,episodic return 1108.1590929924564, reward_pressure: 0.5599999999999999
Processed Iteration 2000,episodic return 1107.9193679762493, reward_pressure: 0.5099999999999999
Processed Iteration 2050,episodic return 1108.7947355215329, reward_pressure: 0.45999999999999935
Processed Iteration 2100,episodic return 1108.0645762275778, reward_pressure: 0.40999999999999964
Processed Iteration 2150,episodic return 1110.497371905695, reward_pressure: 0.3599999999999999
Processed Iteration 2200,episodic return 1107.9683889596888, reward_pressure: 0.3099999999999994
Processed Iteration 2250,episodic return 1106.9856441955797, reward_pressure: 0.2599999999999999
Processed Iteration 2300,episodic return 1106.9210244787353, reward_pressure: 0.20999999999999944
Processed Iteration 2350,episodic return 1107.958591880694, reward_pressure: 0.15999999999999953
Processed Iteration 2400,episodic return 1111.2458658511555, reward_pressure: 0.11799999999999963
Processed Iteration 2450,episodic return 1108.3676215638109, reward_pressure: 0.21999999999999983
Processed Iteration 2500,episodic return 1106.0321972922416, reward_pressure: 0.21599999999999941
Processed Iteration 2550,episodic return 1107.5961123862837, reward_pressure: 0.1659999999999996
Processed Iteration 2600,episodic return 1111.0265027867215, reward_pressure: 0.11599999999999966
Processed Iteration 2650,episodic return 1107.400098669617, reward_pressure: 0.06599999999999973
Processed Iteration 2700,episodic return 1107.0620248572639, reward_pressure: 0.015999999999999903
Processed Iteration 2750,episodic return 1108.9326342982706, reward_pressure: 0.0
Processed Iteration 2800,episodic return 1108.6675788597245, reward_pressure: 0.0
Processed Iteration 2850,episodic return 1107.8667775616154, reward_pressure: 0.0
Processed Iteration 2900,episodic return 1108.5198450486316, reward_pressure: 0.0
Processed Iteration 2950,episodic return 1109.0380932721764, reward_pressure: 0.0
Processed Iteration 3000,episodic return 1104.4980149519647, reward_pressure: 0.034000000000000016
