Processed Iteration 50,episodic return 11.337857294137898, reward_pressure: 1.0
Processed Iteration 100,episodic return 1108.174987536788, reward_pressure: 1.0
Processed Iteration 150,episodic return 2051.3492636992696, reward_pressure: 1.0
Processed Iteration 200,episodic return 2397.200513051633, reward_pressure: 1.0
Processed Iteration 250,episodic return 2493.233554870578, reward_pressure: 1.0
Processed Iteration 300,episodic return 2489.789153780132, reward_pressure: 0.9570000000000006
Processed Iteration 350,episodic return 2567.255237986089, reward_pressure: 0.9159999999999999
Processed Iteration 400,episodic return 2589.2659866019467, reward_pressure: 0.9409999999999998
Processed Iteration 450,episodic return 2490.2859378809885, reward_pressure: 0.8909999999999997
Processed Iteration 500,episodic return 2423.273494937914, reward_pressure: 0.841
Processed Iteration 550,episodic return 2471.472180197213, reward_pressure: 0.7910000000000003
Processed Iteration 600,episodic return 2592.0344135033465, reward_pressure: 0.7920000000000005
Processed Iteration 650,episodic return 2576.049215707569, reward_pressure: 0.8789999999999992
Processed Iteration 700,episodic return 2529.9154997604705, reward_pressure: 0.9340000000000007
Processed Iteration 750,episodic return 2685.776854752459, reward_pressure: 0.9239999999999996
Processed Iteration 800,episodic return 2785.207929217037, reward_pressure: 0.9419999999999998
Processed Iteration 850,episodic return 2559.4789224406954, reward_pressure: 0.8919999999999996
Processed Iteration 900,episodic return 2645.352228936927, reward_pressure: 0.8420000000000001
Processed Iteration 950,episodic return 2489.1855195184116, reward_pressure: 0.7920000000000001
Processed Iteration 1000,episodic return 2595.970664814076, reward_pressure: 0.7420000000000003
Processed Iteration 1050,episodic return 2577.7265212535453, reward_pressure: 0.6919999999999993
Processed Iteration 1100,episodic return 2618.3412828836417, reward_pressure: 0.6419999999999996
Processed Iteration 1150,episodic return 2590.6433853835133, reward_pressure: 0.5920000000000003
Processed Iteration 1200,episodic return 2538.292276979335, reward_pressure: 0.5419999999999998
Processed Iteration 1250,episodic return 2476.5189383085144, reward_pressure: 0.4919999999999998
Processed Iteration 1300,episodic return 2560.780468612964, reward_pressure: 0.4419999999999992
Processed Iteration 1350,episodic return 2562.15878347131, reward_pressure: 0.392
Processed Iteration 1400,episodic return 2601.1053684667086, reward_pressure: 0.3419999999999997
Processed Iteration 1450,episodic return 2430.3837504330368, reward_pressure: 0.29199999999999954
Processed Iteration 1500,episodic return 2579.1498028532314, reward_pressure: 0.24199999999999974
Processed Iteration 1550,episodic return 2623.1069704849533, reward_pressure: 0.19199999999999964
Processed Iteration 1600,episodic return 2366.719634039653, reward_pressure: 0.14199999999999957
Processed Iteration 1650,episodic return 2635.884863458247, reward_pressure: 0.0919999999999997
Processed Iteration 1700,episodic return 2548.9481974955797, reward_pressure: 0.04199999999999971
Processed Iteration 1750,episodic return 2699.574911564664, reward_pressure: 0.0
Processed Iteration 1800,episodic return 2498.875753702682, reward_pressure: 0.0
Processed Iteration 1850,episodic return 2539.268754209936, reward_pressure: 0.0
Processed Iteration 1900,episodic return 2506.312143125064, reward_pressure: 0.0
Processed Iteration 1950,episodic return 2369.636371173059, reward_pressure: 0.0
Processed Iteration 2000,episodic return 2470.5931461674245, reward_pressure: 0.0
