Processed Iteration 50,episodic return -143.1335201224868, reward_pressure: 1.0
Processed Iteration 100,episodic return 370.45810868499444, reward_pressure: 1.0
Processed Iteration 150,episodic return 1236.5483523858434, reward_pressure: 1.0
Processed Iteration 200,episodic return 1608.6712270855755, reward_pressure: 1.0
Processed Iteration 250,episodic return 1971.1574608707149, reward_pressure: 0.9720000000000009
Processed Iteration 300,episodic return 1969.0965299975794, reward_pressure: 0.921999999999999
Processed Iteration 350,episodic return 2150.088374531849, reward_pressure: 0.9350000000000007
Processed Iteration 400,episodic return 2343.3137825760314, reward_pressure: 0.9990000000000001
Processed Iteration 450,episodic return 2390.195387198836, reward_pressure: 0.9950000000000003
Processed Iteration 500,episodic return 2436.4755449414606, reward_pressure: 0.998
Processed Iteration 550,episodic return 2521.2889937693935, reward_pressure: 0.9520000000000006
Processed Iteration 600,episodic return 2568.017065727782, reward_pressure: 0.9300000000000003
Processed Iteration 650,episodic return 2634.563698171877, reward_pressure: 0.9950000000000003
Processed Iteration 700,episodic return 2746.862650575352, reward_pressure: 0.9990000000000001
Processed Iteration 750,episodic return 2765.6183848401643, reward_pressure: 0.996
Processed Iteration 800,episodic return 2592.0348769397824, reward_pressure: 0.998
Processed Iteration 850,episodic return 2679.1251766545024, reward_pressure: 0.9870000000000008
Processed Iteration 900,episodic return 2688.3318427865324, reward_pressure: 0.9369999999999995
Processed Iteration 950,episodic return 2647.0756764994435, reward_pressure: 0.8869999999999999
Processed Iteration 1000,episodic return 2631.9146565187457, reward_pressure: 0.8369999999999997
Processed Iteration 1050,episodic return 2616.8281457961707, reward_pressure: 0.7870000000000004
Processed Iteration 1100,episodic return 2397.371292366824, reward_pressure: 0.7370000000000002
Processed Iteration 1150,episodic return 2672.2466366552694, reward_pressure: 0.6869999999999992
Processed Iteration 1200,episodic return 2810.0897437771914, reward_pressure: 0.6719999999999997
Processed Iteration 1250,episodic return 2744.0030415464485, reward_pressure: 0.6779999999999992
Processed Iteration 1300,episodic return 2810.1135135878903, reward_pressure: 0.6280000000000004
Processed Iteration 1350,episodic return 2648.789657805518, reward_pressure: 0.5780000000000001
Processed Iteration 1400,episodic return 2623.8823749941894, reward_pressure: 0.5279999999999996
Processed Iteration 1450,episodic return 2683.73951145711, reward_pressure: 0.4779999999999996
Processed Iteration 1500,episodic return 2620.2850095292515, reward_pressure: 0.4849999999999999
Processed Iteration 1550,episodic return 2528.4786951305937, reward_pressure: 0.4649999999999994
Processed Iteration 1600,episodic return 2590.246191475725, reward_pressure: 0.41499999999999965
Processed Iteration 1650,episodic return 2486.3068290269057, reward_pressure: 0.3649999999999999
Processed Iteration 1700,episodic return 2499.9736052434005, reward_pressure: 0.31499999999999934
Processed Iteration 1750,episodic return 2543.6076413911833, reward_pressure: 0.2649999999999999
Processed Iteration 1800,episodic return 2522.1064028200503, reward_pressure: 0.21499999999999939
Processed Iteration 1850,episodic return 2591.4462020428123, reward_pressure: 0.16499999999999956
Processed Iteration 1900,episodic return 2565.4461958307543, reward_pressure: 0.11499999999999966
Processed Iteration 1950,episodic return 2357.0524293879557, reward_pressure: 0.06499999999999972
Processed Iteration 2000,episodic return 2599.2835747737518, reward_pressure: 0.01499999999999991
