Processed Iteration 50,episodic return -2.574089948996093, reward_pressure: 1.0
Processed Iteration 100,episodic return 1004.199194619048, reward_pressure: 1.0
Processed Iteration 150,episodic return 1878.6453969864606, reward_pressure: 1.0
Processed Iteration 200,episodic return 2444.7753718307176, reward_pressure: 1.0
Processed Iteration 250,episodic return 3101.534868392736, reward_pressure: 1.0
Processed Iteration 300,episodic return 3321.553686304145, reward_pressure: 1.0
Processed Iteration 350,episodic return 3289.197842564144, reward_pressure: 1.0
Processed Iteration 400,episodic return 3179.574458574016, reward_pressure: 1.0
Processed Iteration 450,episodic return 3875.969467559918, reward_pressure: 1.0
Processed Iteration 500,episodic return 4183.02103977845, reward_pressure: 0.981000000000001
Processed Iteration 550,episodic return 4371.981838496144, reward_pressure: 0.9309999999999993
Processed Iteration 600,episodic return 4143.211197100721, reward_pressure: 0.8810000000000002
Processed Iteration 650,episodic return 3845.2018636663215, reward_pressure: 0.8309999999999996
Processed Iteration 700,episodic return 4456.576848256844, reward_pressure: 0.8300000000000008
Processed Iteration 750,episodic return 4098.33726118741, reward_pressure: 0.8199999999999996
Processed Iteration 800,episodic return 3883.672447559307, reward_pressure: 0.77
Processed Iteration 850,episodic return 4522.821960878142, reward_pressure: 0.8689999999999992
Processed Iteration 900,episodic return 4851.242537439402, reward_pressure: 0.9649999999999999
Processed Iteration 950,episodic return 4871.551242286605, reward_pressure: 0.9890000000000007
Processed Iteration 1000,episodic return 4830.715833990238, reward_pressure: 0.9409999999999998
Processed Iteration 1050,episodic return 4981.643819159482, reward_pressure: 0.981
Processed Iteration 1100,episodic return 4787.6152742573295, reward_pressure: 0.9690000000000007
Processed Iteration 1150,episodic return 4826.57295776669, reward_pressure: 0.918999999999999
Processed Iteration 1200,episodic return 4757.73191620364, reward_pressure: 0.8690000000000009
Processed Iteration 1250,episodic return 4909.1093482655615, reward_pressure: 0.8189999999999995
Processed Iteration 1300,episodic return 4939.192244788402, reward_pressure: 0.769
Processed Iteration 1350,episodic return 4776.7418141852095, reward_pressure: 0.7259999999999996
Processed Iteration 1400,episodic return 4888.853517647189, reward_pressure: 0.7430000000000002
Processed Iteration 1450,episodic return 4699.6770483769915, reward_pressure: 0.6929999999999993
Processed Iteration 1500,episodic return 4891.939850427511, reward_pressure: 0.6429999999999996
Processed Iteration 1550,episodic return 4878.3372366068215, reward_pressure: 0.5930000000000003
Processed Iteration 1600,episodic return 4927.389305299807, reward_pressure: 0.5429999999999998
Processed Iteration 1650,episodic return 4828.580945648066, reward_pressure: 0.4929999999999998
Processed Iteration 1700,episodic return 4837.516275893431, reward_pressure: 0.4429999999999993
Processed Iteration 1750,episodic return 4778.081917120691, reward_pressure: 0.39299999999999996
Processed Iteration 1800,episodic return 4802.897906264608, reward_pressure: 0.3429999999999997
Processed Iteration 1850,episodic return 4854.973799369441, reward_pressure: 0.2929999999999995
Processed Iteration 1900,episodic return 4697.143210270356, reward_pressure: 0.24299999999999977
Processed Iteration 1950,episodic return 4704.289740007303, reward_pressure: 0.19299999999999962
Processed Iteration 2000,episodic return 4781.508675961639, reward_pressure: 0.14299999999999957
