Processed Iteration 50,episodic return 142.979205333986, reward_pressure: 1.0
Processed Iteration 100,episodic return 357.37762365258664, reward_pressure: 1.0
Processed Iteration 150,episodic return 700.9961795338438, reward_pressure: 1.0
Processed Iteration 200,episodic return 977.4046181986056, reward_pressure: 1.0
Processed Iteration 250,episodic return 1033.1411870567256, reward_pressure: 1.0
Processed Iteration 300,episodic return 1050.2653166089365, reward_pressure: 1.0
Processed Iteration 350,episodic return 1066.4005586860035, reward_pressure: 1.0
Processed Iteration 400,episodic return 1080.9258830803672, reward_pressure: 1.0
Processed Iteration 450,episodic return 1091.9220614866383, reward_pressure: 1.0
Processed Iteration 500,episodic return 1094.3523389727204, reward_pressure: 1.0
Processed Iteration 550,episodic return 1098.375354209194, reward_pressure: 1.0
Processed Iteration 600,episodic return 1101.8481563346593, reward_pressure: 1.0
Processed Iteration 650,episodic return 1101.255364688157, reward_pressure: 1.0
Processed Iteration 700,episodic return 1102.345042025044, reward_pressure: 1.0
Processed Iteration 750,episodic return 1103.505824952393, reward_pressure: 1.0
Processed Iteration 800,episodic return 1099.1585251253916, reward_pressure: 1.0
Processed Iteration 850,episodic return 1100.677964005551, reward_pressure: 1.0
Processed Iteration 900,episodic return 1099.5682570464396, reward_pressure: 1.0
Processed Iteration 950,episodic return 1101.9171280883106, reward_pressure: 1.0
Processed Iteration 1000,episodic return 1100.3210356126663, reward_pressure: 1.0
Processed Iteration 1050,episodic return 1101.1877040816307, reward_pressure: 1.0
Processed Iteration 1100,episodic return 1103.4927054776792, reward_pressure: 1.0
Processed Iteration 1150,episodic return 1103.7998412961738, reward_pressure: 1.0
Processed Iteration 1200,episodic return 1104.3625613749036, reward_pressure: 1.0
Processed Iteration 1250,episodic return 1105.8571650294016, reward_pressure: 1.0
Processed Iteration 1300,episodic return 1105.9080137764595, reward_pressure: 1.0
Processed Iteration 1350,episodic return 1105.6391216146224, reward_pressure: 1.0
Processed Iteration 1400,episodic return 1103.639557447411, reward_pressure: 1.0
Processed Iteration 1450,episodic return 1105.7260025064459, reward_pressure: 1.0
Processed Iteration 1500,episodic return 1104.6183694503532, reward_pressure: 1.0
Processed Iteration 1550,episodic return 1103.2919519815875, reward_pressure: 1.0
Processed Iteration 1600,episodic return 1103.8709049512472, reward_pressure: 1.0
Processed Iteration 1650,episodic return 1104.0891690413816, reward_pressure: 1.0
Processed Iteration 1700,episodic return 1103.3891363622517, reward_pressure: 1.0
Processed Iteration 1750,episodic return 1103.525289027582, reward_pressure: 1.0
Processed Iteration 1800,episodic return 1104.4135267950776, reward_pressure: 1.0
Processed Iteration 1850,episodic return 1105.8085181971112, reward_pressure: 1.0
Processed Iteration 1900,episodic return 1105.6095576274827, reward_pressure: 1.0
Processed Iteration 1950,episodic return 1105.042257055762, reward_pressure: 1.0
Processed Iteration 2000,episodic return 1101.7114135789361, reward_pressure: 1.0
Processed Iteration 2050,episodic return 1102.4724645699562, reward_pressure: 1.0
Processed Iteration 2100,episodic return 1104.6739397357846, reward_pressure: 1.0
Processed Iteration 2150,episodic return 1106.2391300391632, reward_pressure: 1.0
Processed Iteration 2200,episodic return 1107.7354370557716, reward_pressure: 1.0
Processed Iteration 2250,episodic return 1109.8648478683504, reward_pressure: 1.0
Processed Iteration 2300,episodic return 1107.3850284042428, reward_pressure: 1.0
Processed Iteration 2350,episodic return 1107.7105505456757, reward_pressure: 1.0
Processed Iteration 2400,episodic return 1104.7526658412016, reward_pressure: 1.0
Processed Iteration 2450,episodic return 1103.3546326907215, reward_pressure: 1.0
Processed Iteration 2500,episodic return 1103.8617544453805, reward_pressure: 1.0
Processed Iteration 2550,episodic return 1101.2688317972165, reward_pressure: 1.0
Processed Iteration 2600,episodic return 1102.3997491670077, reward_pressure: 1.0
Processed Iteration 2650,episodic return 1106.2760334468749, reward_pressure: 1.0
Processed Iteration 2700,episodic return 1105.745898999237, reward_pressure: 1.0
Processed Iteration 2750,episodic return 1106.5596134160796, reward_pressure: 1.0
Processed Iteration 2800,episodic return 1105.3601480218954, reward_pressure: 1.0
Processed Iteration 2850,episodic return 1105.2541948380872, reward_pressure: 1.0
Processed Iteration 2900,episodic return 1106.189373756122, reward_pressure: 1.0
Processed Iteration 2950,episodic return 1106.1349298693253, reward_pressure: 1.0
Processed Iteration 3000,episodic return 1106.8748365487147, reward_pressure: 1.0
