Processed Iteration 50,episodic return 144.21359266953675, reward_pressure: 1.0
Processed Iteration 100,episodic return 370.23935457170757, reward_pressure: 1.0
Processed Iteration 150,episodic return 641.9726501825362, reward_pressure: 1.0
Processed Iteration 200,episodic return 808.468143691933, reward_pressure: 0.9940000000000003
Processed Iteration 250,episodic return 1003.4193890058145, reward_pressure: 1.0
Processed Iteration 300,episodic return 1210.0075015988564, reward_pressure: 1.0
Processed Iteration 350,episodic return 1376.478746337899, reward_pressure: 1.0
Processed Iteration 400,episodic return 1454.1951897562676, reward_pressure: 1.0
Processed Iteration 450,episodic return 1421.793237207816, reward_pressure: 0.9650000000000007
Processed Iteration 500,episodic return 1507.2907172268751, reward_pressure: 0.914999999999999
Processed Iteration 550,episodic return 1442.3993009771978, reward_pressure: 0.865000000000001
Processed Iteration 600,episodic return 1454.435912915988, reward_pressure: 0.8149999999999997
Processed Iteration 650,episodic return 1533.000347066843, reward_pressure: 0.765
Processed Iteration 700,episodic return 1555.2878041886029, reward_pressure: 0.7479999999999998
Processed Iteration 750,episodic return 1532.0462454265312, reward_pressure: 0.7169999999999999
Processed Iteration 800,episodic return 1565.9181744617297, reward_pressure: 0.6819999999999995
Processed Iteration 850,episodic return 1616.2291828830057, reward_pressure: 0.6849999999999992
Processed Iteration 900,episodic return 1524.962591324479, reward_pressure: 0.635
Processed Iteration 950,episodic return 1489.8689128865458, reward_pressure: 0.5850000000000002
Processed Iteration 1000,episodic return 1470.6001688141273, reward_pressure: 0.5349999999999997
Processed Iteration 1050,episodic return 1424.6511698523088, reward_pressure: 0.4849999999999997
Processed Iteration 1100,episodic return 1454.681167607287, reward_pressure: 0.43499999999999917
Processed Iteration 1150,episodic return 1381.034697880091, reward_pressure: 0.3850000000000001
Processed Iteration 1200,episodic return 1543.0553567000143, reward_pressure: 0.3349999999999995
Processed Iteration 1250,episodic return 1531.822625606041, reward_pressure: 0.2849999999999997
Processed Iteration 1300,episodic return 1519.6508458333658, reward_pressure: 0.23499999999999965
Processed Iteration 1350,episodic return 1692.1798903481586, reward_pressure: 0.23399999999999987
Processed Iteration 1400,episodic return 1619.0978291810336, reward_pressure: 0.21599999999999941
Processed Iteration 1450,episodic return 1602.8019062586575, reward_pressure: 0.1659999999999996
Processed Iteration 1500,episodic return 1729.0247413875447, reward_pressure: 0.14399999999999957
Processed Iteration 1550,episodic return 1722.6979007189968, reward_pressure: 0.12199999999999964
Processed Iteration 1600,episodic return 1732.6422768576494, reward_pressure: 0.07199999999999976
Processed Iteration 1650,episodic return 1705.1102981743459, reward_pressure: 0.021999999999999863
Processed Iteration 1700,episodic return 1639.6020850767206, reward_pressure: 0.0
Processed Iteration 1750,episodic return 1611.0141435765097, reward_pressure: 0.0
Processed Iteration 1800,episodic return 1703.7586845643025, reward_pressure: 0.0
Processed Iteration 1850,episodic return 1616.5890759190522, reward_pressure: 0.0
Processed Iteration 1900,episodic return 1624.697566741133, reward_pressure: 0.0
Processed Iteration 1950,episodic return 1611.2274847342812, reward_pressure: 0.0
Processed Iteration 2000,episodic return 1650.7254938000797, reward_pressure: 0.0
