Processed Iteration 50,episodic return -210.89071759984762, reward_pressure: 1.0
Processed Iteration 100,episodic return 554.9598376587451, reward_pressure: 1.0
Processed Iteration 150,episodic return 1696.7133348055086, reward_pressure: 1.0
Processed Iteration 200,episodic return 2241.4582842114073, reward_pressure: 1.0
Processed Iteration 250,episodic return 2390.5816627542135, reward_pressure: 1.0
Processed Iteration 300,episodic return 2514.669958713068, reward_pressure: 1.0
Processed Iteration 350,episodic return 2526.901131077533, reward_pressure: 0.9660000000000007
Processed Iteration 400,episodic return 2595.952458846296, reward_pressure: 0.996
Processed Iteration 450,episodic return 2605.9875667385827, reward_pressure: 0.9789999999999998
Processed Iteration 500,episodic return 2494.503805883164, reward_pressure: 0.996
Processed Iteration 550,episodic return 2494.137828654192, reward_pressure: 0.9790000000000009
Processed Iteration 600,episodic return 2473.8131487991527, reward_pressure: 0.9289999999999992
Processed Iteration 650,episodic return 2557.2164503573044, reward_pressure: 0.8790000000000003
Processed Iteration 700,episodic return 2602.6303809588017, reward_pressure: 0.8289999999999996
Processed Iteration 750,episodic return 2677.6058856646664, reward_pressure: 0.843
Processed Iteration 800,episodic return 2695.3490600584323, reward_pressure: 0.9210000000000005
Processed Iteration 850,episodic return 2515.159678043485, reward_pressure: 0.9289999999999992
Processed Iteration 900,episodic return 2645.750563787861, reward_pressure: 0.8790000000000003
Processed Iteration 950,episodic return 2647.0261168810202, reward_pressure: 0.8289999999999996
Processed Iteration 1000,episodic return 2688.796798832527, reward_pressure: 0.7790000000000002
Processed Iteration 1050,episodic return 2675.629124292309, reward_pressure: 0.7399999999999998
Processed Iteration 1100,episodic return 2712.001666224788, reward_pressure: 0.7390000000000003
Processed Iteration 1150,episodic return 2708.687581953012, reward_pressure: 0.6889999999999992
Processed Iteration 1200,episodic return 2802.6864974094706, reward_pressure: 0.6389999999999998
Processed Iteration 1250,episodic return 2818.25734348285, reward_pressure: 0.6209999999999992
Processed Iteration 1300,episodic return 2748.8100517970115, reward_pressure: 0.6290000000000003
Processed Iteration 1350,episodic return 2409.4545336831548, reward_pressure: 0.5790000000000002
Processed Iteration 1400,episodic return 2562.9442549315486, reward_pressure: 0.5289999999999996
Processed Iteration 1450,episodic return 2614.1819886463077, reward_pressure: 0.47899999999999965
Processed Iteration 1500,episodic return 2667.743281820687, reward_pressure: 0.4289999999999993
Processed Iteration 1550,episodic return 2685.595417716914, reward_pressure: 0.3789999999999999
Processed Iteration 1600,episodic return 2793.7076636149263, reward_pressure: 0.3289999999999994
Processed Iteration 1650,episodic return 2508.8324601364175, reward_pressure: 0.2789999999999998
Processed Iteration 1700,episodic return 2655.0564301726135, reward_pressure: 0.22899999999999957
Processed Iteration 1750,episodic return 2692.0458531915, reward_pressure: 0.17899999999999966
Processed Iteration 1800,episodic return 2622.9392453362207, reward_pressure: 0.12899999999999961
Processed Iteration 1850,episodic return 2526.719704277607, reward_pressure: 0.07899999999999972
Processed Iteration 1900,episodic return 2601.0604972426095, reward_pressure: 0.028999999999999807
Processed Iteration 1950,episodic return 2658.560483724783, reward_pressure: 0.0
Processed Iteration 2000,episodic return 2591.088127348364, reward_pressure: 0.0
