Processed Iteration 50,episodic return 79.66878590790834, reward_pressure: 1.0
Processed Iteration 100,episodic return 1266.875835290672, reward_pressure: 1.0
Processed Iteration 150,episodic return 1851.6813810984606, reward_pressure: 1.0
Processed Iteration 200,episodic return 2260.801122200365, reward_pressure: 1.0
Processed Iteration 250,episodic return 2345.678498108736, reward_pressure: 0.9869999999999999
Processed Iteration 300,episodic return 2446.0991236503774, reward_pressure: 1.0
Processed Iteration 350,episodic return 2442.318250188258, reward_pressure: 0.9700000000000009
Processed Iteration 400,episodic return 2486.861182476713, reward_pressure: 0.919999999999999
Processed Iteration 450,episodic return 2374.8882522397284, reward_pressure: 0.8700000000000009
Processed Iteration 500,episodic return 2496.8856970023658, reward_pressure: 0.8199999999999996
Processed Iteration 550,episodic return 2544.8321484016956, reward_pressure: 0.8470000000000008
Processed Iteration 600,episodic return 2406.242886440364, reward_pressure: 0.8029999999999998
Processed Iteration 650,episodic return 2528.151431798162, reward_pressure: 0.753
Processed Iteration 700,episodic return 2518.9042359080113, reward_pressure: 0.7489999999999999
Processed Iteration 750,episodic return 2644.954668763576, reward_pressure: 0.7309999999999994
Processed Iteration 800,episodic return 2568.423031991795, reward_pressure: 0.7910000000000003
Processed Iteration 850,episodic return 2581.3397576269517, reward_pressure: 0.7410000000000003
Processed Iteration 900,episodic return 2489.5161653562127, reward_pressure: 0.6909999999999993
Processed Iteration 950,episodic return 2585.42499131522, reward_pressure: 0.6409999999999997
Processed Iteration 1000,episodic return 2560.1879096000685, reward_pressure: 0.5910000000000003
Processed Iteration 1050,episodic return 2699.6219997630797, reward_pressure: 0.5409999999999998
Processed Iteration 1100,episodic return 2592.561083464765, reward_pressure: 0.4909999999999998
Processed Iteration 1150,episodic return 2727.592433959476, reward_pressure: 0.4409999999999992
Processed Iteration 1200,episodic return 2841.3227234269957, reward_pressure: 0.4149999999999997
Processed Iteration 1250,episodic return 2758.0863640854827, reward_pressure: 0.43499999999999917
Processed Iteration 1300,episodic return 2890.102765170307, reward_pressure: 0.3850000000000001
Processed Iteration 1350,episodic return 2877.999859069425, reward_pressure: 0.34599999999999964
Processed Iteration 1400,episodic return 2672.2193670992006, reward_pressure: 0.33899999999999963
Processed Iteration 1450,episodic return 2689.284248295485, reward_pressure: 0.2889999999999996
Processed Iteration 1500,episodic return 2660.4886627588626, reward_pressure: 0.2389999999999997
Processed Iteration 1550,episodic return 2718.769818111437, reward_pressure: 0.18899999999999967
Processed Iteration 1600,episodic return 2768.511995380892, reward_pressure: 0.13899999999999957
Processed Iteration 1650,episodic return 2711.177081600457, reward_pressure: 0.08899999999999969
Processed Iteration 1700,episodic return 2708.918428345713, reward_pressure: 0.03899999999999973
Processed Iteration 1750,episodic return 2848.4240191382396, reward_pressure: 0.0
Processed Iteration 1800,episodic return 2791.2658857673173, reward_pressure: 0.0
Processed Iteration 1850,episodic return 2679.999428338797, reward_pressure: 0.0
Processed Iteration 1900,episodic return 2653.4336564950836, reward_pressure: 0.0
Processed Iteration 1950,episodic return 2746.6404618370593, reward_pressure: 0.0
Processed Iteration 2000,episodic return 2794.126090005292, reward_pressure: 0.0
