Processed Iteration 50,episodic return -191.99908750293406, reward_pressure: 1.0
Processed Iteration 100,episodic return 460.2480963911865, reward_pressure: 1.0
Processed Iteration 150,episodic return 1583.3337930411421, reward_pressure: 1.0
Processed Iteration 200,episodic return 2090.4739313703194, reward_pressure: 1.0
Processed Iteration 250,episodic return 2227.323979534437, reward_pressure: 1.0
Processed Iteration 300,episodic return 2289.0215373467145, reward_pressure: 1.0
Processed Iteration 350,episodic return 2367.997069531176, reward_pressure: 0.995
Processed Iteration 400,episodic return 2406.3389817222132, reward_pressure: 1.0
Processed Iteration 450,episodic return 2430.505871776474, reward_pressure: 0.9740000000000009
Processed Iteration 500,episodic return 2472.634958729053, reward_pressure: 0.923999999999999
Processed Iteration 550,episodic return 2599.8421648308677, reward_pressure: 0.9729999999999999
Processed Iteration 600,episodic return 2634.7417186555786, reward_pressure: 0.9690000000000007
Processed Iteration 650,episodic return 2724.579256104541, reward_pressure: 0.918999999999999
Processed Iteration 700,episodic return 2727.8488133357146, reward_pressure: 0.9310000000000006
Processed Iteration 750,episodic return 2730.7571284094493, reward_pressure: 0.9990000000000001
Processed Iteration 800,episodic return 2717.1915424372414, reward_pressure: 1.0
Processed Iteration 850,episodic return 2698.7579683882527, reward_pressure: 0.998
Processed Iteration 900,episodic return 2758.888807842051, reward_pressure: 0.9730000000000009
Processed Iteration 950,episodic return 2796.6182128750033, reward_pressure: 0.9819999999999999
Processed Iteration 1000,episodic return 2734.431511861601, reward_pressure: 0.9849999999999999
Processed Iteration 1050,episodic return 2821.9793897061218, reward_pressure: 0.983000000000001
Processed Iteration 1100,episodic return 2708.8615500257165, reward_pressure: 0.9329999999999993
Processed Iteration 1150,episodic return 2645.2271382049, reward_pressure: 0.8830000000000001
Processed Iteration 1200,episodic return 2738.4774262741003, reward_pressure: 0.8329999999999997
Processed Iteration 1250,episodic return 2795.2922293906054, reward_pressure: 0.7830000000000003
Processed Iteration 1300,episodic return 2824.764894492883, reward_pressure: 0.7330000000000001
Processed Iteration 1350,episodic return 2733.318945366427, reward_pressure: 0.6829999999999992
Processed Iteration 1400,episodic return 2784.44059576543, reward_pressure: 0.6330000000000001
Processed Iteration 1450,episodic return 2809.359951824239, reward_pressure: 0.5830000000000002
Processed Iteration 1500,episodic return 2715.5131630388514, reward_pressure: 0.5329999999999997
Processed Iteration 1550,episodic return 2747.2970986868086, reward_pressure: 0.4829999999999997
Processed Iteration 1600,episodic return 2821.7208423272473, reward_pressure: 0.44399999999999934
Processed Iteration 1650,episodic return 2768.2000088688424, reward_pressure: 0.4389999999999992
Processed Iteration 1700,episodic return 2857.109360090952, reward_pressure: 0.3890000000000002
Processed Iteration 1750,episodic return 2830.793414867624, reward_pressure: 0.33899999999999963
Processed Iteration 1800,episodic return 2781.446647228579, reward_pressure: 0.2889999999999996
Processed Iteration 1850,episodic return 2931.846554632144, reward_pressure: 0.2389999999999997
Processed Iteration 1900,episodic return 2866.7830870765447, reward_pressure: 0.18899999999999967
Processed Iteration 1950,episodic return 2722.8341940398755, reward_pressure: 0.13899999999999957
Processed Iteration 2000,episodic return 2758.3815287802636, reward_pressure: 0.08899999999999969
