Processed Iteration 50,episodic return 144.10254331760052, reward_pressure: 1.0
Processed Iteration 100,episodic return 591.1418560276473, reward_pressure: 1.0
Processed Iteration 150,episodic return 1000.8121825668255, reward_pressure: 0.9750000000000009
Processed Iteration 200,episodic return 1005.794329530047, reward_pressure: 0.9249999999999992
Processed Iteration 250,episodic return 1011.2454389998276, reward_pressure: 0.8750000000000006
Processed Iteration 300,episodic return 1013.6656084052153, reward_pressure: 0.8249999999999996
Processed Iteration 350,episodic return 1015.8257102885568, reward_pressure: 0.7750000000000001
Processed Iteration 400,episodic return 1015.815583221039, reward_pressure: 0.725
Processed Iteration 450,episodic return 1021.480220016397, reward_pressure: 0.8249999999999997
Processed Iteration 500,episodic return 1025.8960460489593, reward_pressure: 0.9629999999999999
Processed Iteration 550,episodic return 1031.7559128700047, reward_pressure: 1.0
Processed Iteration 600,episodic return 1038.1792356649553, reward_pressure: 1.0
Processed Iteration 650,episodic return 1048.1131107993804, reward_pressure: 1.0
Processed Iteration 700,episodic return 1048.5249466798484, reward_pressure: 0.9660000000000007
Processed Iteration 750,episodic return 1057.3277380257343, reward_pressure: 0.996
Processed Iteration 800,episodic return 1064.0157481272388, reward_pressure: 0.9919999999999999
Processed Iteration 850,episodic return 1063.8636880193933, reward_pressure: 0.9930000000000004
Processed Iteration 900,episodic return 1082.0461980631778, reward_pressure: 0.9869999999999999
Processed Iteration 950,episodic return 1086.5307296778221, reward_pressure: 0.9680000000000006
Processed Iteration 1000,episodic return 1103.0693216027819, reward_pressure: 0.9990000000000001
Processed Iteration 1050,episodic return 1131.0945474589196, reward_pressure: 0.9709999999999996
Processed Iteration 1100,episodic return 1166.5552650685897, reward_pressure: 1.0
Processed Iteration 1150,episodic return 1193.4616592822604, reward_pressure: 1.0
Processed Iteration 1200,episodic return 1210.911563257761, reward_pressure: 0.991
Processed Iteration 1250,episodic return 1251.4711511507126, reward_pressure: 1.0
Processed Iteration 1300,episodic return 1274.081021982576, reward_pressure: 1.0
Processed Iteration 1350,episodic return 1307.6523033703331, reward_pressure: 1.0
Processed Iteration 1400,episodic return 1316.1719723344938, reward_pressure: 1.0
Processed Iteration 1450,episodic return 1328.119576245255, reward_pressure: 0.9769999999999998
Processed Iteration 1500,episodic return 1349.7644589282716, reward_pressure: 1.0
Processed Iteration 1550,episodic return 1373.9488350512815, reward_pressure: 0.9600000000000004
Processed Iteration 1600,episodic return 1409.5154068894315, reward_pressure: 1.0
Processed Iteration 1650,episodic return 1433.9761121334686, reward_pressure: 0.9730000000000009
Processed Iteration 1700,episodic return 1555.8330225579691, reward_pressure: 0.985
Processed Iteration 1750,episodic return 1535.1073146529782, reward_pressure: 0.9860000000000008
Processed Iteration 1800,episodic return 1564.9338846485966, reward_pressure: 0.9359999999999994
Processed Iteration 1850,episodic return 1616.6887617826653, reward_pressure: 0.9480000000000007
Processed Iteration 1900,episodic return 1550.014818038269, reward_pressure: 0.9019999999999991
Processed Iteration 1950,episodic return 1595.5805522123203, reward_pressure: 0.8520000000000008
Processed Iteration 2000,episodic return 1572.792852161269, reward_pressure: 0.8019999999999997
