Processed Iteration 50,episodic return -143.47247116714178, reward_pressure: 1.0
Processed Iteration 100,episodic return 392.90063126920467, reward_pressure: 1.0
Processed Iteration 150,episodic return 719.9409781558694, reward_pressure: 1.0
Processed Iteration 200,episodic return 840.0280912073067, reward_pressure: 1.0
Processed Iteration 250,episodic return 832.598148707397, reward_pressure: 0.9700000000000009
Processed Iteration 300,episodic return 912.7704371047066, reward_pressure: 0.9869999999999999
Processed Iteration 350,episodic return 962.2261806994508, reward_pressure: 1.0
Processed Iteration 400,episodic return 979.1603964251331, reward_pressure: 0.9590000000000006
Processed Iteration 450,episodic return 987.3569226511761, reward_pressure: 0.9089999999999993
Processed Iteration 500,episodic return 1027.8897085238357, reward_pressure: 0.8590000000000008
Processed Iteration 550,episodic return 1034.4856544907627, reward_pressure: 0.8089999999999997
Processed Iteration 600,episodic return 1025.3322206822213, reward_pressure: 0.7589999999999999
Processed Iteration 650,episodic return 1030.1134534417502, reward_pressure: 0.7089999999999997
Processed Iteration 700,episodic return 1019.6325141395048, reward_pressure: 0.6589999999999994
Processed Iteration 750,episodic return 1015.1958075678648, reward_pressure: 0.6090000000000004
Processed Iteration 800,episodic return 992.3551891083746, reward_pressure: 0.5589999999999999
Processed Iteration 850,episodic return 995.7065446755493, reward_pressure: 0.5089999999999999
Processed Iteration 900,episodic return 1009.7147889549016, reward_pressure: 0.45899999999999935
Processed Iteration 950,episodic return 945.1443675922889, reward_pressure: 0.40899999999999964
Processed Iteration 1000,episodic return 988.9133237576923, reward_pressure: 0.35899999999999976
Processed Iteration 1050,episodic return 975.3434796565145, reward_pressure: 0.30899999999999933
Processed Iteration 1100,episodic return 1023.0120257335715, reward_pressure: 0.2589999999999999
Processed Iteration 1150,episodic return 1001.1465256157732, reward_pressure: 0.23999999999999985
Processed Iteration 1200,episodic return 964.615434229994, reward_pressure: 0.21899999999999942
Processed Iteration 1250,episodic return 965.259675379883, reward_pressure: 0.1689999999999996
Processed Iteration 1300,episodic return 1025.905944694616, reward_pressure: 0.11899999999999965
Processed Iteration 1350,episodic return 956.0395927720103, reward_pressure: 0.06899999999999974
Processed Iteration 1400,episodic return 968.1802247093111, reward_pressure: 0.018999999999999885
Processed Iteration 1450,episodic return 962.163762539639, reward_pressure: 0.0
Processed Iteration 1500,episodic return 984.8643213108891, reward_pressure: 0.0
Processed Iteration 1550,episodic return 972.4915479919463, reward_pressure: 0.0
Processed Iteration 1600,episodic return 914.2835608643512, reward_pressure: 0.0
Processed Iteration 1650,episodic return 919.3668223842029, reward_pressure: 0.0
Processed Iteration 1700,episodic return 965.2608476478804, reward_pressure: 0.0
Processed Iteration 1750,episodic return 939.5020290544531, reward_pressure: 0.0
Processed Iteration 1800,episodic return 956.0798643294174, reward_pressure: 0.0
Processed Iteration 1850,episodic return 914.8324897212906, reward_pressure: 0.0
Processed Iteration 1900,episodic return 954.5467569064239, reward_pressure: 0.0
Processed Iteration 1950,episodic return 911.6656729091915, reward_pressure: 0.0
Processed Iteration 2000,episodic return 940.7896154242651, reward_pressure: 0.0
