Processed Iteration 50,episodic return 110.63895614946597, reward_pressure: 1.0
Processed Iteration 100,episodic return 126.07102626496925, reward_pressure: 0.9720000000000009
Processed Iteration 150,episodic return 130.97066948561655, reward_pressure: 0.9319999999999999
Processed Iteration 200,episodic return 165.2982473083401, reward_pressure: 0.9699999999999998
Processed Iteration 250,episodic return 213.88652150997757, reward_pressure: 1.0
Processed Iteration 300,episodic return 292.87275887437045, reward_pressure: 1.0
Processed Iteration 350,episodic return 336.2719518666742, reward_pressure: 0.981000000000001
Processed Iteration 400,episodic return 332.401106504094, reward_pressure: 0.9309999999999993
Processed Iteration 450,episodic return 381.13362358496227, reward_pressure: 0.9369999999999996
Processed Iteration 500,episodic return 438.0330198830803, reward_pressure: 1.0
Processed Iteration 550,episodic return 567.5396811437234, reward_pressure: 1.0
Processed Iteration 600,episodic return 968.6816220632335, reward_pressure: 0.9860000000000001
Processed Iteration 650,episodic return 3503.096119836087, reward_pressure: 1.0
Processed Iteration 700,episodic return 2636.3987134148233, reward_pressure: 1.0
Processed Iteration 750,episodic return 5083.6495307843725, reward_pressure: 0.99
Processed Iteration 800,episodic return 2708.33218773784, reward_pressure: 0.9880000000000007
Processed Iteration 850,episodic return 5754.646976755501, reward_pressure: 1.0
Processed Iteration 900,episodic return 4648.292330797246, reward_pressure: 0.9540000000000006
Processed Iteration 950,episodic return 6964.007036837627, reward_pressure: 0.9109999999999998
Processed Iteration 1000,episodic return 3718.9779958121862, reward_pressure: 0.943
Processed Iteration 1050,episodic return 5054.4639766786095, reward_pressure: 0.8929999999999996
Processed Iteration 1100,episodic return 5584.748066699023, reward_pressure: 0.8480000000000005
Processed Iteration 1150,episodic return 2788.1538211461116, reward_pressure: 0.8450000000000003
Processed Iteration 1200,episodic return 4999.123916278291, reward_pressure: 0.795
Processed Iteration 1250,episodic return 7325.800837273335, reward_pressure: 0.7450000000000001
Processed Iteration 1300,episodic return 8853.572024572984, reward_pressure: 0.6949999999999993
Processed Iteration 1350,episodic return 7205.164909074191, reward_pressure: 0.7349999999999999
Processed Iteration 1400,episodic return 6732.803346182955, reward_pressure: 0.7119999999999999
Processed Iteration 1450,episodic return 7466.325740570378, reward_pressure: 0.6619999999999994
Processed Iteration 1500,episodic return 4306.554980544327, reward_pressure: 0.6120000000000004
Processed Iteration 1550,episodic return 2678.1743341590827, reward_pressure: 0.5619999999999998
Processed Iteration 1600,episodic return 1806.976037154223, reward_pressure: 0.5119999999999999
Processed Iteration 1650,episodic return 7723.235116504905, reward_pressure: 0.4619999999999994
Processed Iteration 1700,episodic return 3792.8171648513926, reward_pressure: 0.4119999999999997
Processed Iteration 1750,episodic return 328.48155200716275, reward_pressure: 0.36199999999999977
Processed Iteration 1800,episodic return 1704.916387577057, reward_pressure: 0.31199999999999933
Processed Iteration 1850,episodic return 1742.160515804956, reward_pressure: 0.2619999999999999
Processed Iteration 1900,episodic return 1776.9448283156328, reward_pressure: 0.2119999999999994
Processed Iteration 1950,episodic return 3590.3934883169927, reward_pressure: 0.16199999999999953
Processed Iteration 2000,episodic return 1994.8033300636705, reward_pressure: 0.11199999999999966
