Processed Iteration 50,episodic return -178.29855022367923, reward_pressure: 1.0
Processed Iteration 100,episodic return 466.66030413219875, reward_pressure: 1.0
Processed Iteration 150,episodic return 1383.1415459531893, reward_pressure: 1.0
Processed Iteration 200,episodic return 1939.5964725819824, reward_pressure: 1.0
Processed Iteration 250,episodic return 2246.426465348338, reward_pressure: 1.0
Processed Iteration 300,episodic return 2538.1328759035882, reward_pressure: 1.0
Processed Iteration 350,episodic return 2845.64820376659, reward_pressure: 0.9991999999999999
Processed Iteration 400,episodic return 3440.2880932279395, reward_pressure: 0.9972
Processed Iteration 450,episodic return 3417.076321054128, reward_pressure: 1.0
Processed Iteration 500,episodic return 3605.108987258321, reward_pressure: 0.9968
Processed Iteration 550,episodic return 3735.5508310848572, reward_pressure: 1.0
Processed Iteration 600,episodic return 3825.650044753867, reward_pressure: 0.987199999999999
Processed Iteration 650,episodic return 3763.559827787799, reward_pressure: 0.9672000000000005
Processed Iteration 700,episodic return 3607.9261970319667, reward_pressure: 0.9471999999999998
Processed Iteration 750,episodic return 3503.513968411841, reward_pressure: 0.927200000000001
Processed Iteration 800,episodic return 3665.5054640747903, reward_pressure: 0.9071999999999991
Processed Iteration 850,episodic return 3625.6197884003054, reward_pressure: 0.8872000000000004
Processed Iteration 900,episodic return 3730.3246406071003, reward_pressure: 0.8671999999999995
Processed Iteration 950,episodic return 3717.0267137485994, reward_pressure: 0.8472000000000005
Processed Iteration 1000,episodic return 3895.019844766646, reward_pressure: 0.8368000000000007
Processed Iteration 1050,episodic return 3823.578551202115, reward_pressure: 0.8579999999999995
Processed Iteration 1100,episodic return 3703.3050999650773, reward_pressure: 0.8527999999999996
Processed Iteration 1150,episodic return 3831.325005890085, reward_pressure: 0.8492000000000004
Processed Iteration 1200,episodic return 3797.832275551045, reward_pressure: 0.8292
Processed Iteration 1250,episodic return 3851.5725732493474, reward_pressure: 0.8091999999999997
Processed Iteration 1300,episodic return 3633.444119122312, reward_pressure: 0.7892000000000007
Processed Iteration 1350,episodic return 3800.256647586527, reward_pressure: 0.769999999999999
Processed Iteration 1400,episodic return 3964.893762236351, reward_pressure: 0.7792000000000003
Processed Iteration 1450,episodic return 3763.614049672151, reward_pressure: 0.759199999999999
Processed Iteration 1500,episodic return 3724.3710577579623, reward_pressure: 0.7391999999999994
Processed Iteration 1550,episodic return 3683.178961276992, reward_pressure: 0.7191999999999993
Processed Iteration 1600,episodic return 3520.062180760773, reward_pressure: 0.6991999999999996
Processed Iteration 1650,episodic return 3576.3853339852276, reward_pressure: 0.6791999999999996
Processed Iteration 1700,episodic return 3614.210873472968, reward_pressure: 0.6592
Processed Iteration 1750,episodic return 3478.710952460206, reward_pressure: 0.6392000000000003
Processed Iteration 1800,episodic return 3511.875171918665, reward_pressure: 0.6192000000000002
Processed Iteration 1850,episodic return 3645.2146828159007, reward_pressure: 0.5992000000000003
Processed Iteration 1900,episodic return 3652.217409927793, reward_pressure: 0.5791999999999993
Processed Iteration 1950,episodic return 3700.699655418723, reward_pressure: 0.559199999999999
Processed Iteration 2000,episodic return 3676.3871145719354, reward_pressure: 0.5391999999999992
