Processed Iteration 50,episodic return -189.49372445709946, reward_pressure: 1.0
Processed Iteration 100,episodic return 363.7621428318941, reward_pressure: 1.0
Processed Iteration 150,episodic return 971.02955967962, reward_pressure: 1.0
Processed Iteration 200,episodic return 1621.440922425616, reward_pressure: 1.0
Processed Iteration 250,episodic return 1946.6551770385988, reward_pressure: 1.0
Processed Iteration 300,episodic return 1781.692461439242, reward_pressure: 0.9955999999999993
Processed Iteration 350,episodic return 1637.834846163453, reward_pressure: 0.9791999999999993
Processed Iteration 400,episodic return 2153.0895462308745, reward_pressure: 0.9763999999999998
Processed Iteration 450,episodic return 2174.4449756980875, reward_pressure: 0.9671999999999994
Processed Iteration 500,episodic return 2256.6220267573485, reward_pressure: 0.9732000000000004
Processed Iteration 550,episodic return 2365.4260755924547, reward_pressure: 0.9795999999999992
Processed Iteration 600,episodic return 2315.024844295534, reward_pressure: 0.9596000000000007
Processed Iteration 650,episodic return 2375.045954779476, reward_pressure: 0.9395999999999997
Processed Iteration 700,episodic return 2473.4273191146904, reward_pressure: 0.9359999999999996
Processed Iteration 750,episodic return 2311.318863221079, reward_pressure: 0.924000000000001
Processed Iteration 800,episodic return 2437.4608394212496, reward_pressure: 0.9039999999999992
Processed Iteration 850,episodic return 2346.2508518962704, reward_pressure: 0.8840000000000002
Processed Iteration 900,episodic return 2476.9678148245753, reward_pressure: 0.8639999999999997
Processed Iteration 950,episodic return 2465.7459417927025, reward_pressure: 0.8535999999999997
Processed Iteration 1000,episodic return 2444.730353898631, reward_pressure: 0.8732000000000002
Processed Iteration 1050,episodic return 2621.0732177485797, reward_pressure: 0.8760000000000002
Processed Iteration 1100,episodic return 2530.3906481494473, reward_pressure: 0.8707999999999995
Processed Iteration 1150,episodic return 2451.734443632683, reward_pressure: 0.8508000000000004
Processed Iteration 1200,episodic return 2518.183600756581, reward_pressure: 0.8563999999999996
Processed Iteration 1250,episodic return 2641.6568568840758, reward_pressure: 0.8436000000000007
Processed Iteration 1300,episodic return 2629.52463443515, reward_pressure: 0.8236000000000001
Processed Iteration 1350,episodic return 2595.3670354991364, reward_pressure: 0.8035999999999999
Processed Iteration 1400,episodic return 2618.9299171987564, reward_pressure: 0.7836000000000004
Processed Iteration 1450,episodic return 2662.4279608207908, reward_pressure: 0.7784000000000004
Processed Iteration 1500,episodic return 2696.8144621598212, reward_pressure: 0.7651999999999987
Processed Iteration 1550,episodic return 2580.10259060154, reward_pressure: 0.7451999999999996
Processed Iteration 1600,episodic return 2464.3122261312624, reward_pressure: 0.7251999999999993
Processed Iteration 1650,episodic return 2607.2380462558745, reward_pressure: 0.7051999999999997
Processed Iteration 1700,episodic return 2587.399031235592, reward_pressure: 0.6851999999999997
Processed Iteration 1750,episodic return 2639.5164922559657, reward_pressure: 0.6652
Processed Iteration 1800,episodic return 2548.863177988725, reward_pressure: 0.6452000000000004
Processed Iteration 1850,episodic return 2659.8837213616334, reward_pressure: 0.6252000000000002
Processed Iteration 1900,episodic return 2640.13126669318, reward_pressure: 0.6052000000000004
Processed Iteration 1950,episodic return 2714.635089977364, reward_pressure: 0.5851999999999992
Processed Iteration 2000,episodic return 2599.5681902443644, reward_pressure: 0.565199999999999
