Processed Iteration 50,episodic return -103.33788235368353, reward_pressure: 1.0
Processed Iteration 100,episodic return 564.5500388449352, reward_pressure: 1.0
Processed Iteration 150,episodic return 1234.1630113198378, reward_pressure: 1.0
Processed Iteration 200,episodic return 1552.410373168609, reward_pressure: 1.0
Processed Iteration 250,episodic return 1809.3728532077273, reward_pressure: 1.0
Processed Iteration 300,episodic return 2266.5297258478404, reward_pressure: 1.0
Processed Iteration 350,episodic return 2571.5638974088697, reward_pressure: 1.0
Processed Iteration 400,episodic return 2729.965668494571, reward_pressure: 1.0
Processed Iteration 450,episodic return 2874.2068792008813, reward_pressure: 0.9951999999999992
Processed Iteration 500,episodic return 2900.9732635905266, reward_pressure: 1.0
Processed Iteration 550,episodic return 2941.2369680230995, reward_pressure: 0.9919999999999998
Processed Iteration 600,episodic return 3108.2168450289587, reward_pressure: 1.0
Processed Iteration 650,episodic return 3057.705570825552, reward_pressure: 0.989599999999999
Processed Iteration 700,episodic return 3210.8277535907237, reward_pressure: 1.0
Processed Iteration 750,episodic return 3152.258934167421, reward_pressure: 0.9948000000000001
Processed Iteration 800,episodic return 3129.3081197842534, reward_pressure: 0.987999999999999
Processed Iteration 850,episodic return 3091.3323287278954, reward_pressure: 0.9680000000000005
Processed Iteration 900,episodic return 3055.810927629497, reward_pressure: 0.9479999999999998
Processed Iteration 950,episodic return 3157.7289059590867, reward_pressure: 0.9280000000000009
Processed Iteration 1000,episodic return 3073.3291509893384, reward_pressure: 0.9079999999999991
Processed Iteration 1050,episodic return 3102.274703272165, reward_pressure: 0.8880000000000003
Processed Iteration 1100,episodic return 3144.7821041406905, reward_pressure: 0.8679999999999995
Processed Iteration 1150,episodic return 3207.2329396963287, reward_pressure: 0.8480000000000006
Processed Iteration 1200,episodic return 3194.3470415587735, reward_pressure: 0.8280000000000001
Processed Iteration 1250,episodic return 3140.1286206561444, reward_pressure: 0.8396000000000007
Processed Iteration 1300,episodic return 3005.3854462346285, reward_pressure: 0.8204000000000002
Processed Iteration 1350,episodic return 3048.5634159454744, reward_pressure: 0.8003999999999998
Processed Iteration 1400,episodic return 2977.5275972579407, reward_pressure: 0.7804000000000005
Processed Iteration 1450,episodic return 3140.753702042729, reward_pressure: 0.7603999999999987
Processed Iteration 1500,episodic return 3168.668989471997, reward_pressure: 0.7403999999999996
Processed Iteration 1550,episodic return 2998.99416841542, reward_pressure: 0.720399999999999
Processed Iteration 1600,episodic return 3034.278500941196, reward_pressure: 0.7003999999999997
Processed Iteration 1650,episodic return 2951.8512962444693, reward_pressure: 0.6803999999999997
Processed Iteration 1700,episodic return 3042.4040616023135, reward_pressure: 0.6603999999999999
Processed Iteration 1750,episodic return 3084.339417341338, reward_pressure: 0.6404000000000003
Processed Iteration 1800,episodic return 2966.831518862741, reward_pressure: 0.6204000000000002
Processed Iteration 1850,episodic return 2977.4478431122907, reward_pressure: 0.6004000000000005
Processed Iteration 1900,episodic return 2999.7801378803747, reward_pressure: 0.5803999999999992
Processed Iteration 1950,episodic return 3240.260291171757, reward_pressure: 0.560399999999999
Processed Iteration 2000,episodic return 3467.154664579725, reward_pressure: 0.6231999999999998
