Processed Iteration 50,episodic return 93.98460611461286, reward_pressure: 1.0
Processed Iteration 100,episodic return 146.7734003151823, reward_pressure: 1.0
Processed Iteration 150,episodic return 211.40723469021495, reward_pressure: 1.0
Processed Iteration 200,episodic return 226.5653907537791, reward_pressure: 0.983000000000001
Processed Iteration 250,episodic return 281.3769719453292, reward_pressure: 0.986
Processed Iteration 300,episodic return 251.46589311285967, reward_pressure: 0.9700000000000009
Processed Iteration 350,episodic return 265.4425590865441, reward_pressure: 0.919999999999999
Processed Iteration 400,episodic return 313.0192411441496, reward_pressure: 0.8700000000000009
Processed Iteration 450,episodic return 324.0902126124077, reward_pressure: 0.8290000000000003
Processed Iteration 500,episodic return 354.0794275172842, reward_pressure: 0.8800000000000003
Processed Iteration 550,episodic return 417.1247443041593, reward_pressure: 0.96
Processed Iteration 600,episodic return 445.3120506542046, reward_pressure: 1.0
Processed Iteration 650,episodic return 1094.48436791127, reward_pressure: 1.0
Processed Iteration 700,episodic return 3298.7595332933506, reward_pressure: 1.0
Processed Iteration 750,episodic return 6214.0061391193485, reward_pressure: 0.995
Processed Iteration 800,episodic return 2479.905981944108, reward_pressure: 0.9770000000000009
Processed Iteration 850,episodic return 3397.750243157192, reward_pressure: 0.9269999999999992
Processed Iteration 900,episodic return 4550.8912517743365, reward_pressure: 0.9569999999999997
Processed Iteration 950,episodic return 4447.459581667117, reward_pressure: 0.9860000000000008
Processed Iteration 1000,episodic return 3186.109248069144, reward_pressure: 0.9359999999999994
Processed Iteration 1050,episodic return 4306.239724831522, reward_pressure: 0.92
Processed Iteration 1100,episodic return 5481.114213315734, reward_pressure: 0.9990000000000001
Processed Iteration 1150,episodic return 6711.369457661944, reward_pressure: 0.9980000000000001
Processed Iteration 1200,episodic return 7608.867908744197, reward_pressure: 0.9679999999999996
Processed Iteration 1250,episodic return 5831.8655703351205, reward_pressure: 0.982000000000001
Processed Iteration 1300,episodic return 7241.436898523259, reward_pressure: 0.9319999999999992
Processed Iteration 1350,episodic return 6205.3874208824745, reward_pressure: 0.9390000000000006
Processed Iteration 1400,episodic return 7533.630728362328, reward_pressure: 0.9109999999999991
Processed Iteration 1450,episodic return 7237.437656225943, reward_pressure: 0.8610000000000008
Processed Iteration 1500,episodic return 7440.332460130897, reward_pressure: 0.8109999999999998
Processed Iteration 1550,episodic return 7786.455699859592, reward_pressure: 0.7609999999999999
Processed Iteration 1600,episodic return 8112.296984600511, reward_pressure: 0.7109999999999999
Processed Iteration 1650,episodic return 8636.075437921882, reward_pressure: 0.6609999999999993
Processed Iteration 1700,episodic return 9002.658239261087, reward_pressure: 0.6110000000000005
Processed Iteration 1750,episodic return 9359.700688735731, reward_pressure: 0.5609999999999998
Processed Iteration 1800,episodic return 8990.8695360956, reward_pressure: 0.5109999999999999
Processed Iteration 1850,episodic return 7293.068129433837, reward_pressure: 0.46099999999999935
Processed Iteration 1900,episodic return 5958.109300475552, reward_pressure: 0.41099999999999964
Processed Iteration 1950,episodic return 6995.342928614704, reward_pressure: 0.3609999999999998
Processed Iteration 2000,episodic return 6195.494957812356, reward_pressure: 0.31099999999999933
