Processed Iteration 50,episodic return -76.36434683751571, reward_pressure: 1.0
Processed Iteration 100,episodic return 582.8846428318735, reward_pressure: 1.0
Processed Iteration 150,episodic return 1162.2686174707371, reward_pressure: 1.0
Processed Iteration 200,episodic return 1590.8689710843582, reward_pressure: 1.0
Processed Iteration 250,episodic return 1829.0249972860297, reward_pressure: 1.0
Processed Iteration 300,episodic return 2068.71996730555, reward_pressure: 1.0
Processed Iteration 350,episodic return 2122.1465715045797, reward_pressure: 0.9900000000000005
Processed Iteration 400,episodic return 2258.1351721694796, reward_pressure: 0.9749999999999998
Processed Iteration 450,episodic return 2249.978775480393, reward_pressure: 0.9980000000000001
Processed Iteration 500,episodic return 2200.8429490669655, reward_pressure: 0.9480000000000004
Processed Iteration 550,episodic return 2272.435110661883, reward_pressure: 0.8979999999999992
Processed Iteration 600,episodic return 2202.9413342740886, reward_pressure: 0.8480000000000005
Processed Iteration 650,episodic return 2275.6246472746657, reward_pressure: 0.7979999999999998
Processed Iteration 700,episodic return 2112.57238480086, reward_pressure: 0.748
Processed Iteration 750,episodic return 2156.9730403630906, reward_pressure: 0.6979999999999995
Processed Iteration 800,episodic return 2369.9665915865885, reward_pressure: 0.6479999999999992
Processed Iteration 850,episodic return 2333.3815444588613, reward_pressure: 0.5980000000000004
Processed Iteration 900,episodic return 2360.002174359633, reward_pressure: 0.5479999999999999
Processed Iteration 950,episodic return 2387.173866707663, reward_pressure: 0.4979999999999999
Processed Iteration 1000,episodic return 2091.9773492538584, reward_pressure: 0.44799999999999934
Processed Iteration 1050,episodic return 2358.383254420047, reward_pressure: 0.3979999999999997
Processed Iteration 1100,episodic return 2569.0966651323133, reward_pressure: 0.3479999999999997
Processed Iteration 1150,episodic return 2342.9437349137447, reward_pressure: 0.2979999999999994
Processed Iteration 1200,episodic return 2247.9880494732606, reward_pressure: 0.24799999999999983
Processed Iteration 1250,episodic return 2296.8746091776975, reward_pressure: 0.1979999999999995
Processed Iteration 1300,episodic return 2352.8416949349908, reward_pressure: 0.14799999999999955
Processed Iteration 1350,episodic return 2318.9663662959365, reward_pressure: 0.09799999999999967
Processed Iteration 1400,episodic return 2373.739885005357, reward_pressure: 0.04799999999999969
Processed Iteration 1450,episodic return 2449.5158496936583, reward_pressure: 0.0
Processed Iteration 1500,episodic return 2383.3006159359406, reward_pressure: 0.0
Processed Iteration 1550,episodic return 2410.7899206656434, reward_pressure: 0.0
Processed Iteration 1600,episodic return 2502.750004443563, reward_pressure: 0.0
Processed Iteration 1650,episodic return 2520.822258824298, reward_pressure: 0.0
Processed Iteration 1700,episodic return 2537.9894789339724, reward_pressure: 0.0
Processed Iteration 1750,episodic return 2593.5878035956493, reward_pressure: 0.0
Processed Iteration 1800,episodic return 2394.1994976712745, reward_pressure: 0.0
Processed Iteration 1850,episodic return 2535.4121416159815, reward_pressure: 0.0
Processed Iteration 1900,episodic return 2471.56144133678, reward_pressure: 0.0
Processed Iteration 1950,episodic return 2501.404678331893, reward_pressure: 0.0
Processed Iteration 2000,episodic return 2513.969933931385, reward_pressure: 0.0
