Processed Iteration 50,episodic return -108.818541047992, reward_pressure: 1.0
Processed Iteration 100,episodic return 329.231117527551, reward_pressure: 1.0
Processed Iteration 150,episodic return 1527.4772415949087, reward_pressure: 1.0
Processed Iteration 200,episodic return 1898.856669195368, reward_pressure: 1.0
Processed Iteration 250,episodic return 2237.585847439576, reward_pressure: 1.0
Processed Iteration 300,episodic return 2232.800814175704, reward_pressure: 0.990399999999999
Processed Iteration 350,episodic return 2234.280499520652, reward_pressure: 0.9704000000000005
Processed Iteration 400,episodic return 2315.9633161507413, reward_pressure: 0.9507999999999999
Processed Iteration 450,episodic return 2489.2029930634885, reward_pressure: 0.9764000000000004
Processed Iteration 500,episodic return 2725.1127972685267, reward_pressure: 1.0
Processed Iteration 550,episodic return 2463.4391054509692, reward_pressure: 0.9831999999999991
Processed Iteration 600,episodic return 2835.1352514248288, reward_pressure: 0.9723999999999997
Processed Iteration 650,episodic return 3215.638817642742, reward_pressure: 1.0
Processed Iteration 700,episodic return 3724.5546232652496, reward_pressure: 1.0
Processed Iteration 750,episodic return 3797.577072502203, reward_pressure: 1.0
Processed Iteration 800,episodic return 3761.5839623000343, reward_pressure: 1.0
Processed Iteration 850,episodic return 3748.093896438051, reward_pressure: 0.9839999999999991
Processed Iteration 900,episodic return 3536.847389847482, reward_pressure: 0.9640000000000006
Processed Iteration 950,episodic return 3991.518710544709, reward_pressure: 0.9464
Processed Iteration 1000,episodic return 3781.5457563913083, reward_pressure: 0.9576000000000003
Processed Iteration 1050,episodic return 3900.0263231882122, reward_pressure: 0.9376000000000001
Processed Iteration 1100,episodic return 3659.2072925255716, reward_pressure: 0.9176000000000006
Processed Iteration 1150,episodic return 3676.8291861059815, reward_pressure: 0.8975999999999996
Processed Iteration 1200,episodic return 3573.2637268989656, reward_pressure: 0.8775999999999997
Processed Iteration 1250,episodic return 3698.712855507075, reward_pressure: 0.8575999999999999
Processed Iteration 1300,episodic return 3739.335765747881, reward_pressure: 0.8376000000000002
Processed Iteration 1350,episodic return 3729.315054046977, reward_pressure: 0.8175999999999998
Processed Iteration 1400,episodic return 3573.344151449615, reward_pressure: 0.7976000000000002
Processed Iteration 1450,episodic return 3467.999622534163, reward_pressure: 0.7776000000000001
Processed Iteration 1500,episodic return 3572.9711844821704, reward_pressure: 0.7575999999999994
Processed Iteration 1550,episodic return 3699.8541716603736, reward_pressure: 0.7375999999999991
Processed Iteration 1600,episodic return 3598.3903376963226, reward_pressure: 0.7175999999999995
Processed Iteration 1650,episodic return 3531.3470356096923, reward_pressure: 0.6975999999999993
Processed Iteration 1700,episodic return 3732.4501405058477, reward_pressure: 0.6775999999999996
Processed Iteration 1750,episodic return 3818.389850977382, reward_pressure: 0.6576000000000001
Processed Iteration 1800,episodic return 3740.2543404405133, reward_pressure: 0.6376000000000004
Processed Iteration 1850,episodic return 3358.2229525956022, reward_pressure: 0.6176000000000001
Processed Iteration 1900,episodic return 2803.3794192642254, reward_pressure: 0.5976
Processed Iteration 1950,episodic return 2929.460824948504, reward_pressure: 0.5775999999999992
Processed Iteration 2000,episodic return 2882.2014543239184, reward_pressure: 0.5575999999999991
