Processed Iteration 50,episodic return 24.407946500057214, reward_pressure: 1.0
Processed Iteration 100,episodic return 686.8320839837569, reward_pressure: 1.0
Processed Iteration 150,episodic return 1184.5608918098571, reward_pressure: 1.0
Processed Iteration 200,episodic return 2020.9636954220498, reward_pressure: 1.0
Processed Iteration 250,episodic return 2392.8302931236867, reward_pressure: 1.0
Processed Iteration 300,episodic return 2499.6226717180275, reward_pressure: 1.0
Processed Iteration 350,episodic return 2520.407724591858, reward_pressure: 0.9550000000000005
Processed Iteration 400,episodic return 2618.504818035438, reward_pressure: 1.0
Processed Iteration 450,episodic return 2684.5777126439116, reward_pressure: 0.9990000000000001
Processed Iteration 500,episodic return 2937.9078105259164, reward_pressure: 1.0
Processed Iteration 550,episodic return 2986.8106774617177, reward_pressure: 0.9870000000000005
Processed Iteration 600,episodic return 3019.366915083129, reward_pressure: 1.0
Processed Iteration 650,episodic return 3074.100743853955, reward_pressure: 0.9920000000000004
Processed Iteration 700,episodic return 3100.3131886769515, reward_pressure: 0.9419999999999998
Processed Iteration 750,episodic return 3152.1267578572274, reward_pressure: 0.9789999999999999
Processed Iteration 800,episodic return 3212.8634011860604, reward_pressure: 0.9680000000000009
Processed Iteration 850,episodic return 3264.976301474224, reward_pressure: 0.93
Processed Iteration 900,episodic return 3318.4878856696287, reward_pressure: 0.995
Processed Iteration 950,episodic return 3364.8702776730665, reward_pressure: 0.983000000000001
Processed Iteration 1000,episodic return 3330.176294215309, reward_pressure: 0.9329999999999993
Processed Iteration 1050,episodic return 3243.4292478716666, reward_pressure: 0.8830000000000001
Processed Iteration 1100,episodic return 3258.389230983055, reward_pressure: 0.8329999999999997
Processed Iteration 1150,episodic return 3162.8636766138975, reward_pressure: 0.7830000000000003
Processed Iteration 1200,episodic return 3206.0548813921723, reward_pressure: 0.7330000000000001
Processed Iteration 1250,episodic return 3156.4070186552835, reward_pressure: 0.6829999999999992
Processed Iteration 1300,episodic return 3176.691716966371, reward_pressure: 0.6330000000000001
Processed Iteration 1350,episodic return 3233.9304954527142, reward_pressure: 0.5830000000000002
Processed Iteration 1400,episodic return 3178.9018462758772, reward_pressure: 0.5329999999999997
Processed Iteration 1450,episodic return 3065.809427560529, reward_pressure: 0.4829999999999997
Processed Iteration 1500,episodic return 3014.32979075004, reward_pressure: 0.43299999999999916
Processed Iteration 1550,episodic return 3062.6646644682805, reward_pressure: 0.38299999999999995
Processed Iteration 1600,episodic return 3122.268238384547, reward_pressure: 0.33299999999999946
Processed Iteration 1650,episodic return 3135.741510998578, reward_pressure: 0.2829999999999997
Processed Iteration 1700,episodic return 3178.845542924659, reward_pressure: 0.23299999999999962
Processed Iteration 1750,episodic return 3085.6153226818874, reward_pressure: 0.18299999999999966
Processed Iteration 1800,episodic return 3244.5165224578177, reward_pressure: 0.1329999999999996
Processed Iteration 1850,episodic return 3373.8049018211605, reward_pressure: 0.09899999999999967
Processed Iteration 1900,episodic return 3319.930991424588, reward_pressure: 0.0839999999999997
Processed Iteration 1950,episodic return 3237.3270134666677, reward_pressure: 0.033999999999999767
Processed Iteration 2000,episodic return 3248.8395410028893, reward_pressure: 0.0
