Processed Iteration 50,episodic return 113.55088110589207, reward_pressure: 1.0
Processed Iteration 100,episodic return 415.0929901195682, reward_pressure: 1.0
Processed Iteration 150,episodic return 736.4417639431059, reward_pressure: 0.9960000000000002
Processed Iteration 200,episodic return 832.6633663367173, reward_pressure: 1.0
Processed Iteration 250,episodic return 928.0200650159859, reward_pressure: 1.0
Processed Iteration 300,episodic return 1065.2076044752491, reward_pressure: 1.0
Processed Iteration 350,episodic return 1299.6444509415253, reward_pressure: 1.0
Processed Iteration 400,episodic return 1366.8772872113925, reward_pressure: 1.0
Processed Iteration 450,episodic return 1469.8077664104246, reward_pressure: 1.0
Processed Iteration 500,episodic return 1414.2811452247279, reward_pressure: 1.0
Processed Iteration 550,episodic return 1413.1931177117865, reward_pressure: 1.0
Processed Iteration 600,episodic return 1441.783721847885, reward_pressure: 0.9610000000000006
Processed Iteration 650,episodic return 1529.9037445912086, reward_pressure: 0.99
Processed Iteration 700,episodic return 1497.632006548687, reward_pressure: 0.9640000000000007
Processed Iteration 750,episodic return 1507.8062933870149, reward_pressure: 0.913999999999999
Processed Iteration 800,episodic return 1513.574949335676, reward_pressure: 0.8640000000000009
Processed Iteration 850,episodic return 1437.5213512150501, reward_pressure: 0.8139999999999996
Processed Iteration 900,episodic return 1516.687795791316, reward_pressure: 0.7649999999999999
Processed Iteration 950,episodic return 1531.529767556906, reward_pressure: 0.7989999999999998
Processed Iteration 1000,episodic return 1500.3910386515047, reward_pressure: 0.7489999999999999
Processed Iteration 1050,episodic return 1399.464968542343, reward_pressure: 0.6989999999999996
Processed Iteration 1100,episodic return 1462.9714770492722, reward_pressure: 0.6489999999999992
Processed Iteration 1150,episodic return 1516.967861848927, reward_pressure: 0.5990000000000004
Processed Iteration 1200,episodic return 1604.7703002163437, reward_pressure: 0.5489999999999999
Processed Iteration 1250,episodic return 1418.5084020236961, reward_pressure: 0.4989999999999999
Processed Iteration 1300,episodic return 1591.3223504355649, reward_pressure: 0.4669999999999996
Processed Iteration 1350,episodic return 1587.871717830467, reward_pressure: 0.5420000000000001
Processed Iteration 1400,episodic return 1532.3038393681416, reward_pressure: 0.5880000000000003
Processed Iteration 1450,episodic return 1547.7269674665147, reward_pressure: 0.5379999999999998
Processed Iteration 1500,episodic return 1623.112679536125, reward_pressure: 0.48799999999999977
Processed Iteration 1550,episodic return 1629.7428341764046, reward_pressure: 0.43799999999999917
Processed Iteration 1600,episodic return 1575.8194011344071, reward_pressure: 0.3880000000000001
Processed Iteration 1650,episodic return 1468.805895914228, reward_pressure: 0.3379999999999995
Processed Iteration 1700,episodic return 1600.0740772392937, reward_pressure: 0.2879999999999996
Processed Iteration 1750,episodic return 1465.4953764254806, reward_pressure: 0.23799999999999968
Processed Iteration 1800,episodic return 1399.7112415480108, reward_pressure: 0.23399999999999987
Processed Iteration 1850,episodic return 1556.7817726633566, reward_pressure: 0.21599999999999941
Processed Iteration 1900,episodic return 1578.8916412578278, reward_pressure: 0.1659999999999996
Processed Iteration 1950,episodic return 1605.0943936623603, reward_pressure: 0.11599999999999966
Processed Iteration 2000,episodic return 1610.6491800238955, reward_pressure: 0.06599999999999973
