Processed Iteration 50,episodic return -199.13878994701616, reward_pressure: 1.0
Processed Iteration 100,episodic return 118.03119371273033, reward_pressure: 1.0
Processed Iteration 150,episodic return 649.1923830952925, reward_pressure: 1.0
Processed Iteration 200,episodic return 1524.4061900597742, reward_pressure: 1.0
Processed Iteration 250,episodic return 1879.6774194547493, reward_pressure: 1.0
Processed Iteration 300,episodic return 1789.3330797722656, reward_pressure: 0.9910000000000005
Processed Iteration 350,episodic return 2086.939033294143, reward_pressure: 0.9869999999999999
Processed Iteration 400,episodic return 2268.7217676250257, reward_pressure: 1.0
Processed Iteration 450,episodic return 2145.3118340376877, reward_pressure: 1.0
Processed Iteration 500,episodic return 2415.885017555111, reward_pressure: 1.0
Processed Iteration 550,episodic return 2527.346277679586, reward_pressure: 0.9920000000000004
Processed Iteration 600,episodic return 2247.8043607858426, reward_pressure: 0.9419999999999998
Processed Iteration 650,episodic return 2468.679036728977, reward_pressure: 0.9290000000000006
Processed Iteration 700,episodic return 2644.3239015917006, reward_pressure: 0.991
Processed Iteration 750,episodic return 2720.5655106899603, reward_pressure: 0.9610000000000005
Processed Iteration 800,episodic return 3017.157608407762, reward_pressure: 0.9980000000000001
Processed Iteration 850,episodic return 2901.6604109678224, reward_pressure: 0.9480000000000004
Processed Iteration 900,episodic return 3046.113430027737, reward_pressure: 0.8979999999999992
Processed Iteration 950,episodic return 2953.1546999247757, reward_pressure: 0.8859999999999991
Processed Iteration 1000,episodic return 2746.9061408200996, reward_pressure: 0.8640000000000009
Processed Iteration 1050,episodic return 3004.314361779038, reward_pressure: 0.8139999999999996
Processed Iteration 1100,episodic return 2992.349005053506, reward_pressure: 0.7639999999999999
Processed Iteration 1150,episodic return 2963.1846195964986, reward_pressure: 0.714
Processed Iteration 1200,episodic return 2921.5322971703276, reward_pressure: 0.6909999999999998
Processed Iteration 1250,episodic return 2860.7367100470015, reward_pressure: 0.6729999999999989
Processed Iteration 1300,episodic return 2950.0304651616425, reward_pressure: 0.6230000000000007
Processed Iteration 1350,episodic return 3024.694523300156, reward_pressure: 0.5730000000000001
Processed Iteration 1400,episodic return 2903.589988558923, reward_pressure: 0.5229999999999998
Processed Iteration 1450,episodic return 2963.7777691054735, reward_pressure: 0.47299999999999953
Processed Iteration 1500,episodic return 3011.798379853341, reward_pressure: 0.4229999999999995
Processed Iteration 1550,episodic return 2951.7437272381335, reward_pressure: 0.37299999999999983
Processed Iteration 1600,episodic return 2923.1313494437677, reward_pressure: 0.38099999999999973
Processed Iteration 1650,episodic return 3006.048364126508, reward_pressure: 0.3689999999999998
Processed Iteration 1700,episodic return 3009.5684300634084, reward_pressure: 0.3189999999999993
Processed Iteration 1750,episodic return 2952.416767248268, reward_pressure: 0.2689999999999999
Processed Iteration 1800,episodic return 3055.396294834965, reward_pressure: 0.21899999999999942
Processed Iteration 1850,episodic return 3018.6629838125805, reward_pressure: 0.1689999999999996
Processed Iteration 1900,episodic return 2576.1992337314946, reward_pressure: 0.11899999999999965
Processed Iteration 1950,episodic return 2948.8967687214167, reward_pressure: 0.06899999999999974
Processed Iteration 2000,episodic return 3010.342371301935, reward_pressure: 0.09199999999999965
