Processed Iteration 50,episodic return 171.4337659545923, reward_pressure: 1.0
Processed Iteration 100,episodic return 403.5625745522499, reward_pressure: 1.0
Processed Iteration 150,episodic return 920.318300253639, reward_pressure: 1.0
Processed Iteration 200,episodic return 1018.5180314624001, reward_pressure: 1.0
Processed Iteration 250,episodic return 1030.3377966108646, reward_pressure: 1.0
Processed Iteration 300,episodic return 1049.377072069894, reward_pressure: 1.0
Processed Iteration 350,episodic return 1071.30071758516, reward_pressure: 1.0
Processed Iteration 400,episodic return 1082.7751678967409, reward_pressure: 1.0
Processed Iteration 450,episodic return 1099.9453372849143, reward_pressure: 1.0
Processed Iteration 500,episodic return 1101.4190506314683, reward_pressure: 1.0
Processed Iteration 550,episodic return 1102.8392004030318, reward_pressure: 1.0
Processed Iteration 600,episodic return 1103.8120724643916, reward_pressure: 1.0
Processed Iteration 650,episodic return 1103.8610203890462, reward_pressure: 1.0
Processed Iteration 700,episodic return 1105.0560683642987, reward_pressure: 1.0
Processed Iteration 750,episodic return 1103.0714146535163, reward_pressure: 1.0
Processed Iteration 800,episodic return 1103.6274635551563, reward_pressure: 1.0
Processed Iteration 850,episodic return 1104.7179684396892, reward_pressure: 1.0
Processed Iteration 900,episodic return 1103.5284684156888, reward_pressure: 1.0
Processed Iteration 950,episodic return 1103.3028359682778, reward_pressure: 1.0
Processed Iteration 1000,episodic return 1104.163878658082, reward_pressure: 1.0
Processed Iteration 1050,episodic return 1104.7524653745925, reward_pressure: 1.0
Processed Iteration 1100,episodic return 1102.5847321562621, reward_pressure: 1.0
Processed Iteration 1150,episodic return 1100.1873199638203, reward_pressure: 1.0
Processed Iteration 1200,episodic return 1101.8405472475536, reward_pressure: 1.0
Processed Iteration 1250,episodic return 1102.9026140669562, reward_pressure: 1.0
Processed Iteration 1300,episodic return 1103.4003470593732, reward_pressure: 1.0
Processed Iteration 1350,episodic return 1104.0563154701742, reward_pressure: 1.0
Processed Iteration 1400,episodic return 1102.9857325000864, reward_pressure: 1.0
Processed Iteration 1450,episodic return 1103.086624080297, reward_pressure: 1.0
Processed Iteration 1500,episodic return 1102.678364333716, reward_pressure: 1.0
Processed Iteration 1550,episodic return 1104.6449136466115, reward_pressure: 1.0
Processed Iteration 1600,episodic return 1105.578955801563, reward_pressure: 1.0
Processed Iteration 1650,episodic return 1105.235526036517, reward_pressure: 1.0
Processed Iteration 1700,episodic return 1105.2566613430206, reward_pressure: 1.0
Processed Iteration 1750,episodic return 1104.626048026721, reward_pressure: 1.0
Processed Iteration 1800,episodic return 1103.8647856072175, reward_pressure: 1.0
Processed Iteration 1850,episodic return 1105.3366156081318, reward_pressure: 1.0
Processed Iteration 1900,episodic return 1104.1564409761647, reward_pressure: 1.0
Processed Iteration 1950,episodic return 1107.179802358212, reward_pressure: 1.0
Processed Iteration 2000,episodic return 1106.2624764170596, reward_pressure: 1.0
Processed Iteration 2050,episodic return 1107.849157284532, reward_pressure: 1.0
Processed Iteration 2100,episodic return 1106.7378396846427, reward_pressure: 1.0
Processed Iteration 2150,episodic return 1106.829474359943, reward_pressure: 1.0
Processed Iteration 2200,episodic return 1105.8280858030128, reward_pressure: 1.0
Processed Iteration 2250,episodic return 1102.040251692188, reward_pressure: 1.0
Processed Iteration 2300,episodic return 1101.3091535129402, reward_pressure: 1.0
Processed Iteration 2350,episodic return 1098.0696885717612, reward_pressure: 1.0
Processed Iteration 2400,episodic return 1098.5668203515079, reward_pressure: 1.0
Processed Iteration 2450,episodic return 1100.7767735248237, reward_pressure: 1.0
Processed Iteration 2500,episodic return 1102.279964489422, reward_pressure: 1.0
Processed Iteration 2550,episodic return 1103.849782104664, reward_pressure: 1.0
Processed Iteration 2600,episodic return 1106.3420316203662, reward_pressure: 1.0
Processed Iteration 2650,episodic return 1105.9367589943788, reward_pressure: 1.0
Processed Iteration 2700,episodic return 1106.45627932315, reward_pressure: 1.0
Processed Iteration 2750,episodic return 1108.3122671336673, reward_pressure: 1.0
Processed Iteration 2800,episodic return 1107.479117610804, reward_pressure: 1.0
Processed Iteration 2850,episodic return 1109.080674196008, reward_pressure: 1.0
Processed Iteration 2900,episodic return 1109.1573633231349, reward_pressure: 1.0
Processed Iteration 2950,episodic return 1107.6715770984276, reward_pressure: 1.0
Processed Iteration 3000,episodic return 1108.4928298025347, reward_pressure: 1.0
