Processed Iteration 50,episodic return -42.8001503025722, reward_pressure: 1.0
Processed Iteration 100,episodic return 505.14026452711204, reward_pressure: 1.0
Processed Iteration 150,episodic return 717.0601156566589, reward_pressure: 1.0
Processed Iteration 200,episodic return 846.2607676983572, reward_pressure: 1.0
Processed Iteration 250,episodic return 911.6829608359399, reward_pressure: 1.0
Processed Iteration 300,episodic return 938.1225806902971, reward_pressure: 1.0
Processed Iteration 350,episodic return 956.7464543971125, reward_pressure: 0.9990000000000001
Processed Iteration 400,episodic return 986.1183823443884, reward_pressure: 1.0
Processed Iteration 450,episodic return 1023.8978019150318, reward_pressure: 0.9510000000000006
Processed Iteration 500,episodic return 981.8085231457908, reward_pressure: 0.9390000000000006
Processed Iteration 550,episodic return 977.7517028934583, reward_pressure: 0.9119999999999991
Processed Iteration 600,episodic return 999.4072407996455, reward_pressure: 0.8620000000000009
Processed Iteration 650,episodic return 968.2580776014313, reward_pressure: 0.8119999999999997
Processed Iteration 700,episodic return 1025.4849458241715, reward_pressure: 0.7619999999999999
Processed Iteration 750,episodic return 1010.7979447023882, reward_pressure: 0.7269999999999996
Processed Iteration 800,episodic return 991.0805313057851, reward_pressure: 0.7350000000000001
Processed Iteration 850,episodic return 1009.3781474198893, reward_pressure: 0.6849999999999992
Processed Iteration 900,episodic return 1013.0997016700967, reward_pressure: 0.635
Processed Iteration 950,episodic return 1032.4772681085553, reward_pressure: 0.5850000000000002
Processed Iteration 1000,episodic return 997.7580367671753, reward_pressure: 0.5349999999999997
Processed Iteration 1050,episodic return 1020.8742775855152, reward_pressure: 0.4849999999999997
Processed Iteration 1100,episodic return 979.8826080891542, reward_pressure: 0.43499999999999917
Processed Iteration 1150,episodic return 981.5504914084994, reward_pressure: 0.3850000000000001
Processed Iteration 1200,episodic return 983.8486155638864, reward_pressure: 0.3349999999999995
Processed Iteration 1250,episodic return 1001.6707273065655, reward_pressure: 0.2849999999999997
Processed Iteration 1300,episodic return 990.0360222706175, reward_pressure: 0.23499999999999965
Processed Iteration 1350,episodic return 988.8811666101435, reward_pressure: 0.1849999999999997
Processed Iteration 1400,episodic return 993.7257374517934, reward_pressure: 0.1349999999999996
Processed Iteration 1450,episodic return 983.2944415474167, reward_pressure: 0.0849999999999997
Processed Iteration 1500,episodic return 991.9333642607728, reward_pressure: 0.03499999999999976
Processed Iteration 1550,episodic return 995.4938498727207, reward_pressure: 0.0
Processed Iteration 1600,episodic return 1007.5388942409247, reward_pressure: 0.0
Processed Iteration 1650,episodic return 929.2623462486594, reward_pressure: 0.0
Processed Iteration 1700,episodic return 986.1261034931314, reward_pressure: 0.0
Processed Iteration 1750,episodic return 992.0701839200733, reward_pressure: 0.0
Processed Iteration 1800,episodic return 976.8282837683648, reward_pressure: 0.0
Processed Iteration 1850,episodic return 983.0589017424395, reward_pressure: 0.0
Processed Iteration 1900,episodic return 955.6129450474131, reward_pressure: 0.0
Processed Iteration 1950,episodic return 1009.9291387702195, reward_pressure: 0.0
Processed Iteration 2000,episodic return 1003.1581977821577, reward_pressure: 0.0
