Processed Iteration 50,episodic return -169.08447812519344, reward_pressure: 1.0
Processed Iteration 100,episodic return 867.0915184348587, reward_pressure: 1.0
Processed Iteration 150,episodic return 1708.6967065471265, reward_pressure: 1.0
Processed Iteration 200,episodic return 2709.791091402896, reward_pressure: 1.0
Processed Iteration 250,episodic return 3205.241624585496, reward_pressure: 1.0
Processed Iteration 300,episodic return 3857.792105233901, reward_pressure: 1.0
Processed Iteration 350,episodic return 3983.7551953690604, reward_pressure: 1.0
Processed Iteration 400,episodic return 4190.231360128087, reward_pressure: 0.9995999999999999
Processed Iteration 450,episodic return 4024.3973686817176, reward_pressure: 0.9952000000000001
Processed Iteration 500,episodic return 4219.870599895615, reward_pressure: 0.9904
Processed Iteration 550,episodic return 4256.785680040372, reward_pressure: 0.9943999999999992
Processed Iteration 600,episodic return 4098.38521460176, reward_pressure: 0.9744000000000003
Processed Iteration 650,episodic return 4075.2895791632145, reward_pressure: 0.9543999999999998
Processed Iteration 700,episodic return 4271.594710212437, reward_pressure: 0.9344000000000007
Processed Iteration 750,episodic return 4537.836716838937, reward_pressure: 0.9768000000000002
Processed Iteration 800,episodic return 4581.000919377399, reward_pressure: 0.9919999999999989
Processed Iteration 850,episodic return 4538.176625403463, reward_pressure: 0.9720000000000004
Processed Iteration 900,episodic return 4538.5406560263245, reward_pressure: 0.9519999999999997
Processed Iteration 950,episodic return 4553.89239868659, reward_pressure: 0.9320000000000008
Processed Iteration 1000,episodic return 4539.953749414612, reward_pressure: 0.9119999999999997
Processed Iteration 1050,episodic return 4525.549929578262, reward_pressure: 0.8920000000000003
Processed Iteration 1100,episodic return 4357.001401965671, reward_pressure: 0.8719999999999994
Processed Iteration 1150,episodic return 4535.456649901924, reward_pressure: 0.8520000000000004
Processed Iteration 1200,episodic return 4428.0288068223435, reward_pressure: 0.8320000000000001
Processed Iteration 1250,episodic return 4348.299862523603, reward_pressure: 0.8119999999999996
Processed Iteration 1300,episodic return 4340.742351396972, reward_pressure: 0.7920000000000006
Processed Iteration 1350,episodic return 4525.599197692498, reward_pressure: 0.7719999999999994
Processed Iteration 1400,episodic return 4572.0315803148205, reward_pressure: 0.7519999999999996
Processed Iteration 1450,episodic return 4386.632130390709, reward_pressure: 0.7319999999999993
Processed Iteration 1500,episodic return 4555.60488313661, reward_pressure: 0.7119999999999996
Processed Iteration 1550,episodic return 4560.603886243204, reward_pressure: 0.6919999999999995
Processed Iteration 1600,episodic return 4480.727674178119, reward_pressure: 0.6719999999999997
Processed Iteration 1650,episodic return 4592.005677506894, reward_pressure: 0.6520000000000001
Processed Iteration 1700,episodic return 4538.9309260515465, reward_pressure: 0.6320000000000006
Processed Iteration 1750,episodic return 4580.660988496282, reward_pressure: 0.6120000000000003
Processed Iteration 1800,episodic return 4555.629636042103, reward_pressure: 0.5919999999999992
Processed Iteration 1850,episodic return 4412.614893978197, reward_pressure: 0.5719999999999994
Processed Iteration 1900,episodic return 4430.288014358302, reward_pressure: 0.5519999999999992
Processed Iteration 1950,episodic return 4457.893767112702, reward_pressure: 0.5319999999999994
Processed Iteration 2000,episodic return 4475.018238444479, reward_pressure: 0.5119999999999998
