Processed Iteration 50,episodic return -112.47393593157923, reward_pressure: 1.0
Processed Iteration 100,episodic return 440.2682037934664, reward_pressure: 1.0
Processed Iteration 150,episodic return 1921.6236009282732, reward_pressure: 1.0
Processed Iteration 200,episodic return 2882.4714141702593, reward_pressure: 1.0
Processed Iteration 250,episodic return 3382.4786628146962, reward_pressure: 1.0
Processed Iteration 300,episodic return 3343.5928231361177, reward_pressure: 1.0
Processed Iteration 350,episodic return 3481.494857978812, reward_pressure: 0.9995999999999999
Processed Iteration 400,episodic return 3489.9123085546457, reward_pressure: 0.9975999999999996
Processed Iteration 450,episodic return 3335.888472977448, reward_pressure: 0.9775999999999996
Processed Iteration 500,episodic return 3324.9316251806054, reward_pressure: 0.9576000000000003
Processed Iteration 550,episodic return 3396.100391989329, reward_pressure: 0.9376000000000001
Processed Iteration 600,episodic return 3415.615449399686, reward_pressure: 0.9176000000000006
Processed Iteration 650,episodic return 3429.4804674481898, reward_pressure: 0.8975999999999996
Processed Iteration 700,episodic return 3503.740775112472, reward_pressure: 0.8775999999999997
Processed Iteration 750,episodic return 3466.067355875982, reward_pressure: 0.8575999999999999
Processed Iteration 800,episodic return 3434.0081044444382, reward_pressure: 0.8396000000000003
Processed Iteration 850,episodic return 3344.9575665946945, reward_pressure: 0.8380000000000003
Processed Iteration 900,episodic return 3218.2182162009667, reward_pressure: 0.8179999999999998
Processed Iteration 950,episodic return 3155.0617684542935, reward_pressure: 0.7980000000000002
Processed Iteration 1000,episodic return 3496.65090495207, reward_pressure: 0.7780000000000001
Processed Iteration 1050,episodic return 3440.2183982591378, reward_pressure: 0.7579999999999992
Processed Iteration 1100,episodic return 3243.691192962155, reward_pressure: 0.7379999999999992
Processed Iteration 1150,episodic return 3209.0970235517802, reward_pressure: 0.7179999999999995
Processed Iteration 1200,episodic return 3310.7540893271735, reward_pressure: 0.6979999999999994
Processed Iteration 1250,episodic return 3365.1738661316554, reward_pressure: 0.6779999999999995
Processed Iteration 1300,episodic return 3362.377463410694, reward_pressure: 0.6580000000000001
Processed Iteration 1350,episodic return 3298.329800468645, reward_pressure: 0.6380000000000003
Processed Iteration 1400,episodic return 3308.4902352582562, reward_pressure: 0.6180000000000001
Processed Iteration 1450,episodic return 3296.623984651123, reward_pressure: 0.5980000000000001
Processed Iteration 1500,episodic return 3311.1133238792454, reward_pressure: 0.5779999999999993
Processed Iteration 1550,episodic return 3407.1816625069514, reward_pressure: 0.557999999999999
Processed Iteration 1600,episodic return 3416.9646011325517, reward_pressure: 0.5439999999999992
Processed Iteration 1650,episodic return 3330.343230986539, reward_pressure: 0.555999999999999
Processed Iteration 1700,episodic return 3340.824425988155, reward_pressure: 0.5359999999999993
Processed Iteration 1750,episodic return 3363.127345154926, reward_pressure: 0.5159999999999997
Processed Iteration 1800,episodic return 3304.654782863183, reward_pressure: 0.496
Processed Iteration 1850,episodic return 3318.4827288562765, reward_pressure: 0.4760000000000002
Processed Iteration 1900,episodic return 3253.063863819228, reward_pressure: 0.4559999999999991
Processed Iteration 1950,episodic return 3195.2919483812348, reward_pressure: 0.4359999999999991
Processed Iteration 2000,episodic return 3304.0086683524905, reward_pressure: 0.41599999999999954
