Processed Iteration 50,episodic return -102.30021724970787, reward_pressure: 1.0
Processed Iteration 100,episodic return 557.0241838803889, reward_pressure: 1.0
Processed Iteration 150,episodic return 1001.7855843899671, reward_pressure: 1.0
Processed Iteration 200,episodic return 1612.3277419058772, reward_pressure: 1.0
Processed Iteration 250,episodic return 1907.8896209490758, reward_pressure: 1.0
Processed Iteration 300,episodic return 2148.185273219721, reward_pressure: 1.0
Processed Iteration 350,episodic return 2124.9129979767804, reward_pressure: 0.9510000000000006
Processed Iteration 400,episodic return 2135.915782291235, reward_pressure: 0.9009999999999992
Processed Iteration 450,episodic return 2144.9420296382077, reward_pressure: 0.8510000000000008
Processed Iteration 500,episodic return 2236.666598573622, reward_pressure: 0.8320000000000008
Processed Iteration 550,episodic return 2367.515115394046, reward_pressure: 0.8939999999999992
Processed Iteration 600,episodic return 2467.9185292067996, reward_pressure: 0.981
Processed Iteration 650,episodic return 2652.9594500793587, reward_pressure: 0.9990000000000001
Processed Iteration 700,episodic return 2673.562545689032, reward_pressure: 0.9490000000000005
Processed Iteration 750,episodic return 2686.902643076789, reward_pressure: 0.9280000000000007
Processed Iteration 800,episodic return 2611.3784386715315, reward_pressure: 0.921999999999999
Processed Iteration 850,episodic return 2567.689916763113, reward_pressure: 0.8929999999999996
Processed Iteration 900,episodic return 2797.4765701114557, reward_pressure: 0.9500000000000006
Processed Iteration 950,episodic return 2756.4274493710636, reward_pressure: 0.9350000000000003
Processed Iteration 1000,episodic return 2749.6088094923202, reward_pressure: 0.9940000000000003
Processed Iteration 1050,episodic return 2643.303966476297, reward_pressure: 0.9440000000000001
Processed Iteration 1100,episodic return 2685.7196714442352, reward_pressure: 0.8939999999999995
Processed Iteration 1150,episodic return 2732.5924178987166, reward_pressure: 0.8440000000000002
Processed Iteration 1200,episodic return 2821.4056447998382, reward_pressure: 0.794
Processed Iteration 1250,episodic return 2811.7982685253533, reward_pressure: 0.7440000000000002
Processed Iteration 1300,episodic return 2807.571418666501, reward_pressure: 0.6939999999999994
Processed Iteration 1350,episodic return 2769.762604861923, reward_pressure: 0.6439999999999995
Processed Iteration 1400,episodic return 2827.5816628537177, reward_pressure: 0.5940000000000003
Processed Iteration 1450,episodic return 2841.9614634057875, reward_pressure: 0.5439999999999998
Processed Iteration 1500,episodic return 2872.4926734822006, reward_pressure: 0.49399999999999983
Processed Iteration 1550,episodic return 2881.5083292144996, reward_pressure: 0.4439999999999993
Processed Iteration 1600,episodic return 2922.258437684683, reward_pressure: 0.4419999999999994
Processed Iteration 1650,episodic return 2864.5205442688625, reward_pressure: 0.4079999999999997
Processed Iteration 1700,episodic return 2825.991608135176, reward_pressure: 0.3579999999999998
Processed Iteration 1750,episodic return 2851.836066574045, reward_pressure: 0.3079999999999994
Processed Iteration 1800,episodic return 2901.4470613530934, reward_pressure: 0.29099999999999937
Processed Iteration 1850,episodic return 2909.2780410674527, reward_pressure: 0.2669999999999999
Processed Iteration 1900,episodic return 2931.254464753498, reward_pressure: 0.2849999999999994
Processed Iteration 1950,episodic return 2937.6220034998223, reward_pressure: 0.2649999999999999
Processed Iteration 2000,episodic return 2983.1236766303155, reward_pressure: 0.2909999999999994
