Processed Iteration 50,episodic return 98.03340689494635, reward_pressure: 1.0
Processed Iteration 100,episodic return 138.45602125971553, reward_pressure: 1.0
Processed Iteration 150,episodic return 180.18522004682328, reward_pressure: 1.0
Processed Iteration 200,episodic return 265.4926513160742, reward_pressure: 1.0
Processed Iteration 250,episodic return 243.02245205253573, reward_pressure: 0.9580000000000005
Processed Iteration 300,episodic return 257.4222944753612, reward_pressure: 0.9079999999999991
Processed Iteration 350,episodic return 276.0869242115642, reward_pressure: 0.8580000000000009
Processed Iteration 400,episodic return 281.363021337502, reward_pressure: 0.8079999999999998
Processed Iteration 450,episodic return 302.79862134800794, reward_pressure: 0.758
Processed Iteration 500,episodic return 292.2205829732742, reward_pressure: 0.7079999999999997
Processed Iteration 550,episodic return 323.7889005212975, reward_pressure: 0.6579999999999993
Processed Iteration 600,episodic return 319.8286469051618, reward_pressure: 0.6080000000000004
Processed Iteration 650,episodic return 364.67984672108287, reward_pressure: 0.6119999999999991
Processed Iteration 700,episodic return 432.5133321262899, reward_pressure: 0.7029999999999994
Processed Iteration 750,episodic return 579.6604706390926, reward_pressure: 0.9059999999999999
Processed Iteration 800,episodic return 572.2798011126822, reward_pressure: 1.0
Processed Iteration 850,episodic return 540.6185235161354, reward_pressure: 0.9540000000000006
Processed Iteration 900,episodic return 945.5381023125385, reward_pressure: 0.9420000000000006
Processed Iteration 950,episodic return 790.1343797809277, reward_pressure: 0.9119999999999991
Processed Iteration 1000,episodic return 1466.0855091474555, reward_pressure: 0.895000000000001
Processed Iteration 1050,episodic return 1618.5340560944346, reward_pressure: 0.9379999999999995
Processed Iteration 1100,episodic return 1027.0640598327113, reward_pressure: 0.9480000000000004
Processed Iteration 1150,episodic return 2897.270476944541, reward_pressure: 0.8979999999999992
Processed Iteration 1200,episodic return 4559.307307080073, reward_pressure: 0.862
Processed Iteration 1250,episodic return 3060.876073021095, reward_pressure: 0.9369999999999997
Processed Iteration 1300,episodic return 3426.265317487726, reward_pressure: 0.9870000000000008
Processed Iteration 1350,episodic return 5097.530906555079, reward_pressure: 0.9819999999999999
Processed Iteration 1400,episodic return 3184.8410101423865, reward_pressure: 0.9740000000000009
Processed Iteration 1450,episodic return 5765.92173789783, reward_pressure: 0.995
Processed Iteration 1500,episodic return 4318.899297404717, reward_pressure: 0.9610000000000006
Processed Iteration 1550,episodic return 7394.088607659943, reward_pressure: 0.9109999999999991
Processed Iteration 1600,episodic return 6732.062243267361, reward_pressure: 0.9410000000000005
Processed Iteration 1650,episodic return 5331.947465290936, reward_pressure: 0.9089999999999993
Processed Iteration 1700,episodic return 5901.989702563032, reward_pressure: 0.9440000000000005
Processed Iteration 1750,episodic return 2192.18515198748, reward_pressure: 0.9059999999999993
Processed Iteration 1800,episodic return 4356.210429127817, reward_pressure: 0.8560000000000008
Processed Iteration 1850,episodic return 5568.515470145964, reward_pressure: 0.8059999999999998
Processed Iteration 1900,episodic return 6459.009346690984, reward_pressure: 0.7559999999999999
Processed Iteration 1950,episodic return 8593.658409566942, reward_pressure: 0.7059999999999996
Processed Iteration 2000,episodic return 8991.504237438076, reward_pressure: 0.6559999999999994
