Processed Iteration 50,episodic return -1.9646051667632027, reward_pressure: 0.0
Processed Iteration 100,episodic return 0.888841211362251, reward_pressure: 0.0
Processed Iteration 150,episodic return -2.4808791923581883, reward_pressure: 0.0
Processed Iteration 200,episodic return -6.201601517356779, reward_pressure: 0.0
Processed Iteration 250,episodic return -9.75348977694767, reward_pressure: 0.0
Processed Iteration 300,episodic return -4.0914380213424115, reward_pressure: 0.0
Processed Iteration 350,episodic return -1.2019187443943977, reward_pressure: 0.0
Processed Iteration 400,episodic return -2.806242504699449, reward_pressure: 0.0
Processed Iteration 450,episodic return -5.044508971351804, reward_pressure: 0.0
Processed Iteration 500,episodic return 0.14453899240281956, reward_pressure: 0.0
Processed Iteration 550,episodic return -1.3007199499186293, reward_pressure: 0.0
Processed Iteration 600,episodic return -2.1276896669346783, reward_pressure: 0.0
Processed Iteration 650,episodic return -2.5232148724068755, reward_pressure: 0.0
Processed Iteration 700,episodic return -2.7416050279800404, reward_pressure: 0.0
Processed Iteration 750,episodic return -3.328909949080121, reward_pressure: 0.0
Processed Iteration 800,episodic return -5.701232876373415, reward_pressure: 0.0
Processed Iteration 850,episodic return -5.747125489442417, reward_pressure: 0.0
Processed Iteration 900,episodic return -5.331912712398131, reward_pressure: 0.0
Processed Iteration 950,episodic return -4.336820200573869, reward_pressure: 0.0
Processed Iteration 1000,episodic return -4.478517681354973, reward_pressure: 0.0
Processed Iteration 1050,episodic return -4.579601183672734, reward_pressure: 0.0
Processed Iteration 1100,episodic return -6.203755084185007, reward_pressure: 0.0
Processed Iteration 1150,episodic return -15.788546925195227, reward_pressure: 0.0
Processed Iteration 1200,episodic return -23.544220304162973, reward_pressure: 0.0
Processed Iteration 1250,episodic return -24.17096508940001, reward_pressure: 0.0
Processed Iteration 1300,episodic return -21.830823829819707, reward_pressure: 0.0
Processed Iteration 1350,episodic return -24.659181806246742, reward_pressure: 0.0
Processed Iteration 1400,episodic return -23.731237821143328, reward_pressure: 0.0
Processed Iteration 1450,episodic return -23.503817771540174, reward_pressure: 0.0
Processed Iteration 1500,episodic return -23.300026274243166, reward_pressure: 0.0
Processed Iteration 1550,episodic return -22.967598025059143, reward_pressure: 0.0
Processed Iteration 1600,episodic return -20.57765956977148, reward_pressure: 0.0
Processed Iteration 1650,episodic return -20.98393923351565, reward_pressure: 0.0
Processed Iteration 1700,episodic return -19.736875988786952, reward_pressure: 0.0
Processed Iteration 1750,episodic return -20.45448027582289, reward_pressure: 0.0
Processed Iteration 1800,episodic return -19.699891774588238, reward_pressure: 0.0
Processed Iteration 1850,episodic return -17.71595602866849, reward_pressure: 0.0
Processed Iteration 1900,episodic return -16.754354845036108, reward_pressure: 0.0
Processed Iteration 1950,episodic return -15.820403700539362, reward_pressure: 0.0
Processed Iteration 2000,episodic return -15.614705773057867, reward_pressure: 0.0
