Processed Iteration 50,episodic return 12.084036553217896, reward_pressure: 1.0
Processed Iteration 100,episodic return 749.0836875396689, reward_pressure: 1.0
Processed Iteration 150,episodic return 1620.3197351677568, reward_pressure: 1.0
Processed Iteration 200,episodic return 1986.676072658702, reward_pressure: 1.0
Processed Iteration 250,episodic return 2617.9823730483004, reward_pressure: 1.0
Processed Iteration 300,episodic return 2573.975836474731, reward_pressure: 1.0
Processed Iteration 350,episodic return 2732.171139819269, reward_pressure: 0.987
Processed Iteration 400,episodic return 3141.474222197858, reward_pressure: 1.0
Processed Iteration 450,episodic return 3425.6428076127836, reward_pressure: 0.9720000000000009
Processed Iteration 500,episodic return 3109.602386699888, reward_pressure: 0.9450000000000006
Processed Iteration 550,episodic return 3318.68463590764, reward_pressure: 0.9269999999999992
Processed Iteration 600,episodic return 3666.8997810430965, reward_pressure: 0.8770000000000004
Processed Iteration 650,episodic return 3407.9106497078483, reward_pressure: 0.8269999999999996
Processed Iteration 700,episodic return 3682.7695648551917, reward_pressure: 0.7770000000000001
Processed Iteration 750,episodic return 3810.1455393120677, reward_pressure: 0.727
Processed Iteration 800,episodic return 3608.844401626843, reward_pressure: 0.676999999999999
Processed Iteration 850,episodic return 3491.097999058333, reward_pressure: 0.6270000000000004
Processed Iteration 900,episodic return 3443.4143791867123, reward_pressure: 0.6259999999999991
Processed Iteration 950,episodic return 3056.9834775401528, reward_pressure: 0.6240000000000007
Processed Iteration 1000,episodic return 3607.9480102300217, reward_pressure: 0.5740000000000002
Processed Iteration 1050,episodic return 3364.3609484113617, reward_pressure: 0.5239999999999997
Processed Iteration 1100,episodic return 3400.847114449094, reward_pressure: 0.47399999999999953
Processed Iteration 1150,episodic return 3858.6889040132855, reward_pressure: 0.4239999999999995
Processed Iteration 1200,episodic return 3915.9939750707604, reward_pressure: 0.3739999999999999
Processed Iteration 1250,episodic return 3919.527772768351, reward_pressure: 0.3239999999999993
Processed Iteration 1300,episodic return 4100.396424020094, reward_pressure: 0.27399999999999985
Processed Iteration 1350,episodic return 4117.265940575127, reward_pressure: 0.23799999999999968
Processed Iteration 1400,episodic return 4282.442916468209, reward_pressure: 0.28799999999999937
Processed Iteration 1450,episodic return 4432.592234052989, reward_pressure: 0.2619999999999999
Processed Iteration 1500,episodic return 4459.84452893526, reward_pressure: 0.2119999999999994
Processed Iteration 1550,episodic return 4380.248117148896, reward_pressure: 0.16199999999999953
Processed Iteration 1600,episodic return 4316.94286762835, reward_pressure: 0.11199999999999966
Processed Iteration 1650,episodic return 4362.485949409872, reward_pressure: 0.06199999999999971
Processed Iteration 1700,episodic return 4069.2251106932968, reward_pressure: 0.011999999999999926
Processed Iteration 1750,episodic return 4340.651414981917, reward_pressure: 0.0
Processed Iteration 1800,episodic return 4451.5248198155205, reward_pressure: 0.0
Processed Iteration 1850,episodic return 4278.129936203453, reward_pressure: 0.045
Processed Iteration 1900,episodic return 4538.604147061884, reward_pressure: 0.005
Processed Iteration 1950,episodic return 4382.995575332496, reward_pressure: 0.0
Processed Iteration 2000,episodic return 4154.049863854097, reward_pressure: 0.0
