Processed Iteration 50,episodic return -95.64190724698528, reward_pressure: 1.0
Processed Iteration 100,episodic return 346.6212871136699, reward_pressure: 1.0
Processed Iteration 150,episodic return 605.7503132302387, reward_pressure: 1.0
Processed Iteration 200,episodic return 793.6072279410521, reward_pressure: 1.0
Processed Iteration 250,episodic return 921.3059619063065, reward_pressure: 0.9995999999999999
Processed Iteration 300,episodic return 955.7137618724898, reward_pressure: 0.9795999999999992
Processed Iteration 350,episodic return 992.233471256063, reward_pressure: 0.9780000000000004
Processed Iteration 400,episodic return 955.7974531219717, reward_pressure: 0.9919999999999989
Processed Iteration 450,episodic return 937.9743901975767, reward_pressure: 0.9720000000000004
Processed Iteration 500,episodic return 952.4944827532574, reward_pressure: 0.9519999999999997
Processed Iteration 550,episodic return 1018.9338482816785, reward_pressure: 0.9576000000000007
Processed Iteration 600,episodic return 998.819719257463, reward_pressure: 0.9423999999999996
Processed Iteration 650,episodic return 1014.2633764133649, reward_pressure: 0.9224000000000011
Processed Iteration 700,episodic return 994.9404800048853, reward_pressure: 0.9112000000000005
Processed Iteration 750,episodic return 1015.7092139045812, reward_pressure: 0.9111999999999996
Processed Iteration 800,episodic return 1023.9969209513979, reward_pressure: 0.8912000000000003
Processed Iteration 850,episodic return 983.3122330929099, reward_pressure: 0.891599999999999
Processed Iteration 900,episodic return 980.5463816538035, reward_pressure: 0.8884000000000004
Processed Iteration 950,episodic return 941.5995006075772, reward_pressure: 0.8683999999999995
Processed Iteration 1000,episodic return 959.6412513371225, reward_pressure: 0.8484000000000006
Processed Iteration 1050,episodic return 979.9408334723558, reward_pressure: 0.8284
Processed Iteration 1100,episodic return 978.4496026343163, reward_pressure: 0.8083999999999998
Processed Iteration 1150,episodic return 985.4454088688844, reward_pressure: 0.7884000000000008
Processed Iteration 1200,episodic return 1002.8379585366273, reward_pressure: 0.7683999999999988
Processed Iteration 1250,episodic return 982.4002528544505, reward_pressure: 0.7483999999999996
Processed Iteration 1300,episodic return 985.9886519091311, reward_pressure: 0.7283999999999995
Processed Iteration 1350,episodic return 951.2901985233703, reward_pressure: 0.7083999999999996
Processed Iteration 1400,episodic return 1001.5708821219434, reward_pressure: 0.6883999999999996
Processed Iteration 1450,episodic return 991.8569885393644, reward_pressure: 0.6683999999999998
Processed Iteration 1500,episodic return 1041.334352149463, reward_pressure: 0.6743999999999997
Processed Iteration 1550,episodic return 1014.5929432797338, reward_pressure: 0.6655999999999999
Processed Iteration 1600,episodic return 976.0186479122023, reward_pressure: 0.6456000000000003
Processed Iteration 1650,episodic return 1006.0485119364505, reward_pressure: 0.6256000000000003
Processed Iteration 1700,episodic return 978.1358039321635, reward_pressure: 0.6056000000000005
Processed Iteration 1750,episodic return 945.7030374790469, reward_pressure: 0.5855999999999991
Processed Iteration 1800,episodic return 945.4207997054734, reward_pressure: 0.565599999999999
Processed Iteration 1850,episodic return 974.469660936662, reward_pressure: 0.5455999999999993
Processed Iteration 1900,episodic return 955.9522366011885, reward_pressure: 0.5255999999999995
Processed Iteration 1950,episodic return 941.0537911643412, reward_pressure: 0.5055999999999998
Processed Iteration 2000,episodic return 972.2669343504004, reward_pressure: 0.48560000000000014
