Processed Iteration 50,episodic return 104.64957638931892, reward_pressure: 1.0
Processed Iteration 100,episodic return 765.7971368934258, reward_pressure: 1.0
Processed Iteration 150,episodic return 998.850343315979, reward_pressure: 0.992399999999999
Processed Iteration 200,episodic return 1004.5181733661784, reward_pressure: 0.9724000000000005
Processed Iteration 250,episodic return 1007.9497994707192, reward_pressure: 0.9523999999999997
Processed Iteration 300,episodic return 1012.0513613054299, reward_pressure: 0.9324000000000008
Processed Iteration 350,episodic return 1013.5890248349584, reward_pressure: 0.9123999999999998
Processed Iteration 400,episodic return 1014.3108042562542, reward_pressure: 0.8924000000000004
Processed Iteration 450,episodic return 1016.8245299166771, reward_pressure: 0.8723999999999994
Processed Iteration 500,episodic return 1016.5373896584679, reward_pressure: 0.8524000000000004
Processed Iteration 550,episodic return 1016.7695608226225, reward_pressure: 0.8323999999999999
Processed Iteration 600,episodic return 1017.786643543536, reward_pressure: 0.8123999999999997
Processed Iteration 650,episodic return 1046.002667756658, reward_pressure: 0.9428
Processed Iteration 700,episodic return 1071.3158122520645, reward_pressure: 1.0
Processed Iteration 750,episodic return 1078.174652067892, reward_pressure: 0.9991999999999999
Processed Iteration 800,episodic return 1081.592000933828, reward_pressure: 0.9992
Processed Iteration 850,episodic return 1082.7452196081872, reward_pressure: 1.0
Processed Iteration 900,episodic return 1083.0744432278225, reward_pressure: 1.0
Processed Iteration 950,episodic return 1081.8290813830718, reward_pressure: 0.9951999999999992
Processed Iteration 1000,episodic return 1082.8499664527133, reward_pressure: 0.9888000000000002
Processed Iteration 1050,episodic return 1082.2856122935757, reward_pressure: 0.9911999999999989
Processed Iteration 1100,episodic return 1082.4588816051191, reward_pressure: 0.9712000000000005
Processed Iteration 1150,episodic return 1083.2832386022994, reward_pressure: 0.9511999999999997
Processed Iteration 1200,episodic return 1083.8954653766652, reward_pressure: 0.9460000000000005
Processed Iteration 1250,episodic return 1083.5594169024766, reward_pressure: 0.9864000000000002
Processed Iteration 1300,episodic return 1083.4504708651987, reward_pressure: 0.9919999999999989
Processed Iteration 1350,episodic return 1083.5216425386227, reward_pressure: 0.9720000000000004
Processed Iteration 1400,episodic return 1083.3388435079014, reward_pressure: 0.9519999999999997
Processed Iteration 1450,episodic return 1084.825939329268, reward_pressure: 0.9892000000000002
Processed Iteration 1500,episodic return 1084.0638132849056, reward_pressure: 0.9911999999999989
Processed Iteration 1550,episodic return 1085.5822686557663, reward_pressure: 0.9712000000000005
Processed Iteration 1600,episodic return 1084.9834479306214, reward_pressure: 0.9723999999999993
Processed Iteration 1650,episodic return 1084.78210054695, reward_pressure: 0.9676000000000006
Processed Iteration 1700,episodic return 1086.1380610176466, reward_pressure: 0.9687999999999994
Processed Iteration 1750,episodic return 1085.9633029450708, reward_pressure: 0.9704000000000005
Processed Iteration 1800,episodic return 1085.7390567029875, reward_pressure: 0.9503999999999998
Processed Iteration 1850,episodic return 1085.8492758028558, reward_pressure: 0.9304000000000009
Processed Iteration 1900,episodic return 1086.5436044798303, reward_pressure: 0.9103999999999995
Processed Iteration 1950,episodic return 1086.8556747417467, reward_pressure: 0.9695999999999991
Processed Iteration 2000,episodic return 1084.04732524322, reward_pressure: 0.9632000000000006
Processed Iteration 2050,episodic return 1083.0420827925568, reward_pressure: 0.9431999999999996
Processed Iteration 2100,episodic return 1083.5378972954643, reward_pressure: 0.923200000000001
Processed Iteration 2150,episodic return 1085.0139772466719, reward_pressure: 0.9031999999999992
Processed Iteration 2200,episodic return 1084.549480753772, reward_pressure: 0.8832000000000002
Processed Iteration 2250,episodic return 1086.4697521523585, reward_pressure: 0.8631999999999995
Processed Iteration 2300,episodic return 1085.3533674187472, reward_pressure: 0.8432000000000008
Processed Iteration 2350,episodic return 1085.0525963812674, reward_pressure: 0.8232000000000003
Processed Iteration 2400,episodic return 1087.330625592606, reward_pressure: 0.8031999999999998
Processed Iteration 2450,episodic return 1091.8396074122193, reward_pressure: 0.7919999999999996
Processed Iteration 2500,episodic return 1091.4421349791526, reward_pressure: 0.7912000000000006
Processed Iteration 2550,episodic return 1096.9519574744963, reward_pressure: 0.8308000000000004
Processed Iteration 2600,episodic return 1121.1460882083713, reward_pressure: 0.9703999999999999
Processed Iteration 2650,episodic return 1172.7370399276053, reward_pressure: 1.0
Processed Iteration 2700,episodic return 1276.4409321967512, reward_pressure: 1.0
Processed Iteration 2750,episodic return 1328.34679414403, reward_pressure: 1.0
Processed Iteration 2800,episodic return 1403.4887331134826, reward_pressure: 0.9944000000000002
Processed Iteration 2850,episodic return 1440.8525797098794, reward_pressure: 1.0
Processed Iteration 2900,episodic return 1380.6664718973216, reward_pressure: 0.9919999999999989
Processed Iteration 2950,episodic return 1370.986531912676, reward_pressure: 0.9720000000000004
Processed Iteration 3000,episodic return 1385.3920789973645, reward_pressure: 0.9519999999999997
