Processed Iteration 50,episodic return 9.713578629157217, reward_pressure: 1.0
Processed Iteration 100,episodic return 477.22147833256, reward_pressure: 1.0
Processed Iteration 150,episodic return 752.3135588352449, reward_pressure: 1.0
Processed Iteration 200,episodic return 851.9150375941671, reward_pressure: 1.0
Processed Iteration 250,episodic return 961.1521179296824, reward_pressure: 1.0
Processed Iteration 300,episodic return 957.3334464821935, reward_pressure: 0.9830000000000009
Processed Iteration 350,episodic return 987.3015799190747, reward_pressure: 0.9970000000000002
Processed Iteration 400,episodic return 985.7939926848439, reward_pressure: 0.9470000000000003
Processed Iteration 450,episodic return 1005.2928083198008, reward_pressure: 0.8969999999999994
Processed Iteration 500,episodic return 1007.7850763742326, reward_pressure: 0.8470000000000004
Processed Iteration 550,episodic return 984.7124222485556, reward_pressure: 0.7969999999999999
Processed Iteration 600,episodic return 971.5194396631975, reward_pressure: 0.747
Processed Iteration 650,episodic return 1007.18897307606, reward_pressure: 0.6969999999999995
Processed Iteration 700,episodic return 994.352445489198, reward_pressure: 0.6469999999999994
Processed Iteration 750,episodic return 967.7883937254663, reward_pressure: 0.5970000000000004
Processed Iteration 800,episodic return 1021.2336200379744, reward_pressure: 0.5469999999999999
Processed Iteration 850,episodic return 978.3983738228584, reward_pressure: 0.4969999999999999
Processed Iteration 900,episodic return 1009.2274743443271, reward_pressure: 0.44699999999999934
Processed Iteration 950,episodic return 1012.1593528431904, reward_pressure: 0.39699999999999974
Processed Iteration 1000,episodic return 1001.3490211245692, reward_pressure: 0.3469999999999997
Processed Iteration 1050,episodic return 997.6494350626543, reward_pressure: 0.29699999999999943
Processed Iteration 1100,episodic return 1000.4895446599485, reward_pressure: 0.2469999999999998
Processed Iteration 1150,episodic return 976.835438675736, reward_pressure: 0.19699999999999954
Processed Iteration 1200,episodic return 949.7571080430185, reward_pressure: 0.14699999999999955
Processed Iteration 1250,episodic return 938.121647115385, reward_pressure: 0.09699999999999967
Processed Iteration 1300,episodic return 919.2019657319205, reward_pressure: 0.04699999999999969
Processed Iteration 1350,episodic return 971.357156446983, reward_pressure: 0.0
Processed Iteration 1400,episodic return 976.5117819894189, reward_pressure: 0.0
Processed Iteration 1450,episodic return 903.3675401306244, reward_pressure: 0.0
Processed Iteration 1500,episodic return 925.8831144764903, reward_pressure: 0.0
Processed Iteration 1550,episodic return 924.924358119093, reward_pressure: 0.0
Processed Iteration 1600,episodic return 966.8244182566075, reward_pressure: 0.0
Processed Iteration 1650,episodic return 976.3274831497032, reward_pressure: 0.0
Processed Iteration 1700,episodic return 953.2285662468908, reward_pressure: 0.0
Processed Iteration 1750,episodic return 905.7748331609686, reward_pressure: 0.0
Processed Iteration 1800,episodic return 956.2876517868431, reward_pressure: 0.0
Processed Iteration 1850,episodic return 905.1757198200728, reward_pressure: 0.0
Processed Iteration 1900,episodic return 925.6308441953101, reward_pressure: 0.0
Processed Iteration 1950,episodic return 917.5504036103486, reward_pressure: 0.0
Processed Iteration 2000,episodic return 941.0883724671606, reward_pressure: 0.0
